rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
26,0,2,원데이치과의원 제1관,1251,498,0.393421,0.274093,0.409147,1.076661,5,-,-0.00087,0.002205,-0.000162
27,1,1,원진치과의원 강남,703,463,0.393421,0.273372,0.409093,1.075886,1,-,-0.00087,0.004566,0.000017
28,4,1,포샤르치과의원,496,148,0.393421,0.272558,0.409031,1.07501,-,-,-0.00087,0.009104,0.000359
29,7,1,포스유치과의원,104,145,0.393421,0.264753,0.408442,1.066616,-,1,-0.00087,0.008106,0.000284
30,1,3,서울페이스21치과병원,195,228,0.393421,0.264035,0.408388,1.065844,1,-,-0.00087,-0.002174,-0.000492
31,1,3,강남루덴치과의원,506,645,0.393376,0.263528,0.408332,1.065236,1,-1,-0.000869,-0.002577,-0.000523
32,1,3,황순정 구강악안면외과 치과의원,127,252,0.393376,0.262798,0.408277,1.064451,-,1,-0.000869,-0.001616,-0.00045
33,6,3,맥스구강악안면외과치과의원,181,165,0.393376,0.262606,0.408263,1.064245,-,-,-0.000869,-0.008002,-0.000932
34,1,1,강남새로치과의원,462,579,0.393421,0.262018,0.408236,1.063675,1,2,-0.00087,0.00006,-0.000323
35,2,3,리엔장치과의원,96,56,0.393421,0.261121,0.408168,1.06271,-,-,-0.00087,-0.002255,-0.000498
36,2,3,체리스마일치과의원,351,478,0.393421,0.257904,0.407925,1.05925,1,3,-0.00087,-0.004944,-0.000701
37,3,1,강남엔터치과의원,243,837,0.393421,0.247877,0.407168,1.048466,9,-3,-0.00087,0.002387,-0.000148
38,3,1,사람사랑치과의원,424,257,0.393421,0.243162,0.406813,1.043396,-,1,-0.00087,-0.001939,-0.000474
39,2,3,푸른나무치과의원,301,307,0.393421,0.241937,0.40672,1.042078,1,-,-0.00087,-0.008474,-0.000968
40,5,1,화이트스타일치과의원,277,165,0.393421,0.241359,0.406676,1.041456,1,-,-0.00087,0.010611,0.000472
41,2,3,닥터프라임치과의원,208,110,0.393421,0.239493,0.406536,1.03945,-,-,-0.00087,-0.006559,-0.000823
42,4,3,미유치과의원,157,882,0.393421,0.238684,0.406475,1.03858,-,-19,-0.00087,-0.009294,-0.001029
43,1,1,뉴욕연세치과의원,565,1302,0.393421,0.235369,0.406224,1.035014,-1,-,-0.00087,0.002257,-0.000158
44,2,3,원치과의원,294,1164,0.393421,0.429884,0.406023,1.229328,3,105,-0.00087,-0.011299,-0.001181
45,5,1,원데이치과의원 제2관,48,309,0.393421,0.228412,0.405699,1.027532,-,-,-0.00087,0.012902,0.000645
46,0,2,서울위드치과의원,282,11,0.393376,0.228523,0.40569,1.027589,-,-,-0.000869,0.005212,0.000065
47,1,1,크림치과의원,233,14,0.393376,0.228497,0.405689,1.027562,-,-,-0.000869,0.010675,0.000478
48,6,1,비타바른이치과의원,496,943,0.393421,0.219063,0.404994,1.017478,-,5,-0.00087,0.015747,0.00086
49,2,3,강남애프터치과의원,458,222,0.393421,0.218003,0.404914,1.016338,-3,3,-0.00087,-0.002838,-0.000542
50,1,1,워싱턴치과교정과치과의원,301,90,0.393421,0.217497,0.404876,1.015794,-,-,-0.00087,0.003368,-0.000074
51,2,1,화이트이치과의원 강남,209,386,0.393421,0.282947,0.404771,1.081139,1,-3,-0.00087,0.012322,0.000602
52,3,3,스마일어게인치과교정과치과의원 강남점,116,10,0.393421,0.211603,0.404431,1.009455,-,-,-0.00087,-0.005849,-0.000769
53,10,3,제아치과의원,674,1661,0.393421,0.20998,0.404308,1.007709,1,-,-0.00087,-0.025178,-0.002229
54,2,3,베스트덴치과의원,233,8,0.393376,0.20531,0.403939,1.002625,-,-,-0.000869,-0.007689,-0.000908
55,2,1,런던치과의원,156,2,0.393376,0.198556,0.403429,0.995361,-,-,-0.000869,0.002551,-0.000135
56,4,1,스마일존치과의원,79,47,0.393421,0.197332,0.403354,0.994107,-,2,-0.00087,0.006856,0.00019
57,1,3,강남더블유치과의원,582,3029,0.393421,0.420365,0.403352,1.217138,2,237,-0.00087,-0.001333,-0.000429
58,3,3,수바른이치과의원,199,4,0.393376,0.202999,0.403292,0.999667,-,-,-0.000869,-0.006055,-0.000785
59,0,2,강남클리어치과의원,1668,116,0.393421,0.191079,0.402882,0.987382,3,-,-0.00087,0.000351,-0.000301
60,2,3,오르세치과의원,477,356,0.393421,0.231408,0.402496,1.027325,-,-,-0.00087,-0.009582,-0.001052
61,2,1,기쁜마음치과의원,226,236,0.393421,0.178228,0.401912,0.973561,1,-,-0.00087,0.007546,0.000241
62,0,2,미켈란치과의원,427,200,0.393421,0.175017,0.40167,0.970108,-,1,-0.00087,0.003454,-0.000067
63,2,3,서울에스타운치과의원,69,1,0.393376,0.17485,0.40164,0.969866,-,-,-0.000869,-0.00922,-0.001024
64,1,1,서울아트치과의원,85,4,0.393376,0.173481,0.401536,0.968393,-,-,-0.000869,0.004461,0.000008
65,3,1,오리진치과의원,87,6,0.393376,0.172448,0.401458,0.967282,-,-,-0.000869,0.015451,0.000838
66,2,3,헤리치과의원 강남점,229,533,0.393421,0.170312,0.401314,0.965047,2,-,-0.00087,0.001188,-0.000239
67,2,1,이선국치과의원,60,2,0.393376,0.166841,0.401035,0.961252,-,-,-0.000869,0.010417,0.000458
68,3,1,강남믿음치과의원,105,4,0.393376,0.165891,0.400963,0.96023,-,-,-0.000869,0.016464,0.000914
69,5,1,서울예인치과의원,68,1,0.393376,0.165395,0.400926,0.959697,-,-,-0.000869,0.024777,0.001542
70,4,3,하늘사랑치과의원,367,386,0.393421,0.231883,0.400917,1.026221,-,-,-0.00087,0.00078,-0.000269
71,1,3,김앤이치과의원,146,5,0.393421,0.198683,0.400585,0.992689,-,-,-0.00087,0.00874,0.000332
72,5,3,강남젠틀치과의원,271,32,0.393421,0.226588,0.400182,1.020191,-,-,-0.00087,-0.005321,-0.00073
73,1,3,사과나무치과의원,137,365,0.393421,0.185091,0.399149,0.977661,-,6,-0.00087,-0.006496,-0.000819
74,1,3,연세미치과의원 강남점,34,1,0.393376,0.139469,0.398969,0.931814,-,-,-0.000869,-0.00444,-0.000664
75,0,2,제아치과의원 별관,4,77,0.393421,0.130879,0.398338,0.922638,-,-,-0.00087,0.007386,0.000229
76,1,1,보아치과의원,615,263,0.393421,0.115259,0.397159,0.905839,1,1,-0.00087,0.006149,0.000135
77,1,1,라윤영치과의원,22,0,0.393421,0.111813,0.396899,0.902133,-,-,-0.00087,0.008131,0.000285
78,3,1,누가치과의원,17,0,0.393376,0.103881,0.396284,0.893541,-,-,-0.000869,0.007005,0.000201
79,3,3,예손치과의원,34,4,0.393376,0.103108,0.396225,0.892709,-,-,-0.000869,-0.009734,-0.001063
80,0,2,스타서울치과의원,30,1,0.393376,0.102889,0.396209,0.892474,-,-,-0.000869,0.004193,-0.000011
81,2,1,BF라인치과의원,46,106,0.393376,0.099946,0.395986,0.889308,-,-,-0.000869,0.011382,0.00053
82,3,3,이가치과의원,17,2,0.393376,0.09959,0.39596,0.888926,-,-,-0.000869,-0.002373,-0.000507
83,1,3,루센트치과의원 신논현,1662,4283,0.393421,0.432748,0.39579,1.221959,10,-57,-0.00087,0.0081,0.000283
84,3,1,서울바름치과,7,0,0.393376,0.05989,0.392963,0.846229,-,-,-0.000869,0.005707,0.000102
85,1,1,강남영치과의원,20,18,0.393421,0.058976,0.392912,0.845309,-,-,-0.00087,-0.003626,-0.000602
86,1,3,서울서이치과의원,619,553,0.393421,0.244804,0.392851,1.031076,4,-,-0.00087,-0.004499,-0.000667
87,1,1,서울심미치과의원,809,1565,0.393376,0.354174,0.392737,1.140287,1,88,-0.000869,0.006444,0.000158
88,4,3,백영완치과의원,64,1,0.393421,0.159259,0.392708,0.945388,-,-,-0.00087,-0.014673,-0.001435
89,0,2,하얀치과의원,6,4,0.393376,0.067472,0.391895,0.852743,-,-,-0.000869,-0.003026,-0.000557
90,1,1,2D치과의원,1670,679,0.393376,0.394576,0.391698,1.17965,1,5,-0.000869,0.002872,-0.000111
91,1,3,양치과의원,138,17,0.393376,0.192054,0.390675,0.976105,-,-,-0.000869,-0.011148,-0.00117
92,1,1,센트럴치과의원 강남점,229,332,0.393421,0.260689,0.390357,1.044467,1,-,-0.00087,0.004422,0.000005
93,1,3,에이아이치과의원,0,0,0.393376,0.04351,0.389901,0.826787,-,-,-0.000869,-0.005593,-0.000751
94,0,2,미시간D치과,2,1,0.393376,0.01842,0.389834,0.80163,-,-,-0.000869,0.000006,-0.000327
95,0,2,박형국치과,0,0,0.393376,0.016211,0.389667,0.799254,-,-,-0.000869,0.000006,-0.000328
96,0,2,연세에이플란트치과의원,168,1539,0.393421,0.200188,0.387554,0.981163,-,9,-0.00087,0.013384,0.000682
97,1,1,한성익의원 치과의원,34,1,0.366346,0.112316,0.38672,0.865382,-,-,-0.000176,0.009636,0.000661
98,2,1,덴탑치과의원,119,4,0.393421,0.156783,0.38602,0.936224,1,-,-0.00087,0.008886,0.000343
99,0,2,미니쉬치과의원 강남점,133,2676,0.393421,0.451907,0.385816,1.231144,1,103,-0.00087,0.005122,0.000058
100,3,3,지앤미치과의원 강남점,38,1,0.393376,0.113678,0.385519,0.892573,-,-,-0.000869,-0.011167,-0.001171
101,1,1,서울시카고치과의원,48,0,0.393376,0.108598,0.383967,0.885941,-,-,-0.000869,0.004158,-0.000014
102,1,3,이성일치과의원,15,0,0.393376,0.091754,0.383679,0.868809,-,-,-0.000869,-0.012358,-0.00126
103,0,2,최낙준치과의원,48,2,0.393376,0.169146,0.381052,0.943574,-,-,-0.000869,-0.002901,-0.000547
104,1,1,박영준치과의원,41,1,0.393376,0.124414,0.380136,0.897926,-,-,-0.000869,-0.003227,-0.000572
105,1,3,라이브치과병원 서울강남,1940,8137,0.393421,0.335916,0.379841,1.109178,6,28,-0.00087,-0.011562,-0.0012
106,2,1,강남유레카치과의원,235,1986,0.393421,0.452941,0.378279,1.224641,1,85,-0.00087,0.004395,0.000003
107,0,2,르치과의원 신논현,233,238,0.393421,0.236502,0.378181,1.008104,-,-,-0.00087,-0.011062,-0.001163
108,2,3,이미지치과의원,209,12,0.393376,0.217391,0.377904,0.988671,-,-,-0.000869,-0.015579,-0.001504
109,0,2,황인준치과의원,71,1,0.393376,0.15616,0.37734,0.926876,-,-,-0.000869,0.000142,-0.000318
110,0,2,포샤르플란트치과의원,129,0,0.393376,0.155468,0.372361,0.921205,-,-,-0.000869,0.008138,0.000286
111,0,2,스마일뷰치과의원,323,385,0.393421,0.262782,0.37173,1.027933,-,-1,-0.00087,0.005157,0.000061
112,0,2,서울 혜치과의원,124,129,0.393421,0.171971,0.371241,0.936633,-,-,-0.00087,0.001387,-0.000224
113,0,2,서울매스티지치과의원,446,3635,0.393376,0.248075,0.369659,1.01111,1,2,-0.000869,-0.00044,-0.000361
114,1,1,고운이치과의원,46,3,0.393376,0.199927,0.367405,0.960708,-,-,-0.000869,0.008216,0.000292
115,1,3,강남 e편한치과,1,3,0.393376,0.08635,0.367171,0.846897,-,-,-0.000869,0.001193,-0.000238
116,0,2,연세티스치과의원 강남점,229,2,0.393376,0.197807,0.365208,0.956391,-,-,-0.000869,0.000364,-0.000301
117,1,1,서울미시간치과의원,16,3,0.393376,0.153905,0.363433,0.910714,-,-,-0.000869,0.0028,-0.000117
118,1,3,강남브엘치과의원,91,138,0.393421,0.156066,0.363267,0.912754,-,-,-0.00087,-0.003112,-0.000563
119,0,2,소중한치과의원,31,2,0.393376,0.118831,0.363186,0.875393,-,-,-0.000869,0.010904,0.000495
120,1,1,강남치유치과의원 역삼점,246,1057,0.393421,0.403573,0.361801,1.158795,6,-7,-0.00087,0.011043,0.000505
121,1,3,아름드리치과의원,342,1065,0.393421,0.415315,0.361625,1.170361,-,89,-0.00087,-0.000305,-0.000351
122,0,2,옥수수치과,383,392,0.393376,0.246458,0.357895,0.997729,-,-,-0.000869,-0.000231,-0.000346
123,0,2,유디치과병원 강남뱅뱅점,281,33,0.393421,0.227327,0.356135,0.976883,-,-,-0.00087,0.000466,-0.000293
124,0,2,연세차인호치과의원,21,3983,0.393421,0.425192,0.350519,1.169132,-,99,-0.00087,-0.006383,-0.00081
125,1,1,아름다운이치과의원,31,1,0.393376,0.120609,0.347775,0.86176,-,-,-0.000869,0.020709,0.001235
126,1,1,쎌치과의원,29,26,0.393376,0.144904,0.345812,0.884092,-,-,-0.000869,0.002075,-0.000172
127,2,3,세이프플란트치과의원,853,4091,0.393421,0.341515,0.344527,1.079463,4,49,-0.00087,-0.03011,-0.002601
128,1,1,웃는오늘치과의원,51,1,0.393421,0.168944,0.336635,0.899,-,-,-0.00087,0.01597,0.000877
129,1,3,서울라라치과의원,463,4125,0.393421,0.456035,0.336445,1.185901,4,-20,-0.00087,-0.02902,-0.002518
130,0,2,스타치과의원,26,3,0.393421,0.148631,0.333829,0.875881,-,-,-0.00087,0.001046,-0.000249
131,1,1,스카이치과의원,485,460,0.393421,0.210003,0.3326,0.936024,-,-,-0.00087,-0.002267,-0.000499
132,1,3,투데이치과의원,107,317,0.393376,0.166296,0.331431,0.891103,-,-1,-0.000869,-0.018996,-0.001762
133,0,2,서울가지런이치과교정과치과의원,145,504,0.393376,0.229233,0.330258,0.952867,-,2,-0.000869,-0.013934,-0.00138
134,0,2,연세지디치과의원,52,2,0.393376,0.148606,0.329443,0.871425,-,-,-0.000869,-0.004972,-0.000703
135,1,1,서울유러치과의원,117,6,0.393421,0.180707,0.324646,0.898774,-,-,-0.00087,0.006124,0.000134
136,1,3,사랑의치과의원,322,18,0.393376,0.204102,0.324397,0.921875,1,-,-0.000869,-0.008059,-0.000937
137,0,2,강남브라운치과의원,270,1446,0.393421,0.323121,0.323644,1.040186,-,1,-0.00087,0.005125,0.000059
138,0,2,바노바기 일레븐치과의원,716,786,0.393421,0.299436,0.322176,1.015033,4,7,-0.00087,0.008,0.000275
139,0,2,덴티크치과의원,47,1781,0.393421,0.40487,0.321485,1.119776,3,119,-0.00087,-0.000444,-0.000362
140,0,2,루시드치과의원,747,4174,0.393421,0.478983,0.318025,1.190429,2,-26,-0.00087,-0.014515,-0.001424
141,0,2,어울림치과의원,228,45,0.393421,0.178667,0.317575,0.889663,1,-,-0.00087,-0.006286,-0.000802
142,0,2,이손치과의원,50,3,0.393376,0.190985,0.317398,0.901759,-,-,-0.000869,0.005318,0.000073
143,1,1,믿음치과의원,24,3,0.393376,0.123475,0.316414,0.833265,-,-,-0.000869,0.001225,-0.000235
144,1,3,웰플란트치과의원,8,0,0.393376,0.054394,0.316256,0.764026,-,-,-0.000869,-0.001839,-0.000467
145,0,2,서울턱치과의원,73,28,0.393376,0.230616,0.316048,0.94004,1,-,-0.000869,0.006175,0.000138
146,2,1,샬롬치과의원,46,1,0.393376,0.156058,0.314037,0.863471,-,-,-0.000869,0.011379,0.00053
147,0,2,연세케이치과의원,33,1,0.393376,0.080692,0.313222,0.78729,-,-,-0.000869,0.000163,-0.000316
148,1,1,큐원치과의원,468,367,0.393421,0.234525,0.313102,0.941048,4,1,-0.00087,0.007983,0.000275
149,3,3,오에프피구강내과치과의원,160,30,0.393421,0.233779,0.3129,0.9401,-,-,-0.00087,-0.008879,-0.000999
150,0,2,이현아치과의원,19,1,0.393376,0.08701,0.312318,0.792704,-,-,-0.000869,-0.001705,-0.000457
151,0,2,미형치과의원,15,0,0.393376,0.107716,0.311983,0.813075,-,-,-0.000869,0.006952,0.000196
152,1,1,청아치과의원,69,53,0.393376,0.198734,0.311398,0.903508,-,-,-0.000869,0.019393,0.001136
153,1,3,김광현치과의원,0,0,0.393376,0.024353,0.311144,0.728873,-,-,-0.000869,-0.001436,-0.000437
154,0,2,행복드림치과의원,297,1368,0.393421,0.344145,0.309838,1.047404,-,30,-0.00087,0.001251,-0.000233
155,0,2,신사이사랑치과의원 언주역,491,1386,0.393421,0.234531,0.308178,0.93613,-,-5,-0.00087,-0.011966,-0.001231
156,1,1,청아한치과의원,48,0,0.393376,0.143706,0.307535,0.844617,-,-,-0.000869,0.007719,0.000255
157,2,1,노박치과의원,20,6,0.393376,0.140058,0.307522,0.840956,-,-,-0.000869,0.010362,0.000454
158,2,3,헵시바치과의원,43,24,0.393376,0.156099,0.307455,0.85693,-,-,-0.000869,0.003553,-0.00006
159,1,3,길튼치과의원,312,250,0.393421,0.24489,0.306848,0.945159,-,-,-0.00087,-0.001097,-0.000411
160,0,2,르블랑치과의원,233,38,0.393421,0.275035,0.305853,0.974309,-,-,-0.00087,0.006298,0.000147
161,4,1,강남푸른치과의원,214,538,0.393421,0.273098,0.305017,0.971536,1,-,-0.00087,0.010553,0.000468
162,0,2,강남미라인치과의원,189,79,0.393421,0.252487,0.304971,0.950879,1,-,-0.00087,0.002083,-0.000171
163,2,3,김승수치과의원,80,1,0.393376,0.168348,0.304709,0.866433,-,-,-0.000869,-0.007543,-0.000897
164,1,3,강남박치과의원,20,1,0.393376,0.110631,0.304314,0.808321,-,-,-0.000869,-0.002504,-0.000517
165,1,3,재주좋은치과의원 서초본원,248,1302,0.393421,0.371239,0.303796,1.068456,-,41,-0.00087,-0.007399,-0.000886
166,0,2,스타일치과의원,35,4,0.393376,0.092718,0.301886,0.78798,-,-,-0.000869,0.004036,-0.000023
167,0,2,역삼옥스치과의원,31,11,0.393376,0.177844,0.298073,0.869293,-,-,-0.000869,-0.006211,-0.000797
168,1,1,김종삼치과의원,91,2,0.393376,0.164739,0.296332,0.854447,1,-,-0.000869,0.010073,0.000432
169,1,3,스마일라인치과의원,252,75,0.393421,0.168473,0.29606,0.857954,1,-,-0.00087,0.003246,-0.000083
170,1,1,유씨강남치과의원,568,2050,0.393421,0.365072,0.295066,1.053559,1,-1,-0.00087,0.008883,0.000342
171,1,3,역삼 연 치과의원,89,4,0.393421,0.146466,0.293867,0.833754,-,-,-0.00087,-0.017724,-0.001666
172,0,2,김태영치과의원,174,1,0.393376,0.171741,0.29357,0.858687,-,-,-0.000869,0.008463,0.00031
173,0,2,메르덴플러스치과의원,146,1,0.393376,0.160078,0.291033,0.844487,-,-,-0.000869,-0.000626,-0.000375
174,0,2,더블유스타일치과의원,421,219,0.393421,0.245337,0.289832,0.92859,-,3,-0.00087,-0.005901,-0.000774
175,0,2,에이스플란트치과의원,165,389,0.393376,0.203719,0.288568,0.885663,-,-,-0.000869,-0.001395,-0.000433
176,0,2,블랑쉬치과의원,410,568,0.393421,0.316025,0.286483,0.995929,3,2,-0.00087,-0.01248,-0.00127
177,0,2,와이구강악안면외과치과의원,98,343,0.393376,0.221851,0.285023,0.90025,-,1,-0.000869,0.010698,0.00048
178,1,1,SJ서울삼정치과의원,31,0,0.393376,0.11413,0.284166,0.791672,-,-,-0.000869,0.002822,-0.000115
179,1,3,화음치과의원,128,3,0.393376,0.163784,0.284132,0.841292,1,-,-0.000869,0.000294,-0.000306
180,0,2,화이트플란트치과의원,23,11,0.393376,0.142241,0.283189,0.818806,-,-,-0.000869,0.009146,0.000362
181,0,2,역삼365치과의원,38,0,0.393376,0.253048,0.279293,0.925717,-,-,-0.000869,0.004813,0.000035
182,0,2,좋은얼굴삼풍치과의원,513,349,0.393421,0.277498,0.278037,0.948956,2,-,-0.00087,-0.006797,-0.000841
183,0,2,예그린치과의원,14,3,0.393376,0.089697,0.276586,0.759659,-,-,-0.000869,0.001789,-0.000193
184,1,1,박치과의원,153,79,0.393376,0.173016,0.276554,0.842946,-,-1,-0.000869,0.012238,0.000595
185,2,1,교대사랑이치과의원,130,2,0.393421,0.165526,0.27606,0.835007,-,-,-0.00087,0.010498,0.000464
186,0,2,박재하 치과의원,15,0,0.393421,0.082698,0.275475,0.751594,-,-,-0.00087,0.001021,-0.000251
187,3,3,뉴욕치과의원,33,3,0.393421,0.160086,0.275456,0.828963,-,-,-0.00087,-0.003941,-0.000626
188,1,1,고운미소치과의원,40,0,0.393376,0.170297,0.272816,0.836489,1,-,-0.000869,0.018379,0.001059
189,2,1,서초부부치과의원,44,1,0.393376,0.165832,0.271599,0.830807,-,-,-0.000869,0.004126,-0.000017
190,2,3,플러스치과의원,16,0,0.393376,0.07241,0.271408,0.737194,-,-,-0.000869,-0.003647,-0.000604
191,1,3,장순희치과의원,15,1,0.393376,0.093309,0.271377,0.758062,-,-,-0.000869,-0.000045,-0.000332
192,0,2,문항진치과의원,25,5,0.393376,0.113127,0.271152,0.777655,-,-,-0.000869,0.002012,-0.000177
193,0,2,미화이트치과의원,41,7,0.393421,0.151904,0.269563,0.814888,-,-,-0.00087,-0.009801,-0.001068
194,0,2,허정민치과교정과치과의원,73,11,0.393421,0.215432,0.267598,0.876451,-,-,-0.00087,-0.004967,-0.000703
195,1,1,서울이좋은치과의원,104,786,0.393421,0.211075,0.266562,0.871058,1,1,-0.00087,0.014532,0.000769
196,1,3,파크에비뉴치과의원,654,177,0.393376,0.199683,0.266334,0.859393,5,-,-0.000869,0.002185,-0.000163
197,1,1,미소랑치과의원,124,4171,0.393421,0.282751,0.265206,0.941378,-,-2,-0.00087,0.003929,-0.000031
198,1,3,이믿음치과의원,256,1699,0.393421,0.373566,0.265055,1.032042,-,-50,-0.00087,-0.002712,-0.000533
199,0,2,홈플란트치과의원,441,1980,0.393421,0.401038,0.26367,1.058129,-,32,-0.00087,0.000763,-0.000271
200,0,2,유디학동치과의원,250,3,0.393421,0.187597,0.260764,0.841782,-,-,-0.00087,-0.008606,-0.000978
201,4,1,강남샘치과의원,337,1533,0.393421,0.341733,0.259507,0.994661,-2,20,-0.00087,0.006775,0.000183
202,2,1,위즈치과의원,67,10,0.393376,0.25551,0.259275,0.908161,-,-,-0.000869,0.001374,-0.000224
203,0,2,하임치과의원,109,29,0.393376,0.217454,0.259116,0.869946,-,-,-0.000869,-0.000947,-0.0004
204,3,3,강남모아치과의원,259,14,0.393421,0.197016,0.258904,0.849341,-,-,-0.00087,-0.01219,-0.001248
205,3,3,정으로가는치과의원,201,877,0.393421,0.183467,0.258735,0.835623,-,1,-0.00087,-0.010208,-0.001099
206,0,2,석엠에스오,3,0,0.393376,0.025014,0.258218,0.676608,-,-,-0.000869,0.000008,-0.000327
207,0,2,임성균치과의원,3,1,0.393376,0.031505,0.257506,0.682387,-,-,-0.000869,-0.001054,-0.000408
208,0,2,로하스치과,3,4,0.393376,0.029003,0.256787,0.679166,-,-,-0.000869,-0.000009,-0.000329
209,1,1,CHA의과학대학교 강남차병원,445,778,0.367674,0.414022,0.255738,1.037434,-1,5,0.001007,-0.001637,0.000256
210,1,3,공치과의원,200,29,0.393421,0.209869,0.254522,0.857812,-,-,-0.00087,-0.00878,-0.000991
211,2,1,서울호호치과의원,96,1,0.393376,0.170276,0.253419,0.817071,-,-,-0.000869,-0.002214,-0.000496
212,1,3,가나가와치과의원,142,32,0.393376,0.222959,0.253396,0.869731,-,-,-0.000869,-0.01222,-0.00125
213,1,3,뿌리와새싹치과의원,110,6,0.393421,0.148044,0.253052,0.794517,-,-,-0.00087,-0.012676,-0.001285
214,1,1,논현수치과의원,28,154,0.393376,0.162965,0.252799,0.80914,-,1,-0.000869,0.009969,0.000424
215,1,1,덴토피아치과의원,17,5,0.393421,0.182938,0.251837,0.828196,-,-,-0.00087,0.013151,0.000664
216,1,1,덴타피아치과의원 강남점,71,191,0.393421,0.140775,0.251744,0.78594,-,-,-0.00087,0.014624,0.000776
217,3,3,4월31일치과의원,45,9,0.393376,0.192522,0.251501,0.837399,-,-,-0.000869,-0.016981,-0.00161
218,0,2,김훈바른이치과교정과치과의원,117,65,0.393421,0.218221,0.249031,0.860673,-,-,-0.00087,-0.004196,-0.000644
219,0,2,케이에스치과의원,48,2,0.393376,0.198633,0.24887,0.840879,-,-,-0.000869,0.003317,-0.000078
220,0,2,서울미래치과의원,192,316,0.393421,0.224453,0.247321,0.865195,-1,1,-0.00087,0.002778,-0.000119
221,0,2,박건배치과의원,16,4,0.393376,0.113315,0.245541,0.752232,-,-,-0.000869,-0.001469,-0.000439
222,0,2,더밝은치과의원,17,1,0.393376,0.140749,0.24447,0.778595,-,-,-0.000869,-0.006767,-0.000839
223,0,2,엘치과의원,12,4,0.393376,0.175875,0.244163,0.813414,-,-,-0.000869,0.004581,0.000017
224,1,1,컴플란트치과의원,235,359,0.393421,0.277604,0.243921,0.914946,1,1,-0.00087,0.005607,0.000095
225,1,3,스마일스튜디오치과의원,335,31,0.393421,0.199365,0.243475,0.836261,-,3,-0.00087,-0.003625,-0.000602
