post_identifier,source,top_category_name,representative_query,archetypal_contrast_score,semantic_contrast_score,competitive_positioning_score
223660476078,ours,건강·의학,아랫니 브릿지,-0.06380331516265869,-0.02598392963409424,0.4496534764766693
223682403570,ours,건강·의학,어금니 레진 깨짐,-0.025004923343658447,-0.005689084529876709,0.4735201299190521
223707076590,ours,건강·의학,앞니 잇몸 통증,0.03343617916107178,-0.011451780796051025,0.5540916919708252
223431220382,ours,건강·의학,교정 후 미백,0.011063158512115479,0.0469454824924469,0.5058866143226624
223156065790,ours,건강·의학,수직치근파절,0.02396845817565918,-0.0188826322555542,0.5150260329246521
223462135488,ours,건강·의학,어른 유치,-0.015686631202697754,0.012905359268188477,0.4828782081604004
223401398737,ours,건강·의학,치수괴사,0.02932000160217285,0.019731879234313965,0.5297331809997559
223367277748,ours,건강·의학,치아 옆면 충치,-0.0758015513420105,-0.017527461051940918,0.43034815788269043
223260606003,ours,건강·의학,동탄 실활치미백,0.023444771766662598,0.004098474979400635,0.5204374194145203
223133332263,ours,건강·의학,다이아스테마,-0.024200737476348877,-0.01052391529083252,0.48501795530319214
223732797065,ours,건강·의학,내려간 잇몸,0.0678829550743103,-0.009777665138244629,0.6110197901725769
223307057929,ours,건강·의학,치과 치질,-0.013611853122711182,-0.03288000822067261,0.49298110604286194
223724665134,ours,건강·의학,앞니 신경치료 후 변색,0.035675883293151855,-0.02849644422531128,0.5473382472991943
223869870358,ours,건강·의학,급성치수염,0.01211094856262207,-0.028424382209777832,0.5128328800201416
223598756784,ours,건강·의학,교정 앞니 흔들림,0.041170358657836914,-0.00122755765914917,0.5628125071525574
223757805212,ours,건강·의학,치근단절제술 통증,0.03476172685623169,-0.0009919404983520508,0.5548769235610962
223556089501,ours,건강·의학,틀니 의료보험,-0.014677703380584717,-0.04530465602874756,0.47363513708114624
223692083052,ours,건강·의학,크라운 잇몸 내려앉음,0.003019392490386963,0.005047202110290527,0.5054360628128052
223629030784,ours,건강·의학,앞니 깨짐,-0.0031099915504455566,0.015575289726257324,0.4979729652404785
223269940028,ours,건강·의학,신경치료,-0.008596718311309814,-0.0077217817306518555,0.4942460060119629
223457546240,ours,건강·의학,인레이 파절,-0.029348552227020264,-0.026155173778533936,0.4785178601741791
223623932986,ours,건강·의학,치과 엔도,-0.006581246852874756,0.006276845932006836,0.4928489625453949
223829595540,ours,건강·의학,잇몸에 물집,0.04432117938995361,-0.019753873348236084,0.5667553544044495
223667579753,ours,건강·의학,앞니 신경치료 후 통증,0.036005496978759766,-0.004309654235839844,0.5755318403244019
223793510515,ours,건강·의학,치근단형성술,0.013401567935943604,-0.0012135505676269531,0.5146538615226746
223553485165,ours,건강·의학,상악동 거상술,-0.04344499111175537,-0.04133659601211548,0.46212905645370483
223335804761,ours,건강·의학,동탄 레진,-0.017765939235687256,0.021506071090698242,0.47951245307922363
223423945234,ours,건강·의학,앞니 외상,-0.0045583248138427734,-0.033979952335357666,0.4961030185222626
223186535780,ours,건강·의학,소구치 신경치료,-0.013814806938171387,0.03306847810745239,0.4875497817993164
223704336524,ours,건강·의학,어금니 충치 레진,0.06323540210723877,0.02950870990753174,0.5992456674575806
223236771862,ours,건강·의학,다이아스테마,0.06477624177932739,0.03944993019104004,0.556700587272644
223155543711,ours,건강·의학,동탄 앞니 레진,-0.03020232915878296,-0.02798008918762207,0.4632595181465149
223816356433,ours,건강·의학,치아 파절의 원인은 무엇인가요,0.04029279947280884,-0.022451400756835938,0.5571643710136414
223821931245,ours,건강·의학,치아 뿌리 고름,-0.02418440580368042,-0.07095658779144287,0.47473159432411194
223646411050,ours,건강·의학,흔들리는 치아 신경치료,-0.027949392795562744,-0.06556808948516846,0.45997291803359985
223299941436,ours,건강·의학,소구치 파절,0.06503832340240479,-0.029613256454467773,0.5662362575531006
223642862146,ours,건강·의학,인레이 속 충치,-0.0012134909629821777,0.004900455474853516,0.5013251900672913
223717371151,ours,건강·의학,치수복조술,0.003228604793548584,0.006386160850524902,0.5049886703491211
223684387892,ours,건강·의학,신경치료 후 염증,-0.03206545114517212,-0.022007107734680176,0.4502983093261719
223442936737,ours,건강·의학,골드인레이 탈락,-0.020234763622283936,-0.0014985203742980957,0.4892738461494446
223149973455,ours,건강·의학,발치후 즉시 식립 임플란트,0.0003019571304321289,-0.023605644702911377,0.4996735751628876
223713604505,ours,건강·의학,오버덴쳐,0.020076751708984375,-0.008650243282318115,0.5406273603439331
223767379681,ours,건강·의학,치외치,-0.02341538667678833,-0.07517784833908081,0.469694584608078
223235174542,ours,건강·의학,동탄 실활치미백,-0.018378019332885742,-0.006306469440460205,0.4859010875225067
223776270808,ours,건강·의학,앞니 재신경치료,-0.014820337295532227,-0.04783499240875244,0.4718036651611328
223451837108,ours,건강·의학,동탄 앞니 레진,0.13059520721435547,0.05005592107772827,0.6097042560577393
223747165682,ours,건강·의학,치과 엔도,-0.06528627872467041,-0.029130935668945312,0.3824394643306732
223810366687,ours,건강·의학,앞니 크라운 모양,-0.012360870838165283,-0.017195045948028564,0.48775461316108704
223764799450,ours,건강·의학,앞니 끝 깨짐,-0.04106271266937256,0.0031437277793884277,0.44590163230895996
223749543549,ours,건강·의학,어금니 잇몸 내려앉음,0.026088416576385498,-0.03662151098251343,0.5531770586967468
223726806244,ours,건강·의학,어금니 잇몸 퇴축,-0.01502847671508789,-0.04451310634613037,0.47090813517570496
223580589189,ours,건강·의학,아래 어금니 발치,-0.09350991249084473,-0.03162860870361328,0.4124561846256256
223410586957,ours,건강·의학,전치부 브릿지,-0.026032686233520508,0.023060619831085205,0.46149054169654846
223426266336,ours,건강·의학,동탄역 사랑니,0.00335615873336792,-0.01900804042816162,0.5028331279754639
223827530915,ours,건강·의학,레진,-0.13971930742263794,0.015971124172210693,0.3038586676120758
223736985385,ours,건강·의학,앞니 신경치료,-0.020658373832702637,0.009941935539245605,0.4779674708843231
223773517706,ours,건강·의학,세라믹 레진,-0.1020733118057251,-0.06874293088912964,0.2698034346103668
223773517706,ours,건강·의학,세라믹 레진,-0.1020733118057251,-0.06874293088912964,0.2698034346103668
223773517706,ours,건강·의학,세라믹 레진,-0.1020733118057251,-0.06874293088912964,0.2698034346103668
223773517706,ours,건강·의학,세라믹 레진,-0.1020733118057251,-0.06874293088912964,0.2698034346103668
223620072636,ours,건강·의학,동탄 라미네이트,0.0023887157440185547,-0.009851992130279541,0.5056676864624023
223836024559,ours,건강·의학,인레이 깨짐 비용,-0.0839533805847168,0.0033720731735229492,0.40139174461364746
223855422665,ours,건강·의학,수직치근파절,-0.17086827754974365,0.0032353997230529785,0.3669424057006836
223486986872,ours,건강·의학,iarpd,-0.013589084148406982,-0.0313035249710083,0.4738430380821228
223633437760,ours,건강·의학,잇몸퇴축 임플란트,-0.09461432695388794,-0.023706018924713135,0.3934231698513031
223880864293,ours,건강·의학,리엔도,-0.09957295656204224,-0.07601779699325562,0.38924074172973633
223800709422,ours,건강·의학,인접면 인레이,-0.08560067415237427,-0.08151090145111084,0.38518136739730835
223795754394,ours,건강·의학,고름,0.0018279552459716797,-0.013492107391357422,0.5034582614898682
223639488509,ours,건강·의학,인레이 과정,-0.06372243165969849,-0.04295003414154053,0.42841607332229614
223786013522,ours,건강·의학,치아 깨졌을때,-0.02841395139694214,-0.024798274040222168,0.46654218435287476
223883326729,ours,건강·의학,앞니 사이 충치,-0.032581627368927,0.0497736930847168,0.4582313895225525
223875842051,ours,건강·의학,치수복조,-0.038891375064849854,-0.009128987789154053,0.4587975740432739
223911334860,ours,건강·의학,세라믹 인레이,-0.06413620710372925,-0.040352702140808105,0.39303651452064514
223894869681,ours,건강·의학,apicoectomy 발음,-0.08209943771362305,-0.07000201940536499,0.4200045168399811
http://blog.naver.com/yonseisdent/223388493208,competitor,건강·의학,다이아스테마,0.010902166366577148,0.029451429843902588,0.509026288986206
http://blog.naver.com/onlyonej/223640409447,competitor,건강·의학,다이아스테마,-0.014179885387420654,0.024086833000183105,0.48782840371131897
http://blog.naver.com/yleaders2875/223711724755,competitor,건강·의학,다이아스테마,-0.03536158800125122,-0.053725242614746094,0.4572465121746063
http://blog.naver.com/shine_e_dc/223749088345,competitor,건강·의학,다이아스테마,0.03447866439819336,0.024618685245513916,0.5289778113365173
http://blog.naver.com/dentikay/223843121523,competitor,건강·의학,다이아스테마,0.022452235221862793,-0.006495833396911621,0.5263156890869141
http://blog.naver.com/spriner/223880927211,competitor,건강·의학,다이아스테마,0.026549458503723145,0.012370824813842773,0.5169768333435059
http://blog.naver.com/dentigo00/223419592089,competitor,건강·의학,발치후 즉시 식립 임플란트,0.020002663135528564,0.03244447708129883,0.5143395066261292
http://blog.naver.com/genious2002/223596030759,competitor,건강·의학,발치후 즉시 식립 임플란트,0.08492571115493774,0.0027083158493041992,0.6562076807022095
http://blog.naver.com/thetuntun2/223696520262,competitor,건강·의학,동탄 앞니 레진,-0.014611899852752686,0.040321290493011475,0.4882974326610565
http://blog.naver.com/homeplant/223371626603,competitor,건강·의학,수직치근파절,0.05602747201919556,0.014995098114013672,0.5552253127098083
http://blog.naver.com/homeplant/223215509236,competitor,건강·의학,수직치근파절,0.05445951223373413,0.008146524429321289,0.5403716564178467
http://blog.naver.com/minflow7/222924492960,competitor,건강·의학,수직치근파절,0.03181874752044678,0.028017282485961914,0.5393316149711609
http://blog.naver.com/highendcase/223499340892,competitor,건강·의학,수직치근파절,0.02853548526763916,0.0015429258346557617,0.5156311988830566
http://blog.naver.com/seoultheahn1/223653915632,competitor,건강·의학,수직치근파절,0.043751060962677,0.03165090084075928,0.5432723760604858
http://blog.naver.com/joecha87/223858324862,competitor,건강·의학,수직치근파절,0.02787649631500244,-0.022572636604309082,0.5581281781196594
http://blog.naver.com/ysnaturedent/223842790418,competitor,건강·의학,수직치근파절,-0.006917357444763184,0.03214311599731445,0.49221688508987427
http://blog.naver.com/sikplant/223901957247,competitor,건강·의학,수직치근파절,0.006932318210601807,0.03473085165023804,0.5101147294044495
http://blog.naver.com/austinmarie/223482023627,competitor,건강·의학,동탄 보존과,0.08474904298782349,0.049476683139801025,0.5795153379440308
http://blog.naver.com/solk7tcowmd/222680961793,competitor,건강·의학,소구치 신경치료,0.04517483711242676,0.010017752647399902,0.5526931285858154
http://blog.naver.com/bread4000/222154140471,competitor,건강·의학,소구치 신경치료,0.04746526479721069,0.011881709098815918,0.5276558995246887
http://blog.naver.com/ddshms/223337651683,competitor,건강·의학,소구치 신경치료,0.07526618242263794,0.04531353712081909,0.569437563419342
http://blog.naver.com/richstory2825/223538716572,competitor,건강·의학,이가 까맣게,0.1095842719078064,0.07495832443237305,0.5846877098083496
http://blog.naver.com/kind-in/222609165050,competitor,건강·의학,이가 까맣게,0.06970995664596558,-0.016482770442962646,0.5678291916847229
http://blog.naver.com/harvey33/221678651687,competitor,건강·의학,동탄 미세현미경 치과,0.3929643929004669,0.054605722427368164,0.7556343078613281
http://blog.naver.com/dentalchaeum/223393878440,competitor,건강·의학,동탄 실활치미백,0.053038597106933594,-0.004210948944091797,0.5378857851028442
http://blog.naver.com/everlypenn/223058092272,competitor,건강·의학,동탄 실활치미백,0.028004348278045654,0.02115023136138916,0.5162642598152161
http://blog.naver.com/seoullamiplant/223812752978,competitor,건강·의학,동탄 실활치미백,0.00761258602142334,0.016037702560424805,0.5073137283325195
http://blog.naver.com/tyreserobertson/223021578780,competitor,건강·의학,동탄 실활치미백,-0.016553044319152832,-0.004730284214019775,0.48534536361694336
http://blog.naver.com/seoul_den/223275055743,competitor,건강·의학,소구치 충치,0.012964963912963867,0.024493932723999023,0.5096437335014343
http://blog.naver.com/eharu7/222931090060,competitor,건강·의학,소구치 충치,-0.0017862319946289062,-0.015359997749328613,0.49855902791023254
http://blog.naver.com/biomind/223409405567,competitor,건강·의학,소구치 충치,-0.02055370807647705,0.0004366636276245117,0.4788941740989685
http://blog.naver.com/godandkm/223135466715,competitor,건강·의학,신경치료,0.05165243148803711,0.05762606859207153,0.5387434959411621
http://blog.naver.com/cow991823/223464612677,competitor,건강·의학,신경치료,0.07822489738464355,0.0427241325378418,0.58903568983078
http://blog.naver.com/smgden1/223391962420,competitor,건강·의학,신경치료,0.04421710968017578,0.051716625690460205,0.5458539724349976
http://blog.naver.com/ysnaturedent/223305766753,competitor,건강·의학,신경치료,0.09447962045669556,0.06281310319900513,0.5631925463676453
http://blog.naver.com/drhong24/223521390042,competitor,건강·의학,신경치료,0.00021004676818847656,0.029271304607391357,0.5021905303001404
http://blog.naver.com/misoyangju/223099335639,competitor,건강·의학,신경치료,0.04527747631072998,0.030267715454101562,0.5388110280036926
http://blog.naver.com/wdent1_1/223375950515,competitor,건강·의학,송곳니 충치,-0.00012499094009399414,-0.03752720355987549,0.4995937943458557
http://blog.naver.com/hn-dental/223451377283,competitor,건강·의학,송곳니 충치,0.15367186069488525,0.07234340906143188,0.6119309663772583
http://blog.naver.com/djssdent1/223075540780,competitor,,송곳니 충치,0.0,,
http://blog.naver.com/wdent1_1/223276887227,competitor,건강·의학,송곳니 충치,0.06549179553985596,0.017147362232208252,0.5577936768531799
http://blog.naver.com/thebl_dent/223548515826,competitor,건강·의학,송곳니 충치,-0.019769668579101562,-0.0021584630012512207,0.4862123429775238
http://blog.naver.com/raondent2875/222871381501,competitor,건강·의학,송곳니 충치,0.04029488563537598,0.051320672035217285,0.5344037413597107
http://blog.naver.com/seoul_den/223575933691,competitor,건강·의학,송곳니 충치,0.08307188749313354,0.07335549592971802,0.5666311979293823
http://blog.naver.com/likedental/223597723475,competitor,건강·의학,송곳니 충치,0.12194603681564331,0.059316396713256836,0.6120610237121582
http://blog.naver.com/juidub/223646849703,competitor,건강·의학,송곳니 충치,-0.025422215461730957,-0.0038086771965026855,0.467083215713501
http://blog.naver.com/whtopdc1/223531370152,competitor,건강·의학,송곳니 충치,0.030534863471984863,-0.002802550792694092,0.5309925675392151
http://blog.naver.com/shongdental/223675601179,competitor,건강·의학,송곳니 충치,0.07042700052261353,0.01180720329284668,0.5593836903572083
http://blog.naver.com/seoul_den/223691451887,competitor,건강·의학,송곳니 충치,0.026239395141601562,-0.0328252911567688,0.5251061916351318
http://blog.naver.com/tiranoseven/223609983640,competitor,건강·의학,송곳니 충치,0.0013039708137512207,-0.011393070220947266,0.5013894438743591
http://blog.naver.com/timeplant9908275/223735942263,competitor,건강·의학,송곳니 충치,-0.007314741611480713,-0.016852259635925293,0.4952385127544403
http://blog.naver.com/ysdental2875/223845689879,competitor,건강·의학,송곳니 충치,-0.005995273590087891,-0.02583688497543335,0.4893365800380707
http://blog.naver.com/richstory2825/223474125257,competitor,건강·의학,아말감 2차충치,0.35563361644744873,0.09534341096878052,0.7652890086174011
http://blog.naver.com/orthofuture/223472061001,competitor,건강·의학,아말감 2차충치,-0.006140649318695068,0.004974782466888428,0.4967859089374542
http://blog.naver.com/homeplant/223338412722,competitor,건강·의학,아말감 2차충치,-0.05326119065284729,-0.05024304986000061,0.48058030009269714
http://blog.naver.com/onlyonej/223313855965,competitor,,재신경치료 기간,0.0,,
http://blog.naver.com/likedental/223445573246,competitor,건강·의학,재신경치료 기간,0.009928762912750244,0.03514063358306885,0.5147479772567749
http://blog.naver.com/honeybeevuvu/223438973879,competitor,건강·의학,재신경치료 기간,0.29200315475463867,0.10477334260940552,0.7286208271980286
http://blog.naver.com/jung_denti/223585124951,competitor,,재신경치료 기간,0.0,,
http://blog.naver.com/thenaturedent/223514389920,competitor,건강·의학,재신경치료 기간,0.01590895652770996,0.006936311721801758,0.5111308693885803
http://blog.naver.com/eark1942/223763650193,competitor,건강·의학,재신경치료 기간,0.04186922311782837,0.03012216091156006,0.5277863144874573
http://blog.naver.com/gsuf4525/223250449467,competitor,건강·의학,소구치 파절,0.014437317848205566,0.009929835796356201,0.5130936503410339
http://blog.naver.com/etondental2021/223057906085,competitor,건강·의학,치과 치질,0.002158939838409424,-0.0023775696754455566,0.5019729733467102
http://blog.naver.com/seoulshindental/223324537396,competitor,건강·의학,치과 치질,0.05901062488555908,0.06956976652145386,0.556624710559845
http://blog.naver.com/wrdc296/223534228431,competitor,건강·의학,치과 치질,0.02621549367904663,0.02013111114501953,0.5415405631065369
http://blog.naver.com/seoulplantdent/223336155699,competitor,건강·의학,치과 치질,-0.04266631603240967,0.002518177032470703,0.4395103454589844
http://blog.naver.com/51iwb1yljiuq/223883117894,competitor,건강·의학,치과 치질,-0.06272423267364502,-0.012927114963531494,0.4595135748386383
http://blog.naver.com/yonsei_joon/223880578620,competitor,건강·의학,치과 치질,-0.003398597240447998,-0.0025725960731506348,0.4991816282272339
http://blog.naver.com/geolpotopdent/223241047711,competitor,건강·의학,pulpotomy,0.025055885314941406,0.02325260639190674,0.5131473541259766
http://blog.naver.com/eharu7/223395916194,competitor,건강·의학,pulpotomy,0.01312178373336792,-0.017392873764038086,0.5128662586212158
http://blog.naver.com/dentist_joo/223364104367,competitor,건강·의학,pulpotomy,0.03135615587234497,0.040175795555114746,0.521643340587616
http://blog.naver.com/dental_sajeon/223514707605,competitor,건강·의학,pulpotomy,0.03147768974304199,0.0102769136428833,0.5196977853775024
http://blog.naver.com/dentist_joo/222901765981,competitor,건강·의학,pulpotomy,0.00985574722290039,0.03823953866958618,0.5081101655960083
http://blog.naver.com/eharu7/223663791875,competitor,건강·의학,pulpotomy,0.026880979537963867,0.0014859437942504883,0.5258098840713501
http://blog.naver.com/homeplant/223181239934,competitor,건강·의학,pulpotomy,0.025310397148132324,0.034160077571868896,0.5226582288742065
http://blog.naver.com/seoul_den/222961070443,competitor,건강·의학,pulpotomy,-0.002081751823425293,0.030493974685668945,0.4969700872898102
http://blog.naver.com/palpro857/223146002117,competitor,건강·의학,pulpotomy,0.08048295974731445,0.054330527782440186,0.5715050101280212
http://blog.naver.com/spriner/223489516388,competitor,건강·의학,동탄 레진,0.08870333433151245,0.048795461654663086,0.5549397468566895
http://blog.naver.com/dreamperio1/223347003285,competitor,건강·의학,어금니 신경치료 기간,-0.0137559175491333,0.05787616968154907,0.47906461358070374
http://blog.naver.com/inndir65/223462564315,competitor,건강·의학,어금니 신경치료 기간,0.03391999006271362,0.017046749591827393,0.5172291398048401
http://blog.naver.com/orthopia/223445768223,competitor,건강·의학,intrusion,-0.006929874420166016,0.02868521213531494,0.4948699474334717
http://blog.naver.com/digitaltop-/223478124198,competitor,건강·의학,intrusion,0.08992332220077515,0.05534130334854126,0.5543459057807922
http://blog.naver.com/goldstar10041/222977424533,competitor,비즈니스·경제,intrusion,0.9999998211860657,,
http://blog.naver.com/dent_khang/223524124773,competitor,건강·의학,intrusion,0.013248443603515625,0.03841966390609741,0.5095451474189758
http://blog.naver.com/gundentalclinic/223404325770,competitor,건강·의학,intrusion,0.03606444597244263,0.005888700485229492,0.5372291207313538
http://blog.naver.com/dentjoy/222744525994,competitor,건강·의학,intrusion,0.014042556285858154,0.06792891025543213,0.5133339762687683
http://blog.naver.com/toporth/223580598644,competitor,건강·의학,intrusion,-0.051203131675720215,0.005112111568450928,0.47140777111053467
http://blog.naver.com/ortho_ho/223645547708,competitor,건강·의학,intrusion,0.011684834957122803,0.008263170719146729,0.5070180296897888
http://blog.naver.com/joohyun3521/223707343783,competitor,비즈니스·경제,intrusion,1.0000001192092896,,
http://blog.naver.com/masterpiece2828/223484845131,competitor,건강·의학,수평치근파절,0.05819845199584961,0.004158496856689453,0.5873845219612122
http://blog.naver.com/implineyi/223456174368,competitor,건강·의학,치아 옆면 충치,0.07165664434432983,0.07023751735687256,0.5860337018966675
http://blog.naver.com/leeks9095/223476207996,competitor,건강·의학,치아 옆면 충치,0.08003705739974976,-0.015534281730651855,0.5875443816184998
http://blog.naver.com/asungdb/223408948756,competitor,건강·의학,치아 옆면 충치,0.019913196563720703,-0.0014895796775817871,0.5218178033828735
http://blog.naver.com/onlyonej/223495738991,competitor,,치아 옆면 충치,0.0,,
http://blog.naver.com/medifore0577/223569663367,competitor,건강·의학,치아 옆면 충치,-0.015494227409362793,-0.02218472957611084,0.4774077236652374
http://blog.naver.com/whgdmsthatl365/223378955846,competitor,건강·의학,치아 옆면 충치,0.06034642457962036,0.010099172592163086,0.5564676523208618
http://blog.naver.com/leestrada11/221108058238,competitor,건강·의학,치아 옆면 충치,0.021994709968566895,0.0005751848220825195,0.5308518409729004
http://blog.naver.com/raondent2875/223294397755,competitor,건강·의학,치아 옆면 충치,-0.02178025245666504,-0.007734239101409912,0.48227012157440186
http://blog.naver.com/jbdental2/223661374288,competitor,건강·의학,치아 옆면 충치,-0.015057027339935303,-0.03191864490509033,0.4797663688659668
http://blog.naver.com/yesdentalclinic/223810997124,competitor,건강·의학,치아 옆면 충치,0.006669044494628906,0.013962745666503906,0.5072793960571289
http://blog.naver.com/verysia/223875819329,competitor,건강·의학,치아 옆면 충치,0.006741523742675781,0.05387413501739502,0.5005363821983337
http://blog.naver.com/geolpotop/223254470525,competitor,건강·의학,치수괴사,-0.03628993034362793,0.024058520793914795,0.4642319977283478
http://blog.naver.com/yoonnam220/223452187895,competitor,건강·의학,치수괴사,0.04029172658920288,-0.02159559726715088,0.5420154929161072
http://blog.naver.com/sosa2275/222641332903,competitor,건강·의학,치수괴사,0.021458417177200317,0.014150738716125488,0.5122759342193604
http://blog.naver.com/onlyonej/223328512744,competitor,,치수괴사,0.0,,
http://blog.naver.com/abledental02/223487031776,competitor,건강·의학,치수괴사,0.04367530345916748,0.03553736209869385,0.531103789806366
http://blog.naver.com/abledental02/223175044241,competitor,건강·의학,치수괴사,0.051044344902038574,0.031052112579345703,0.5372449159622192
http://blog.naver.com/smileplantdc/222643563153,competitor,건강·의학,치수괴사,0.4414927065372467,0.030237793922424316,0.6940876841545105
http://blog.naver.com/babaortho/223110681986,competitor,건강·의학,치수괴사,-0.013399839401245117,0.010187029838562012,0.48497438430786133
http://blog.naver.com/insc1165/223728934163,competitor,건강·의학,치수괴사,0.003992617130279541,0.0014377236366271973,0.5053184032440186
http://blog.naver.com/uldental/223326249746,competitor,건강·의학,치수괴사,0.1586318016052246,0.0392836332321167,0.6095740795135498
http://blog.naver.com/uldental/223330190447,competitor,건강·의학,치수괴사,0.7549193501472473,0.09457969665527344,0.8941879272460938
http://blog.naver.com/yoonnam220/223499247841,competitor,건강·의학,전치부 브릿지,-0.01739501953125,0.0004385709762573242,0.48589202761650085
http://blog.naver.com/richstory2825/223381236630,competitor,건강·의학,전치부 브릿지,0.06722790002822876,0.06847149133682251,0.5491071939468384
http://blog.naver.com/shineteeth/223359660925,competitor,건강·의학,앞니 외상,0.05902206897735596,0.052598536014556885,0.5526412129402161
http://blog.naver.com/we_create_your_smile/223668336301,competitor,건강·의학,앞니 외상,0.04195648431777954,0.06276583671569824,0.5400216579437256
http://blog.naver.com/y3yaa/222925181725,competitor,건강·의학,동탄역 사랑니,0.4883710741996765,0.11436611413955688,0.8391097784042358
http://blog.naver.com/aud049/223802708992,competitor,건강·의학,동탄역 사랑니,0.4599360227584839,0.09911417961120605,0.7556997537612915
http://blog.naver.com/shineteeth/223406683410,competitor,건강·의학,교정 후 미백,0.005005359649658203,0.03308135271072388,0.5044214129447937
http://blog.naver.com/99dkdk/223439034984,competitor,건강·의학,교정 후 미백,0.027879297733306885,0.03127133846282959,0.5247342586517334
http://blog.naver.com/yleaders2875/222692417499,competitor,건강·의학,교정 후 미백,-0.04258084297180176,-0.030096769332885742,0.46558454632759094
http://blog.naver.com/dentist_ahn/223536832816,competitor,건강·의학,교정 후 미백,0.05751317739486694,0.00909125804901123,0.5671573281288147
http://blog.naver.com/sunnyflow/223537494273,competitor,건강·의학,교정 후 미백,0.638222336769104,0.0786600112915039,0.8841249346733093
http://blog.naver.com/ddaydent/223694525371,competitor,건강·의학,교정 후 미백,0.03391587734222412,0.02113652229309082,0.5389382839202881
http://blog.naver.com/kindhyun111/223441672769,competitor,건강·의학,골드인레이 탈락,-0.058119356632232666,0.053159475326538086,0.4432831406593323
http://blog.naver.com/snow7528/223413295676,competitor,건강·의학,인레이 파절,0.05665326118469238,0.08540382981300354,0.5393837690353394
http://blog.naver.com/anatole0613/223342691039,competitor,건강·의학,인레이 파절,0.011633098125457764,0.022818326950073242,0.511924684047699
http://blog.naver.com/daradentistry/223365081841,competitor,건강·의학,인레이 파절,0.044359803199768066,0.002058088779449463,0.5928950905799866
http://blog.naver.com/sunnyflow/223479422150,competitor,건강·의학,인레이 파절,0.37667280435562134,0.07881966233253479,0.7142016887664795
http://blog.naver.com/opendent_/223439212914,competitor,건강·의학,어른 유치,-0.014354526996612549,-0.012924671173095703,0.4926992356777191
http://blog.naver.com/uprightdental/222555135622,competitor,건강·의학,어른 유치,-0.00848931074142456,-0.0016487836837768555,0.49280011653900146
http://blog.naver.com/sam_dentalclinic/222948796993,competitor,건강·의학,어른 유치,0.040860116481781006,0.025065571069717407,0.5235694050788879
http://blog.naver.com/seoul_el/222824188082,competitor,건강·의학,어른 유치,-0.013902664184570312,-0.030188679695129395,0.4875314235687256
http://blog.naver.com/bgdental88/223700100470,competitor,건강·의학,어른 유치,0.014068245887756348,-0.039097607135772705,0.5126715898513794
http://blog.naver.com/myden0/222953113933,competitor,건강·의학,어른 유치,0.03539329767227173,-0.04162555932998657,0.5252560973167419
http://blog.naver.com/omskhs/223343448123,competitor,교육·학문,iarpd,0.9999998807907104,,
http://blog.naver.com/minplus4/223394761477,competitor,,iarpd,0.0,,
http://blog.naver.com/dental_sajeon/223510436243,competitor,건강·의학,iarpd,0.04013568162918091,0.02826148271560669,0.5281831622123718
http://blog.naver.com/jinsimplant/223677143285,competitor,건강·의학,iarpd,0.10537546873092651,0.045409590005874634,0.5456506013870239
