rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
39,6,1,서울라미플란트치과교정과치과의원,1249,545,0.33134,0.263588,0.473957,1.068885,4,5,0.017845,0.014192,0.009051
40,12,1,서울안지연치과교정과치과의원,281,159,0.33134,0.25968,0.473662,1.064682,-,-,0.017845,0.017874,0.009329
41,17,3,동탄스타치과의원,409,62,0.33134,0.259076,0.473617,1.064033,1,-,0.017845,-0.022352,0.006294
42,12,1,삼성바른치과의원,287,293,0.33134,0.258031,0.473538,1.062909,-,3,0.017845,0.01832,0.009363
43,12,1,올봄플란트치과의원,611,96,0.33134,0.256751,0.473441,1.061532,4,11,0.017845,0.018591,0.009383
44,9,3,이루다치과의원,1069,108,0.33134,0.254644,0.473282,1.059266,12,4,0.017845,-0.008188,0.007362
45,3,3,예나치과교정과치과의원,765,341,0.33134,0.254434,0.473267,1.059041,18,2,0.017845,0.001689,0.008108
46,8,3,코코치과교정과치과의원,335,146,0.33134,0.252782,0.473142,1.057264,8,2,0.017845,-0.003701,0.007701
47,3,3,든든한치과의원,464,222,0.331294,0.249776,0.472898,1.053968,6,4,0.017845,-0.00132,0.007881
48,5,3,에코플러스치과의원,308,252,0.33134,0.248872,0.472847,1.053059,-,-161,0.017845,-0.002469,0.007794
49,2,1,선키스트치과의원,245,180,0.33134,0.254693,0.47283,1.058863,2,-1,0.017845,0.005089,0.008364
50,11,1,연세프렌즈치과의원,380,82,0.33134,0.248471,0.472816,1.052627,3,3,0.017845,0.015246,0.00913
51,7,1,정이든치과의원,221,6,0.33134,0.248363,0.472808,1.052511,2,-,0.017845,0.011451,0.008844
52,7,1,스마일온치과보철과치과의원,593,29,0.331294,0.248368,0.472791,1.052453,-,-,0.017845,0.013334,0.008986
53,25,3,동탄365나무치과의원,179,10,0.331294,0.245697,0.47259,1.049581,-,-,0.017845,-0.028816,0.005806
54,18,3,365서울차오름치과의원,451,56,0.33134,0.244665,0.472529,1.048534,7,-48,0.017845,-0.016833,0.00671
55,7,3,착한미소치과의원,790,852,0.33134,0.244224,0.472496,1.04806,16,11,0.017845,-0.003469,0.007719
56,0,2,아름다운턱치과의원,356,9,0.331294,0.240427,0.472192,1.043913,6,-,0.017845,0.0032,0.008222
57,11,1,키즈엔젤치과의원,70,7,0.33134,0.239736,0.472157,1.043233,-,-,0.017845,0.012706,0.008939
58,5,3,동탄키즈사랑소아치과의원,180,7,0.33134,0.239203,0.472117,1.04266,3,-,0.017845,-0.000586,0.007936
59,2,3,행복을심는치과의원,272,7,0.33134,0.237813,0.472012,1.041165,1,-,0.017845,0.000857,0.008045
60,10,3,아는치과의원,291,832,0.33134,0.236796,0.471935,1.040071,2,-,0.017845,-0.007726,0.007397
61,1,1,동탄미소치과의원,389,8,0.331294,0.236514,0.471897,1.039705,4,-,0.017845,0.003722,0.008261
62,11,1,동탄연세세브란스치과의원,731,288,0.33134,0.236264,0.471895,1.039499,7,3,0.017845,0.014946,0.009108
63,0,2,유디치과의원 동탄점,412,21,0.33134,0.235876,0.471866,1.039082,1,-,0.017845,0.00344,0.00824
64,5,1,경승현치과 교정과 치과의원 동탄,308,434,0.33134,0.233164,0.471661,1.036165,5,16,0.017845,0.007011,0.008509
65,5,3,동탄탑치과의원,349,16,0.33134,0.232182,0.471587,1.035109,-,-,0.017845,-0.002093,0.007822
66,2,3,닥터스마일치과의원,257,7,0.331294,0.228707,0.471308,1.031309,1,-,0.017845,-0.002501,0.007792
67,1,3,동탄뉴욕치과의원,367,23,0.331294,0.227869,0.471244,1.030407,9,-,0.017845,-0.000842,0.007916
68,25,1,캠프나인치과의원,91,7,0.33134,0.227488,0.471233,1.030061,2,-,0.017845,0.027295,0.01004
69,6,1,미소자인교정치과의원,226,1042,0.33134,0.225339,0.471071,1.02775,-,3,0.017845,0.008399,0.008615
70,20,1,이플러스구강악안면외과치과의원,109,5,0.33134,0.22349,0.470931,1.025761,6,-,0.017845,0.017194,0.009278
71,12,1,아름다운치과의원,344,4,0.33134,0.222905,0.470887,1.025132,-,-,0.017845,0.011458,0.008845
72,2,1,올치과의원,175,153,0.331294,0.222983,0.470876,1.025153,-,1,0.017845,0.004003,0.008283
73,1,3,더튼튼치과의원,112,487,0.33134,0.222633,0.470867,1.02484,7,-,0.017845,-0.00286,0.007765
74,27,3,오산본플란트치과의원,1737,2795,0.33134,0.472325,0.470781,1.274446,14,397,0.017845,-0.026293,0.005996
75,13,1,레이크치과의원,203,2,0.33134,0.219496,0.47063,1.021466,9,-1,0.017845,0.011697,0.008863
76,10,1,동탄호수참조은치과의원,177,154,0.33134,0.218051,0.470521,1.019912,-,-,0.017845,0.008089,0.008591
77,8,1,동탄아는치과의원,170,284,0.33134,0.218018,0.470518,1.019876,2,-,0.017845,0.007975,0.008582
78,8,3,나노치과의원,518,62,0.33134,0.217641,0.47049,1.019471,-,-,0.017845,-0.008394,0.007347
79,1,1,더사랑치과의원,356,128,0.33134,0.216253,0.470385,1.017978,-,3,0.017845,0.002496,0.008169
80,15,3,오아시스치과의원,328,395,0.33134,0.216066,0.470371,1.017777,2,2,0.017845,-0.01409,0.006917
81,6,1,스마트치과의원,145,2,0.331294,0.213673,0.470173,1.01514,-,-,0.017845,0.004168,0.008295
82,2,1,당신을위한치과의원,166,2,0.331294,0.213382,0.470151,1.014827,-,-,0.017845,0.002723,0.008186
83,19,1,서울리온치과의원,45,1,0.33134,0.212224,0.470081,1.013645,-,-,0.017845,0.019717,0.009469
84,3,3,동탄온가족치과의원,331,59,0.33134,0.211876,0.470055,1.013271,2,-,0.017845,-0.001161,0.007893
85,18,3,동탄 이편한 치과의원,259,8,0.33134,0.210254,0.469932,1.011526,1,-,0.017845,-0.01814,0.006611
86,3,1,동탄안심치과의원,258,497,0.33134,0.209429,0.46987,1.010639,2,-,0.017845,0.002144,0.008142
87,17,1,그랑플란트치과의원,215,55,0.33134,0.208776,0.469821,1.009937,13,-,0.017845,0.016834,0.009251
88,11,3,동탄가온치과의원,371,50,0.33134,0.208373,0.46979,1.009503,2,-1,0.017845,-0.006718,0.007473
89,13,3,병점홍치과의원,197,2,0.33134,0.20767,0.469737,1.008747,4,-,0.017845,-0.007996,0.007377
90,13,1,이가편한치과의원,158,7,0.331294,0.206695,0.469646,1.007635,-,-,0.017845,0.014476,0.009073
91,14,1,더바른치과의원,98,2,0.33134,0.205216,0.469552,1.006108,-,-,0.017845,0.013919,0.009031
92,10,3,동탄아이비치과의원,312,1,0.331294,0.20505,0.469522,1.005866,2,-,0.017845,-0.007589,0.007407
93,14,3,동탄퍼스트치과의원,173,0,0.33134,0.204447,0.469494,1.005281,-,-,0.017845,-0.009445,0.007268
94,4,1,동탄연세미소치과의원,481,4,0.331294,0.204184,0.469457,1.004935,2,-,0.017845,0.009403,0.00869
95,11,1,연세다건치과의원,297,1,0.331294,0.204108,0.469451,1.004853,5,-,0.017845,0.01564,0.009161
96,22,1,서울두리치과의원,245,2,0.33134,0.202232,0.469327,1.002899,1,-,0.017845,0.024626,0.009839
97,18,1,베스트치과의원,224,1,0.33134,0.201415,0.469265,1.00202,1,-,0.017845,0.022367,0.009668
98,7,3,서울웰치과의원,291,4,0.331294,0.19871,0.469044,0.999048,-,-,0.017845,-0.006256,0.007508
99,0,2,이미지치과의원,157,254,0.33134,0.198027,0.469009,0.998376,-,-1,0.017845,0.00443,0.008314
100,9,1,아이끌림치과의원,552,73,0.33134,0.197468,0.468967,0.997775,6,-,0.017845,0.014497,0.009074
101,7,3,동탄바른이치과의원,44,89,0.33134,0.197432,0.468965,0.997737,-,-,0.017845,0.000677,0.008032
102,10,3,동탄다정치과의원,194,41,0.33134,0.196822,0.468918,0.99708,-,-,0.017845,-0.004373,0.00765
103,11,1,서울삼성치과교정과치과의원,155,21,0.33134,0.194251,0.468724,0.994315,-,-,0.017845,0.014431,0.009069
104,7,3,예인치과의원,384,4,0.331294,0.193667,0.468663,0.993624,1,-,0.017845,-0.002651,0.00778
105,2,1,동탄서울리더스치과의원,74,4,0.33134,0.19192,0.468548,0.991808,-1,-,0.017845,0.005671,0.008408
106,19,1,이플치과의원,142,3,0.331294,0.192004,0.468538,0.991836,-,-,0.017845,0.022384,0.00967
107,12,3,동탄에이스치과의원,456,53,0.33134,0.191235,0.468497,0.991072,2,-,0.017845,-0.005378,0.007575
108,30,3,동탄예치과의원,436,372,0.33134,0.189534,0.468368,0.989242,1,4,0.017845,-0.024566,0.006126
109,8,3,굿모닝치과의원,75,8,0.331294,0.189374,0.468339,0.989007,-,-,0.017845,-0.004036,0.007676
110,10,3,킴스치과의원,345,507,0.33134,0.188822,0.468315,0.988477,1,-,0.017845,-0.00441,0.007648
111,10,1,맑은린치과의원,162,3,0.33134,0.187699,0.46823,0.987269,-,-,0.017845,0.013048,0.008965
112,2,3,병점수치과의원,95,329,0.33134,0.186708,0.468155,0.986203,-,-,0.017845,0.004806,0.008343
113,13,1,박영준치과의원,108,274,0.33134,0.185255,0.468045,0.98464,-,-,0.017845,0.01985,0.009478
114,8,1,가나팀치과의원,141,3,0.33134,0.184985,0.468025,0.98435,-,-,0.017845,0.012964,0.008959
115,12,1,행복한치과의원,132,3,0.331294,0.184563,0.467976,0.983833,1,-,0.017845,0.019085,0.009421
116,4,3,연세위더스치과의원,169,3,0.33134,0.182614,0.467846,0.9818,-1,-,0.017845,0.001687,0.008107
117,2,1,정현치과의원,139,1,0.33134,0.181349,0.467751,0.98044,1,-,0.017845,0.005085,0.008364
118,22,3,서연치과의원,127,2,0.33134,0.181063,0.467729,0.980132,-,-,0.017845,-0.015534,0.006808
119,8,3,닥터김산치과의원,445,126,0.331294,0.177311,0.467429,0.976034,2,3,0.017845,-0.004418,0.007647
120,7,3,서울팀치과의원,288,0,0.33134,0.175673,0.467322,0.974335,4,-,0.017845,-0.004526,0.007638
121,11,1,동탄본치과의원,149,7,0.33134,0.174895,0.467264,0.973499,-,-,0.017845,0.022887,0.009708
122,14,3,365스마일치과,33,22,0.33134,0.173009,0.467121,0.97147,-,-,0.017845,-0.010962,0.007153
123,0,2,하이치과의원,57,9,0.331294,0.170334,0.466902,0.96853,-,-,0.017845,-0.000843,0.007917
124,0,2,서울이로움치과의원,134,40,0.33134,0.169884,0.466885,0.968109,2,-,0.017845,0.000356,0.008007
125,17,1,우리치과의원,268,1,0.331294,0.168651,0.466775,0.96672,1,-,0.017845,0.034345,0.010572
126,9,3,동탄휴치과의원,75,1,0.33134,0.167517,0.466707,0.965564,-,-,0.017845,-0.010352,0.007199
127,11,3,해든치과의원,86,4,0.33134,0.167019,0.466669,0.965028,-,-,0.017845,-0.010876,0.007159
128,57,3,하이웰치과의원,438,92,0.33134,0.165676,0.466568,0.963584,-,-2,0.017845,-0.060248,0.003433
129,4,1,연세에이스치과의원,109,10,0.33134,0.165602,0.466562,0.963504,-,-,0.017845,0.01508,0.009118
130,2,3,화이트덴트치과의원,75,1,0.331294,0.164871,0.46649,0.962655,-,-,0.017845,0.010105,0.008743
131,9,1,동탄미래치과의원,105,5,0.331294,0.164582,0.466468,0.962344,-,-,0.017845,0.019772,0.009473
132,12,1,서울메모리치과의원,35,4,0.331294,0.162127,0.466283,0.959704,15,-,0.017845,0.031825,0.010383
133,13,3,병점뉴욕치과의원,98,1,0.331294,0.15945,0.466081,0.956825,1,-,0.017845,-0.016261,0.006753
134,2,1,예손치과의원,100,4,0.331294,0.158145,0.465982,0.955421,1,-,0.017845,0.009724,0.008714
135,4,3,동탄굿모닝치과의원,169,3,0.331294,0.156549,0.465862,0.953705,-,-,0.017845,0.003726,0.008262
136,1,1,아가페치과의원,94,1,0.33134,0.150406,0.465415,0.947161,1,-,0.017845,0.002395,0.008161
137,2,3,미프라임치과의원,72,5,0.331294,0.149131,0.465302,0.945727,-,-,0.017845,-0.000094,0.007973
138,5,1,동탄샘치과의원,38,3,0.331294,0.1483,0.465239,0.944833,-,-,0.017845,0.016957,0.00926
139,10,3,병점베스트치과의원,44,2,0.331294,0.147761,0.465198,0.944253,-,-,0.017845,-0.006611,0.007481
140,2,3,상아치과의원,122,5,0.331294,0.145112,0.464999,0.941405,-5,-,0.017845,-0.001738,0.00785
141,0,2,서울유보라치과의원,258,5,0.331294,0.144539,0.464955,0.940788,1,-,0.017845,0.006213,0.008449
142,12,3,메디피움치과의원,2,0,0.331294,0.139196,0.464552,0.935042,1,-,0.017845,-0.013884,0.006932
143,9,3,조앤최서울치과의원,54,0,0.33134,0.13492,0.464247,0.930507,1,-,0.017845,-0.014092,0.006917
144,4,1,동탄드림치과의원,28,0,0.331294,0.134288,0.464182,0.929764,2,-,0.017845,0.020571,0.009533
145,6,3,닥터황치과의원,16,0,0.33134,0.131858,0.464016,0.927214,1,-,0.017845,-0.014304,0.006901
146,0,2,권치과의원,60,2,0.331294,0.128587,0.463751,0.923632,-,-,0.017845,0.004675,0.008333
147,2,3,해맑은치과의원,104,3,0.331294,0.128568,0.46375,0.923612,-,-,0.017845,0.001098,0.008063
148,1,1,연세스마일치과의원,228,1,0.33134,0.187113,0.462946,0.981399,-,-,0.017845,0.005375,0.008386
149,8,1,서울늘솜치과의원,550,549,0.33134,0.421322,0.461396,1.214058,11,-32,0.017845,0.030566,0.010287
150,1,1,조남영치과의원,2,0,0.33134,0.093608,0.461129,0.886077,1,-,0.017845,0.00626,0.008453
151,4,1,의료법인삼성의료재단강북삼성기흥치과의원,55,2,0.331294,0.080486,0.460098,0.871878,-,-,0.017845,0.004119,0.008291
152,0,2,프라임치과의원,82,3,0.331294,0.146414,0.459931,0.937639,-,-,0.017845,-0.008978,0.007303
153,3,3,삼성디에스알치과의원,27,0,0.331294,0.077728,0.459913,0.868935,-,-,0.017845,-0.022811,0.006259
154,7,3,365라온누리치과의원,731,1597,0.33134,0.421375,0.459893,1.212608,91,172,0.017845,-0.037651,0.005139
155,2,3,새로미치과의원,24,0,0.331294,0.076602,0.459828,0.867724,-,-,0.017845,-0.004864,0.007613
156,2,3,동탄치과의원,103,7,0.33134,0.076204,0.459815,0.867359,-,-,0.017845,-0.000901,0.007912
157,1,3,삼성의료재단 강북삼성화성치과의원,14,0,0.331294,0.065019,0.458954,0.855267,-,-,0.017845,-0.003359,0.007727
158,0,2,정치과의원,1,1,0.331294,0.052267,0.457991,0.841552,-,-,0.017845,0.018537,0.009379
159,0,2,세교하늘치과의원,364,6,0.33134,0.240339,0.45328,1.024959,-,-,0.017845,0.015067,0.009118
160,0,2,세교아이들치과의원,429,10,0.33134,0.282342,0.451978,1.06566,-1,-,0.017845,0.00323,0.008224
161,1,1,새이로치과의원,156,47,0.33134,0.238643,0.451633,1.021616,-,-,0.017845,0.015467,0.009148
162,1,3,한스치과의원,169,2,0.33134,0.207684,0.451541,0.990565,-,-,0.017845,0.012719,0.008941
163,0,2,메트로치과의원,205,3,0.331294,0.197897,0.4513,0.980491,-,-,0.017845,0.012747,0.008942
164,0,2,박하치과의원,438,6,0.331294,0.255127,0.44993,1.036351,1,-,0.017845,0.008486,0.008621
165,1,1,바른이치과의원,83,2,0.331294,0.144314,0.449908,0.925516,1,-,0.017845,0.030033,0.010247
166,3,1,서울웰치과의원,135,4,0.33134,0.192521,0.448152,0.972013,1,-,0.017845,0.011767,0.008868
167,1,1,탑치과의원,105,47,0.33134,0.199944,0.447953,0.979237,-,-,0.017845,0.005495,0.008395
168,3,3,오르다치과의원,642,204,0.331294,0.216472,0.447213,0.994979,1,-,0.017845,-0.012733,0.00702
169,2,3,세교플러스치과의원,152,0,0.331294,0.169792,0.447145,0.948231,-,-,0.017845,-0.005498,0.007566
170,4,1,오산디에스치과의원,566,104,0.33134,0.262268,0.446989,1.040597,36,7,0.017845,0.020403,0.00952
171,5,1,세교미소치과의원,192,3,0.331294,0.177594,0.446504,0.955392,-,-,0.017845,0.020959,0.009562
172,1,1,더365바른치과의원,90,401,0.33134,0.274738,0.446237,1.052315,7,-7,0.017845,0.007463,0.008544
173,2,3,나무가있는치과의원,22,1,0.331294,0.110609,0.446056,0.887959,-,-,0.017845,-0.000535,0.00794
174,2,3,삼성플란트치과의원,196,2,0.33134,0.178425,0.445909,0.955674,-,-,0.017845,-0.002214,0.007813
175,2,1,서천프라임치과의원,188,8,0.33134,0.182335,0.445672,0.959347,-1,-,0.017845,0.025238,0.009885
176,1,3,세교엘리트치과의원,205,20,0.33134,0.174679,0.445598,0.951617,1,1,0.017845,0.008097,0.008591
177,7,3,스마일치과,15,4,0.331294,0.105865,0.445253,0.882412,-,-,0.017845,-0.013003,0.006999
178,0,2,서울버팀치과의원 오산,540,4479,0.33134,0.440252,0.443018,1.21461,4,499,0.017845,-0.006425,0.007496
179,0,2,그리던소아치과의원,454,104,0.33134,0.263172,0.441557,1.036069,45,24,0.017845,-0.016105,0.006765
180,0,2,신영통튼튼이치과의원,477,73,0.33134,0.238994,0.441071,1.011405,3,2,0.017845,-0.002334,0.007805
181,2,1,오색치과의원,211,1380,0.33134,0.460948,0.44022,1.232508,2,166,0.017845,0.003901,0.008275
182,1,3,세교퍼스트치과의원,60,0,0.33134,0.148178,0.44013,0.919648,-,-,0.017845,-0.004249,0.00766
183,3,1,햇살좋은치과의원,498,1809,0.33134,0.402011,0.439364,1.172715,-18,239,0.017845,0.026039,0.009946
184,2,3,삼성서울치과의원,1587,1642,0.33134,0.401208,0.439326,1.171874,11,-107,0.017845,-0.008629,0.007329
185,1,3,유앤이치과의원 오산점,442,2103,0.33134,0.413626,0.439235,1.184201,8,288,0.017845,-0.005477,0.007567
186,3,1,스마일치과의원,70,2,0.331294,0.12231,0.436703,0.890307,5,-,0.017845,0.01063,0.008783
187,1,1,신영통연세치과의원,663,19,0.33134,0.26274,0.435887,1.029967,-1,-1,0.017845,-0.001262,0.007885
188,1,3,서울수려한치과의원,639,3141,0.33134,0.405304,0.435269,1.171913,35,421,0.017845,-0.011776,0.007091
189,1,1,미서울치과의원,63,3,0.331294,0.139597,0.435089,0.90598,-,-,0.017845,0.000576,0.008024
190,5,3,곰플란트치과의원,391,963,0.33134,0.412852,0.434453,1.178645,20,-58,0.017845,-0.05276,0.003999
191,1,1,서울샤치과교정과치과의원,541,134,0.33134,0.313348,0.432376,1.077064,-,-,0.017845,0.005823,0.00842
192,2,1,튼튼치과의원,20,6,0.331294,0.230925,0.432216,0.994435,3,-,0.017845,0.009634,0.008707
193,2,3,행복을주는치과의원,158,212,0.331294,0.326123,0.432161,1.089578,-,-,0.017845,-0.000785,0.007921
194,1,3,베일러연합치과의원,226,11,0.331294,0.198854,0.431116,0.961264,-,-,0.017845,-0.008939,0.007306
195,0,2,와이치과의원,178,26,0.33134,0.213064,0.42988,0.974284,2,-,0.017845,-0.002846,0.007766
196,2,1,그린치과의원,70,2,0.331294,0.143146,0.429281,0.903721,-,-,0.017845,0.023546,0.009758
197,0,2,이포유치과의원 오산점,667,1349,0.33134,0.415646,0.429071,1.176057,6,219,0.017845,0.018275,0.00936
198,4,1,네이버치과의원,168,1,0.331294,0.202,0.427788,0.961082,-,-,0.017845,0.020396,0.009519
199,3,3,탑실피오레치과의원,41,0,0.331294,0.154735,0.427679,0.913708,-,-,0.017845,-0.002959,0.007757
200,0,2,더라인치과의원,84,247,0.331294,0.207171,0.427325,0.96579,-,-4,0.017845,0.007252,0.008528
201,0,2,서울아름다운치과의원,165,58,0.33134,0.230745,0.427074,0.989159,-,-,0.017845,0.01076,0.008793
202,3,3,늘푸른치과의원,40,2,0.33134,0.13355,0.426712,0.891602,-,-,0.017845,-0.005651,0.007553
203,0,2,공룡치과의원 오산시청,509,82,0.33134,0.208492,0.426023,0.965855,32,2,0.017845,-0.000439,0.007947
204,1,1,애플치과의원,545,20,0.331294,0.216303,0.425668,0.973265,-,-,0.017845,0.002359,0.008158
205,1,1,평화치과의원,252,3,0.331294,0.190503,0.425504,0.947301,2,-,0.017845,0.017525,0.009303
206,2,3,서울햇빛어린이치과의원,532,132,0.33134,0.230789,0.425124,0.987253,2,4,0.017845,-0.006486,0.007491
207,9,1,타이거치과의원 오산점,357,3151,0.33134,0.352075,0.424999,1.108414,20,690,0.017845,0.092333,0.014949
208,1,3,이조은치과의원,63,1,0.331294,0.149445,0.424144,0.904883,-,-,0.017845,-0.000093,0.007973
209,0,2,압구정스마일치과의원,223,135,0.331294,0.226305,0.423488,0.981087,1,1,0.017845,0.007688,0.008561
210,2,3,해맑은치과의원,71,18,0.331294,0.16769,0.422714,0.921698,-,-,0.017845,-0.009597,0.007256
211,0,2,미플란트치과의원,29,1,0.331294,0.124264,0.422655,0.878213,-,-,0.017845,0.009437,0.008692
212,2,3,키즈웰치과의원 오산점,102,3,0.33134,0.165662,0.422649,0.919651,-,-,0.017845,-0.001096,0.007898
213,1,3,킹콩치과의원,688,1793,0.33134,0.462656,0.42163,1.215626,15,251,0.017845,0.00102,0.008057
214,1,3,연세아트치과의원,59,0,0.331294,0.130648,0.420598,0.88254,-,-,0.017845,0.009486,0.008696
215,0,2,이젤치과의원,365,56,0.33134,0.164078,0.419624,0.915042,1,-,0.017845,0.009086,0.008666
216,2,1,이소치과의원,150,16,0.33134,0.222508,0.417703,0.971551,38,9,0.017845,0.000687,0.008032
217,0,2,열린치과의원,38,2,0.331294,0.114744,0.417618,0.863656,-,-,0.017845,-0.002018,0.007828
218,4,3,연세밀레니엄치과의원 오산점,164,1469,0.33134,0.338247,0.417317,1.086904,1,-483,0.017845,-0.022631,0.006272
219,0,2,예스치과의원,18,3,0.331294,0.1156,0.415684,0.862578,-,-,0.017845,0.003934,0.008278
220,3,1,미래치과의원 오산,152,6,0.33134,0.239574,0.415365,0.986279,3,-63,0.017845,0.018584,0.009383
221,1,3,백치과의원,31,8,0.331294,0.139152,0.414708,0.885154,-,-,0.017845,-0.002883,0.007762
222,2,1,한빛치과의원,34,7,0.331294,0.14967,0.414109,0.895073,-,-,0.017845,0.002058,0.008136
223,2,1,한길치과의원,52,3,0.331294,0.160269,0.414063,0.905626,-,-,0.017845,0.019771,0.009472
224,2,3,미소드림치과의원,26,3,0.331294,0.108457,0.414057,0.853808,-,-,0.017845,-0.001688,0.007853
225,2,1,마이홈치과의원,239,150,0.33134,0.277896,0.413051,1.022287,3,-180,0.017845,0.019273,0.009435
226,0,2,박치과의원,42,2,0.331294,0.14009,0.4129,0.884284,-,-,0.017845,0.006191,0.008448
227,1,1,유림치과병원,218,655,0.33134,0.178977,0.410596,0.920913,-,11,0.017845,-0.000021,0.007979
228,2,1,연세치과의원,214,6,0.331294,0.189202,0.409841,0.930337,1,-,0.017845,0.009748,0.008716
229,3,1,오산시민치과의원,78,1,0.33134,0.13595,0.408823,0.876113,1,-,0.017845,0.000681,0.008032
230,6,1,함께하는치과의원,9,1,0.33134,0.0823,0.408467,0.822107,-,-,0.017845,0.015915,0.009181
231,4,1,김도완치과의원,69,4,0.331294,0.150108,0.408341,0.889743,1,-,0.017845,0.012906,0.008954
