postId,post_title,posting_score_numeric,exposure_score,score_가독성,score_주제,score_콘텐츠,score_키워드,score_형태소,score_후기/정보,content_with_space,word_count,valid_images,invalid_images,non_brand_inflow,non_brand_average_C
223351549700,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.02297907230173748
223340074448,"동탄역 치과 금(crack)이 간 어금니, 신경치료 (endo) 기간 및 과정에 대한 글",5,36.47,75.54,66.6,60.87,83.97,58.26,79.0,1732.0,131.0,1.0,8.0,178,0.015914645050579112
223129980681,"기존 임플란트 픽스쳐의 파절, 동탄동 치과 재수술로 개선 완료",5,37.71,77.93,72.87,62.62,83.39,68.18,85.0,1898.0,127.0,2.0,6.0,173,0.010184912719617602
223332854160,"동탄역 치과 우측 아래 어금니에 생긴 찌릿한 통증, 원인은 수직 치근 파절?",5,37.71,77.14,70.25,60.05,86.25,66.34,68.0,1637.0,120.0,3.0,4.0,170,0.021720393573108798
223655729530,"동탄동 치과 치아 변색의 원인, 괴사 된 치수로 검고 탁한 앞니 신경치료와 실활치 미백으로 개선 증례",5,37.71,80.04,63.97,59.08,83.65,64.57,69.0,1564.0,111.0,3.0,1.0,162,0.022900231433521205
223627571544,방심한 사이 나타난 치아 옆면 충치균 오산동 치과 에서 레진 치료 방법을 통해서 자연치 보존하기,5,37.71,79.93,67.55,59.75,79.62,67.04,74.0,1631.0,113.0,0.0,3.0,156,0.02758724755936252
223760730069,화성 치과 신경 치료 후 염증이 나타날 수 있다? 발치 후 임플란트를 진행한 사례,5,37.71,77.95,68.33,60.85,85.06,65.43,80.0,1743.0,124.0,1.0,4.0,156,0.027945265995411177
223507701785,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,5,37.71,77.26,69.09,59.78,79.57,43.55,80.0,1581.0,111.0,2.0,3.0,144,0.008481571816433551
223159021007,동탄치과 큐레이를 사용한 정확한 충치 진단 후 레진 수복으로 당일 치료 완료!,5,36.47,78.01,65.43,60.46,84.53,63.16,61.0,1670.0,122.0,3.0,4.0,143,0.00656539846721973
223636574839,골드 인레이를 씌운 어금니가 크랙이 났다? 동탄역 치과 치아 파절로 인한 크라운 수복 사례,5,37.71,76.69,67.82,59.68,77.03,61.15,72.0,1617.0,112.0,1.0,2.0,147,0.03238601268390904
223360812566,"벌어지고 튀어나온 앞니, 동탄역 치과 에서 교정 없이 개선을 도와드렸던 방법은?!",5,37.71,76.56,67.6,60.11,85.53,50.84,70.0,1638.0,117.0,4.0,1.0,50,0.0174159979712317
223363365773,[ 동탄치과추천 ] 치아 수평 치근 파절로 발치 후 즉시 식립 임플란트 2개월 만에 완성,5,37.71,76.96,66.38,59.05,84.47,58.15,71.0,1524.0,108.0,1.0,6.0,138,0.012525622240502913
223367609103,동탄2치과 충치를 예방할 수 있는 어린이 실란트 (치아 홈 메우기)의 중요성!,5,37.71,74.78,70.94,69.04,78.63,56.65,68.0,1413.0,95.0,4.0,2.0,142,0.01654750389831985
223660476078,오산동 치과 아랫니 유치 잔존으로 영구치가 자라지 않았다? 앞니 브릿지로 심미 개선한 케이스,5,37.71,77.95,63.71,60.51,86.52,66.33,72.0,1682.0,118.0,4.0,2.0,136,0.026872387781453816
223682403570,검진 중 발견한 어금니 레진 깨짐과 치아 내부 충치 오산동 치과 에서 골드 인레이로 깔끔하게 해결한 증례,5,37.71,78.29,66.29,59.63,75.86,66.49,74.0,1616.0,109.0,0.0,4.0,130,0.023855607819928175
223707076590,외상으로 인한 치아 끝 깨짐과 앞니 잇몸 통증 동탄 치과 에서 어떤 방법으로 해결했을까?,5,37.71,79.64,65.41,61.3,78.95,66.31,11.0,1796.0,122.0,3.0,2.0,132,0.019948736061965792
223431220382,"오산동 치과 교정 후 검게 변한 앞니, 신경치료 및 실활치 미백으로 개선 완료",5,37.71,75.53,68.65,60.5,85.63,62.05,74.0,1696.0,106.0,2.0,3.0,131,0.012928818498105777
223156065790,"수직 치근 파절 (Vertical root fracture)이 나타난 작은 어금니, 동탄 임플란트 로 개선을 도와드렸습니다!",5,37.71,74.31,67.34,67.5,85.01,66.2,83.0,2113.0,134.0,0.0,11.0,123,0.027555090086635443
223462135488,"동탄역 치과 ""어른 유치, 작은 어린이 치아 이대로 괜찮을까요??""",5,36.47,78.03,72.78,68.92,88.07,65.59,59.0,1435.0,97.0,7.0,1.0,125,0.09978000688833263
223401398737,"동탄치과 추천 받고 오셨던 분의 후기, 치수 괴사 신경치료 / 치관 파절 임플란트",5,36.47,77.5,70.86,61.68,82.98,61.07,77.0,1801.0,118.0,0.0,8.0,124,0.013351138971451269
223245500936,미세현미경으로 숨은 근관 찾기! 동탄역치과 MB2 고난도 신경치료 과정,5,37.71,76.9,67.89,66.88,83.24,56.37,39.0,1192.0,89.0,0.0,5.0,124,0.005561545372866128
223356020737,어금니 인레이 밑으로 생긴 충치 때문에 염증이 상악동까지 퍼졌다?! 동탄호수공원치과,5,36.47,75.91,65.76,60.39,79.03,56.46,72.0,1685.0,110.0,6.0,3.0,117,0.004014660307557863
223367277748,"치아 옆면에 생긴 충치, 인접면 우식의 위험성! 동탄역 치과",5,37.71,77.63,72.93,68.76,81.53,58.89,56.0,1380.0,112.0,0.0,5.0,121,0.011177238848149425
223260606003,신경치료를 받았던 앞니 색이 변했어요. 동탄치과 실활치 미백(walking bleach) 과정,5,36.47,75.28,67.63,67.01,78.57,57.21,66.0,1193.0,84.0,6.0,2.0,114,0.013751990631896248
223133332263,'이 사이가 벌어졌어요.' 오산동 치과 레진 당일 수복 증례 (앞니 다이아스테마_Diastema),5,37.71,76.44,67.69,63.36,81.92,67.37,84.0,1976.0,126.0,4.0,4.0,112,0.00800885089978633
223732797065,치주 질환에 의해 내려간 잇몸 동탄 치과 에서 임플란트와 신경치료를 진행한 증례,5,37.71,76.73,67.88,62.47,80.88,62.15,78.0,1919.0,144.0,5.0,1.0,117,0.024717133133533187
223127778693,"정기검진, 이렇게나 중요합니다! 동탄 내이튼 치과",5,36.47,75.91,75.41,67.35,77.23,50.32,85.0,2071.0,135.0,3.0,7.0,38,0.0051522788939130934
223307057929,"이차 충치로 잔존 치질이 얼마 남지 않은 곳, 자연치를 살릴 수 있었을까? 동탄치과",6,46.89,79.23,67.7,61.81,79.7,55.41,91.0,1818.0,115.0,2.0,8.0,114,0.028337935628980404
223132361960,동탄 신경치료 이왕이면 보존과 전문의에게 받는 것이 좋지 않을까요?,5,37.71,78.0,69.56,62.29,79.31,57.88,82.0,1876.0,116.0,0.0,7.0,101,0.03263445491706361
223215122462,"""예전에 치료받았던 곳이 너무 아파요."" 얼굴까지 붓기가 이어졌던 원인은? 동탄치과 농양 제거 과정",5,36.47,76.38,64.78,67.82,77.4,57.71,65.0,1349.0,101.0,3.0,4.0,108,0.00896788808000337
223724665134,신경치료 후 크라운 이후 앞니 치아 변색이 일어난 이유는? 동탄 치과 에서 실활치 미백으로 해결한 케이스,5,37.71,80.55,65.72,59.73,82.3,65.03,7.0,1643.0,117.0,3.0,1.0,109,0.04658561433201486
223572003924,동탄역 치과 염증으로 인한 앞니 통증을 치근단절제술으로 해결한 사례,5,37.71,78.0,68.45,59.64,85.12,59.87,91.0,1617.0,113.0,1.0,3.0,100,0.019074033406448924
223869870358,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,5,36.47,73.33,71.0,60.35,82.06,59.56,50.0,1683.0,134.0,8.0,3.0,107,0.00435010652940025
223330672507,"""잇몸 색이 까맣게 변했어요."" 동탄호수공원 치과 재신경치료, 크라운 과정",5,37.71,76.9,68.89,58.7,82.99,60.54,63.0,1506.0,104.0,4.0,3.0,106,0.010244785567330349
223598756784,동탄2치과 교정치료 후 치아 뿌리 흡수로 인한 흔들림 앞니 발치 당일 임플란트 식립으로 빠르게 해결해 드렸습니다.,5,37.71,78.73,66.63,61.52,78.54,59.3,75.0,1820.0,129.0,2.0,3.0,103,0.030559835411708976
223757805212,"동탄2 치과 엔도를 받은 뒤에 찾아온 치아 뿌리 염증 통증, 재신경치료 후 치근단 절제술을 진행한 케이스",5,37.71,79.35,67.96,61.68,74.92,62.35,89.0,1851.0,116.0,3.0,2.0,100,0.02088901994353673
223556089501,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",5,36.47,75.03,67.7,67.09,79.41,63.48,81.0,2050.0,133.0,6.0,3.0,96,0.02038237334994358
223692083052,앞니 잇몸 내려앉음으로 오산동 치과 에서 지르코니아 크라운 교체 과정을 거친 증례,5,37.71,75.44,69.12,58.9,79.0,65.26,76.0,1527.0,125.0,2.0,2.0,87,0.010283016534413922
223629030784,동탄역 치과 앞니 끝 깨짐으로 인한 치아 벌어짐 라미네이트와 레진 치료를 통해 심미 회복하기,5,37.71,77.29,67.97,60.22,83.56,63.81,69.0,1662.0,128.0,2.0,1.0,86,0.018917880836765204
223432011619,"동탄역 치과 에서 오래된 PFM 제거 후, 심미적인 지르코니아 크라운을 씌워드렸습니다. (앞니 심미보철 제작 과정)",5,37.71,75.65,67.91,69.52,81.05,58.5,69.0,1497.0,109.0,3.0,1.0,85,0.005079163124732745
223269940028,"동탄역 치과 ""신경치료받았던 치아가 다시 아파요"" 부근관 발견 및 치료 성공 사례",5,36.47,77.69,69.26,67.62,86.98,59.01,9.0,1250.0,106.0,6.0,4.0,78,0.006213129065409647
223457546240,"동탄역 치과 세라믹 인레이 파절, 튼튼한 어금니 골드 보철로 재수복을 도와드렸습니다🦷",5,37.71,74.19,68.86,58.68,85.39,66.91,68.0,1507.0,105.0,0.0,4.0,82,0.017489828936657594
223623932986,엔도 후 씌운 치아에 다시 통증이 느껴진다? 동탄동 치과 에서 어금니 재신경치료를 통해 해결한 사례,5,37.71,77.58,66.75,59.72,76.68,61.36,70.0,1640.0,102.0,3.0,1.0,81,0.034609130984888485
223829595540,"잇몸에 물집 , 염증 덩어리 의심해 볼 수 있습니다 동탄동 치과 치근단 병소 치료 과정",5,37.71,76.35,68.21,61.0,82.74,64.28,83.0,1751.0,136.0,4.0,2.0,74,0.01798838778788562
223139566281,기존 임플란트가 흔들리는 이유는 무엇일까? 미세현미경을 사용한 화성치과 나사 제거 및 재보철 증례,5,37.71,78.18,64.41,60.61,78.59,59.45,83.0,1693.0,107.0,5.0,3.0,73,0.011404926558394226
223415500360,화성치과 포스트 제거 후 재신경치료 과정 보존과 전문의는 어떤 게 다를까?,5,37.71,76.7,68.61,61.23,85.37,64.29,78.0,1777.0,111.0,0.0,7.0,75,0.011432714738920623
223394713508,앞니를 부딪혔는데 잇몸이 붓고 아파요. 동탄호수공원치과 심미 브릿지 제작 과정,5,37.71,78.71,68.93,67.92,81.4,56.59,62.0,1296.0,103.0,0.0,5.0,75,0.004487346391854906
223262947643,"치아 사이에 생긴 인접면 충치, 조기에 발견할 수 있는 방법 및 동탄치과 치료 과정",5,36.47,78.7,70.1,62.45,81.49,59.44,17.0,1877.0,140.0,14.0,4.0,64,0.0018996682597438
223667579753,동탄동 치과 앞니 신경치료 후 치아 뿌리 염증과 통증 해결 과정,5,37.71,78.6,72.8,60.14,86.32,67.88,77.0,1688.0,107.0,3.0,3.0,76,0.016573645758168404
223302785170,'3년 전 치료받았던 곳이 아파요.' 화성 치과 미세현미경으로 MB2 신경관 찾기,5,37.71,78.79,68.61,67.08,81.95,59.66,28.0,1199.0,83.0,2.0,1.0,70,0.0020256267030460576
223793510515,덜 성장한 치아 뿌리 자라도록 유도하는 치근단형성술 오산동 치과 에서 알려드리겠습니다!,5,36.47,77.4,66.72,66.62,78.97,64.39,88.0,2019.0,164.0,1.0,7.0,75,0.04525862068965517
223553485165,"상악동 거상술을 동반한 임플란트 식립, 술식과 방법은? 동탄 치과추천",5,37.71,74.44,65.91,66.89,80.78,59.46,80.0,2063.0,124.0,2.0,2.0,72,0.015180360939541252
223335804761,"'앞니가 벌어졌어요!' 동탄치과추천 받고 오셨던 분, 레진 당일 수복 과정",5,37.71,75.14,70.6,59.03,83.12,60.47,68.0,1533.0,104.0,0.0,3.0,61,0.018321608946608947
223405640599,"올바른 치료의 중요성, 동탄호수공원치과 앞니 지르코니아 크라운 심미보철 제작 과정",5,37.71,76.39,69.07,58.84,78.25,57.01,72.0,1527.0,112.0,0.0,7.0,58,0.0030587864744086655
223423945234,"어린이 앞니 외상 치료, 보존과 전문의가 있는 화성 치과 에서 자연치아를 살려드렸습니다🦷",5,37.71,78.18,68.18,69.15,83.75,66.79,7.0,1489.0,100.0,1.0,3.0,68,0.008993277445658398
223186535780,"""어금니가 시큰거리고 아파요."" 동탄역치과 소구치 신경치료 및 크라운 수복 과정",5,37.71,76.26,67.17,69.0,82.24,55.69,75.0,1429.0,103.0,2.0,3.0,71,0.02542524183447143
223704336524,이차 우식이 나타나는 이유는 무엇일까? 오산동 치과 에서 어금니 충치 레진으로 다시 수복한 과정,5,37.71,77.46,64.6,59.51,77.63,63.15,62.0,1595.0,107.0,1.0,2.0,69,0.009381329783960043
223236771862,동탄역치과 톡 벌어진 앞니 다이아스테마(diastema) 레진으로 당일 수복을 도와드렸습니다.,5,36.47,78.61,67.03,69.05,79.64,57.8,18.0,1437.0,104.0,5.0,4.0,69,0.012612138125235274
223459255522,"동탄치과 금(crack)이 간 어금니, 신경치료로 자연치아 살리기🦷",5,37.71,75.69,67.45,60.48,83.39,54.83,64.0,1707.0,119.0,3.0,4.0,66,0.021529979571617276
223364978339,"상악 전치부 치조골 흡수, 뼈이식을 동반한 동탄 임플란트 식립 과정!",5,36.47,75.18,65.7,59.08,85.02,64.33,79.0,1510.0,113.0,9.0,2.0,67,0.005847393347393348
223386498335,앞니 발치 후 즉시 식립 임플란트 오산동 치과 에서는 당일 임시치아 세팅이 가능합니다👍,5,37.71,76.7,75.09,68.2,84.25,63.99,45.0,1369.0,109.0,0.0,7.0,66,0.020202786865400977
223155543711,"""앞니 하나가 안쪽으로 들어가 있어요!"" 동탄치과추천 받고 오셨던 분 전치부 레진 수복 증례",5,37.71,76.08,68.64,61.17,83.34,59.57,23.0,1757.0,114.0,0.0,8.0,62,0.01306741984039945
223816356433,"인레이 치료 후 발생할 수 있는 문제( 충치 , 치아 파절 ) 동탄역 치과 에서 원인과 해결 방법 알아봅시다!",5,36.47,76.75,68.0,63.17,84.65,71.03,98.0,1973.0,156.0,4.0,4.0,60,0.022916881399024255
223589964130,"""아파서 중간에 중단했어요 다시 받고 싶어요""동탄치과 추천에서 통증 없이 앞니 재신경치료한 사례",5,37.71,77.8,63.16,59.6,79.2,58.01,81.0,1640.0,102.0,3.0,3.0,62,0.001782335702137998
223821931245,잇몸에 고름주머니 생겼다면 치아 뿌리 끝 염증이 원인일 수 있습니다 화성 치과 에서 치근단 절제술 치료 과정 알아봅시다.,5,37.71,76.01,66.04,62.41,76.04,67.23,85.0,1886.0,151.0,2.0,5.0,62,0.026825333635169854
223646411050,갑자기 잇몸에 통증이 느껴진다? 화성 치과에서 흔들리는 치아 신경치료를 통해 해결한 진료과정,5,37.71,78.83,68.25,60.59,77.29,57.58,76.0,1726.0,122.0,0.0,4.0,60,0.034543247002447326
223220535699,오산동치과 에서 알려드리는 root crack(치근 파절) 치료 과정,5,37.71,75.03,71.48,67.03,85.78,65.92,39.0,1189.0,92.0,4.0,1.0,60,0.0016350826044703596
223299941436,"작은 어금니 (소구치) 파절, 오산동 치과 임플란트는 2개월 만에 끝난다?",5,37.71,77.13,65.28,69.47,88.84,61.81,71.0,1493.0,100.0,3.0,3.0,60,0.006744481009186891
223285021905,"동탄역치과 앞니 벌어짐, 라미네이트 수복 장, 단점 및 치료 과정",5,36.47,75.93,71.29,67.48,81.2,62.25,87.0,2093.0,132.0,13.0,5.0,60,0.0023693684662248675
223384532317,동탄 치과 추천 타원에서 식립 불가하여 앞니 뼈이식 임플란트 받으러 오셨던 증례를 함께 볼까요?,5,37.71,79.56,65.96,60.37,83.46,61.33,87.0,1694.0,107.0,5.0,2.0,55,0.019290123456790122
223642862146,동탄역 치과 인레이 속에서 다시 찾아온 충치의 원인? 재수복 한 과정,5,37.71,79.26,70.26,59.74,85.81,60.94,72.0,1673.0,110.0,1.0,2.0,56,0.06820038970532391
223717371151,동탄역 치과 충치가 깊게 진행된 치아 신경치료 없이 치수 복조술을 통해서 자연치를 보존한,5,37.71,79.28,70.03,58.96,84.76,59.81,74.0,1545.0,114.0,3.0,4.0,58,0.025597643097643098
223287134538,[ 동탄역 치과 ] 충치 검진 및 아말감 교체 당일 레진 수복 과정,5,36.47,77.08,72.57,59.03,87.8,79.59,17.0,1523.0,99.0,2.0,8.0,57,0.002948033067298063
223684387892,신경치료 후 크라운까지 씌웠는데 염증이 나타났다? 동탄 치과 에서 치조골 이식술을 동반한 치아 발치 후 임플란트 치료 사례,5,37.71,77.36,64.17,59.56,82.84,63.72,73.0,1614.0,109.0,2.0,4.0,56,0.0017903884019438731
223447775141,"앞니 보철에 생긴 염증, '치아가 별로 남지 않았다면?' 동탄역 치과 발치 즉시 임플란트 식립 과정",5,37.71,75.5,67.85,62.81,78.1,61.64,78.0,1927.0,131.0,0.0,4.0,47,0.005264699078941834
223181472820,극심한 통증의 원인은 무엇일까? 급성치수염 치료 과정 화성치과추천,5,37.71,74.8,71.71,69.27,83.91,58.63,59.0,1465.0,117.0,2.0,4.0,55,0.018163094520667424
223239313976,"굽어 있는 C형 근관을 갖고 있던 분, 보존과 전문의의 동탄신경치료 치아 흔들림 개선 완료.",5,37.71,76.56,69.76,68.67,82.24,54.64,63.0,1391.0,98.0,1.0,7.0,55,0.019215133660023552
223695000182,동탄동 치과 심한 잇몸 퇴축으로 인한 흔들리는 치아들 임플란트 치료 과정을 통해 개선한 케이스,5,37.71,79.99,64.88,59.85,77.5,61.49,73.0,1624.0,118.0,2.0,3.0,51,0.011823585760437325
223442936737,골드 인레이 탈락 및 원심 충치로 동탄역 치과 에서 보철 재수복 진행😊,5,37.71,76.15,67.23,60.5,79.94,65.62,71.0,1681.0,110.0,0.0,6.0,50,0.019343481627099982
223149973455,"""이가 떨어졌어요!"" 화성 오산동 치과 발치 후 즉시식립 임플란트",5,36.47,75.5,74.57,60.78,89.35,69.47,73.0,1719.0,112.0,0.0,10.0,46,0.009836970053451506
223713604505,치조골 흡수로 틀니가 흔들린다면? 동탄동 치과 에서 오버덴쳐로 해결한 케이스,5,37.71,78.86,71.57,60.2,76.39,63.42,76.0,1669.0,126.0,2.0,3.0,50,0.012903681660870893
223767379681,"화성 치과 파절된 치외치로 인한 치아 뿌리 염증, 치근단 형성술 받은 케이스",5,37.71,77.74,69.59,59.97,80.82,68.1,76.0,1623.0,112.0,3.0,2.0,49,0.03078945598447311
223235174542,Injection moulding technique 을 사용한 변색되고 벌어진 앞니 치료 동탄치과추천,5,36.47,76.9,68.85,59.7,85.35,57.04,19.0,1595.0,104.0,13.0,3.0,47,0.0031587880100842664
223776270808,화성 치과 치아 뿌리 끝 형성된 염증 앞니 재신경치료 후 크라운 수복으로 다시 한번 보존하기,5,37.71,81.6,67.95,60.51,85.52,67.09,89.0,1710.0,124.0,0.0,5.0,46,0.014867130215427649
223451837108,"동탄역 치과 ""앞니 사이가 벌어졌어요!"" 레진을 사용한 당일 치료 증례😮",5,37.71,74.44,68.39,59.24,83.23,64.84,67.0,1562.0,90.0,0.0,4.0,49,0.003946456086286595
223747165682,화성 치과 엔도 중 충전재가 제대로 채워지지 않았다면? 어금니 재 신경치료 과정,5,37.71,78.81,67.83,59.16,78.58,66.41,78.0,1587.0,106.0,1.0,4.0,47,0.022571179320796355
223489831119,"오산동 치과, 재신경 치료는 보존과 전문의한테 제대로 받으세요.",5,37.71,78.95,70.71,59.65,77.99,61.27,13.0,1619.0,85.0,2.0,3.0,43,0.007142185753017255
223223930971,"이차우식이 나타난 크라운, 오산동치과 에서는 어떤 방법으로 치료를 도와드렸을까?",5,37.71,77.64,70.67,59.42,81.23,57.53,76.0,1573.0,111.0,3.0,3.0,41,0.0
223374858437,"동탄역 치과 ""다른 곳에서는 뽑으라 하던데..."" 재 신경치료 성공 사례",5,37.71,78.55,69.31,69.29,82.07,59.06,68.0,1466.0,110.0,0.0,5.0,32,0.017640169814082857
223810366687,앞니 크라운 모양이 마음에 들지 않는다면 동탄동 치과 에서 자연스러운 지르코니아 보철 재제작 과정 알려드리겠습니다.,5,37.71,77.31,66.67,66.94,78.37,66.41,83.0,2058.0,167.0,3.0,1.0,47,0.033403309570867505
223764799450,동탄역 치과 앞니 끝 깨짐으로 인해 라미네이트를 수복한 사례,5,37.71,78.38,74.95,58.6,88.14,58.93,9.0,1505.0,111.0,4.0,0.0,46,0.007785404626063966
223291925999,"'조직 괴사로 퍼진 치근단 염증, 자연치를 살릴 수 있을까?' 동탄 신경치료 잘하는 곳",5,37.71,74.86,66.57,60.77,78.88,59.76,69.0,1705.0,123.0,2.0,4.0,43,0.017275641025641025
223296314242,"""앞니 보철이 빠졌어요."" 동탄역 치과 임플란트 4개월간의 과정",5,37.71,79.51,69.93,59.15,83.76,59.67,67.0,1527.0,102.0,4.0,0.0,46,0.012180708180708181
223170676817,"금이 간 crack 치아, 신경치료를 해도 재발할 수 있다? 화성치과 임상 증례",5,36.47,78.36,66.98,60.4,82.42,57.06,66.0,1699.0,109.0,3.0,4.0,39,0.009857809125094987
223388504430,"""앞니 썩은 곳도 많고 모양도 마음에 안 들어요."" 동탄역 치과추천 받고 오셨던 전치부 브릿지 제작 과정",5,37.71,73.93,67.15,58.66,76.72,59.28,41.0,1523.0,97.0,3.0,1.0,43,0.017683650941052682
223749543549,동탄역 치과 어금니 잇몸 내려앉음이 있는 치아 결손 케이스 골이식을 동반하여 임플란트 식립 한 과정,5,37.71,76.59,68.68,60.64,84.99,66.18,81.0,1722.0,108.0,2.0,4.0,43,0.006056286367780936
223474913313,밥 먹을 때 치아가 아프다면? 치아 뿌리에 염증이 생겼을 수도 있습니다. 치근단 절제술 과정 오산동 치과,5,37.71,78.16,64.2,61.96,77.22,64.0,83.0,1805.0,118.0,0.0,5.0,41,0.004457780960499257
223669908658,육안으로 잘 보이지 않는 인접면 충치? 동탄 치과 에서 세라믹 인레이로 깔끔하게 해결한 사례,5,37.71,77.61,66.35,59.88,81.41,55.86,72.0,1656.0,127.0,1.0,4.0,38,0.008085187516302066
223316483238,"""선생님! 앞니가 심하게 썩었어요."" 동탄역 치과 전치부 임플란트&심미보철 케이스",5,36.47,76.44,68.7,69.42,79.71,54.02,67.0,1486.0,106.0,7.0,2.0,39,0.011702741702741704
223336576172,"70대 앞니 부러짐, 환자의 상황을 고려한 동탄치과 전치부 브릿지 수복!",5,37.71,77.08,67.59,68.11,78.73,59.84,31.0,1317.0,99.0,2.0,2.0,41,0.005204081632653061
223726806244,동탄2치과 어금니 잇몸 퇴축으로 임플란트 상악동 거상술 측방접근법을 시행한 증례,5,37.71,77.03,65.09,62.14,82.01,60.33,77.0,1858.0,132.0,2.0,4.0,40,0.016463247925168855
223580589189,"오산동 치과, 발치한 당일 아래 어금니 임플란트를 심을 수 있다?",5,37.71,76.71,70.31,60.72,85.34,65.16,84.0,1723.0,121.0,2.0,2.0,42,0.009663990484686292
223167739697,"식립 공간이 모자란 앞니, 어떻게 개선을 도와드렸을까? 동탄임플란트",5,36.47,75.59,67.91,62.62,80.96,55.99,83.0,1907.0,133.0,7.0,2.0,33,0.007986314760508309
223195081339,뿌리 끝 염증이 생기는 원인은 무엇일까? 동탄치과추천,5,37.71,76.84,77.31,61.47,81.24,57.91,20.0,1794.0,121.0,2.0,1.0,39,0.014890819964349376
223410586957,치료 순서를 정하는 것도 중요하다?! 동탄동 치과 교정 및 전치부 브릿지 수복 과정,5,36.47,75.54,67.52,58.91,81.14,68.63,66.0,1514.0,102.0,0.0,8.0,41,0.04926159819016962
223538287634,"화성 치과 치아 신경치료 후 통증, 재신경치료로 보존해서 오래 사용하실 수 있도록 도와드렸습니다.",5,37.71,75.21,63.24,66.86,85.89,62.69,92.0,2038.0,135.0,1.0,5.0,37,0.00979308639980308
