date,searchQuery,rank,title,contentId,statUrl,mobileStatUrl,myContent,searchInflow,channelName,createdAt
2024-09-01,70대 틀니,1,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",http://blog.naver.com/elza79/223556089501,https://blog.stat.naver.com/blog/article/223556089501/cv,https://blog.stat.naver.com/m/blog/article/223556089501/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2024.8.22 7:04오전
2024-10-01,70대 틀니,1,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",http://blog.naver.com/elza79/223556089501,https://blog.stat.naver.com/blog/article/223556089501/cv,https://blog.stat.naver.com/m/blog/article/223556089501/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2024.8.22 7:04오전
2024-08-01,70대 틀니가격,1,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",http://blog.naver.com/elza79/223556089501,https://blog.stat.naver.com/blog/article/223556089501/cv,https://blog.stat.naver.com/m/blog/article/223556089501/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.8.22 7:04오전
2024-08-01,70대임플란트 통증,1,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",http://blog.naver.com/elza79/223556089501,https://blog.stat.naver.com/blog/article/223556089501/cv,https://blog.stat.naver.com/m/blog/article/223556089501/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.8.22 7:04오전
2025-03-01,apexification,1,초/중학생의 신경치료(미성숙 영구치의 신경치료)는 성인의 신경치료와 어떻게 다른가요? - ①치근단형성술(Apexification),http://blog.naver.com/gundentalclinic/223390946547,https://blog.stat.naver.com/blog/article/223390946547/cv,https://blog.stat.naver.com/m/blog/article/223390946547/cv,,,,
2025-03-01,apexification,2,치근단형성술 성공 사례( Apexification),http://blog.naver.com/evergreen-dental/222502350402,https://blog.stat.naver.com/blog/article/222502350402/cv,https://blog.stat.naver.com/m/blog/article/222502350402/cv,,,,
2025-03-01,apexification,1,덜 성장한 치아 뿌리 자라도록 유도하는 치근단형성술 오산동 치과 에서 알려드리겠습니다!,http://blog.naver.com/elza79/223793510515,https://blog.stat.naver.com/blog/article/223793510515/cv,https://blog.stat.naver.com/m/blog/article/223793510515/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2025.3.13 1:12오전
2025-04-01,apexification,1,초/중학생의 신경치료(미성숙 영구치의 신경치료)는 성인의 신경치료와 어떻게 다른가요? - ①치근단형성술(Apexification),http://blog.naver.com/gundentalclinic/223390946547,https://blog.stat.naver.com/blog/article/223390946547/cv,https://blog.stat.naver.com/m/blog/article/223390946547/cv,,,,
2025-04-01,apexification,2,치근단형성술 성공 사례( Apexification),http://blog.naver.com/evergreen-dental/222502350402,https://blog.stat.naver.com/blog/article/222502350402/cv,https://blog.stat.naver.com/m/blog/article/222502350402/cv,,,,
2025-04-01,apexification,1,덜 성장한 치아 뿌리 자라도록 유도하는 치근단형성술 오산동 치과 에서 알려드리겠습니다!,http://blog.naver.com/elza79/223793510515,https://blog.stat.naver.com/blog/article/223793510515/cv,https://blog.stat.naver.com/m/blog/article/223793510515/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2025.3.13 1:12오전
2025-06-01,apicoectomy 발음,1,필수 치과 용어 및 약어  '치료술식 용어 A~D',http://blog.naver.com/moreden0701/222792362489,https://blog.stat.naver.com/blog/article/222792362489/cv,https://blog.stat.naver.com/m/blog/article/222792362489/cv,,,,
2025-06-01,apicoectomy 발음,1,"화성 오산동 신경치료 이후 발생한 염증, 자연치아를 살릴 수 있는 접근법",http://blog.naver.com/elza79/223894869681,https://blog.stat.naver.com/blog/article/223894869681/cv,https://blog.stat.naver.com/m/blog/article/223894869681/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2025.6.11 3:48오전
2024-08-01,c1 충치,1,동탄치과 큐레이를 사용한 정확한 충치 진단 후 레진 수복으로 당일 치료 완료!,http://blog.naver.com/elza79/223159021007,https://blog.stat.naver.com/blog/article/223159021007/cv,https://blog.stat.naver.com/m/blog/article/223159021007/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2023.7.18 8:38오전
2025-06-01,chronic apical periodontitis,1,"화성 동탄역 치과 에서 함께 분석해 보는, 염증이 꽉 차있던 리엔도 사례",http://blog.naver.com/elza79/223880864293,https://blog.stat.naver.com/blog/article/223880864293/cv,https://blog.stat.naver.com/m/blog/article/223880864293/cv,checked,4,치과보존과 전문의 윤민정의 임상 기록,2025.5.29 1:26오전
2025-06-01,chronic apical periodontitis,1,잇몸 질환의 증상과 치료방법,http://blog.naver.com/homeplant/223505844976,https://blog.stat.naver.com/blog/article/223505844976/cv,https://blog.stat.naver.com/m/blog/article/223505844976/cv,,,,
2024-09-01,ct로 보이지 않는 잇몸염증,1,"화성 치과 임플란트 증례 보이지 않는 염증, 치아를 갉아먹고 있을 수 있습니다.",http://blog.naver.com/elza79/223529572559,https://blog.stat.naver.com/blog/article/223529572559/cv,https://blog.stat.naver.com/m/blog/article/223529572559/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.8.1 6:00오후
2024-08-01,diastema 레진 과정,1,'이 사이가 벌어졌어요.'  오산동 치과 레진 당일 수복 증례 (앞니 다이아스테마_Diastema),http://blog.naver.com/elza79/223133332263,https://blog.stat.naver.com/blog/article/223133332263/cv,https://blog.stat.naver.com/m/blog/article/223133332263/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2023.6.20 7:57오전
2024-06-01,endo 과정,1,"동탄역 치과 금(crack)이 간 어금니, 신경치료 (endo) 기간 및 과정에 대한 글",http://blog.naver.com/elza79/223340074448,https://blog.stat.naver.com/blog/article/223340074448/cv,https://blog.stat.naver.com/m/blog/article/223340074448/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.2.1 7:44오전
2024-06-01,endo 과정,1,"[보존] Endo_재료,과정,주의사항",http://blog.naver.com/dental_yuu/223346349820,https://blog.stat.naver.com/blog/article/223346349820/cv,https://blog.stat.naver.com/m/blog/article/223346349820/cv,,,,
2024-06-01,endo 과정,3,40대 남성 어금니 실금 으로 인한 치아 통증 및 염증.. 조기에 잡아내지 못해 진행한 플러스덴 치과 신경치료(endo) 과정 (+비용은 얼마?),http://blog.naver.com/joecha87/223166648018,https://blog.stat.naver.com/blog/article/223166648018/cv,https://blog.stat.naver.com/m/blog/article/223166648018/cv,,,,
2024-06-01,endo 과정,2,월계동치과 근관치료(endo)과정 치아 신경치료 중 통증 발생 원인,http://blog.naver.com/smile1110h/223397232000,https://blog.stat.naver.com/blog/article/223397232000/cv,https://blog.stat.naver.com/m/blog/article/223397232000/cv,,,,
2024-06-01,endo 과정,4,endo 신경치료 1일차 정리 _치과위생사,http://blog.naver.com/joeunsori0917/223421539525,https://blog.stat.naver.com/blog/article/223421539525/cv,https://blog.stat.naver.com/m/blog/article/223421539525/cv,,,,
2024-07-01,endo 과정,2,신경치료(endo),http://blog.naver.com/ssuya2017/223491366791,https://blog.stat.naver.com/blog/article/223491366791/cv,https://blog.stat.naver.com/m/blog/article/223491366791/cv,,,,
2024-07-01,endo 과정,3,월계동치과 근관치료(endo)과정 치아 신경치료 중 통증 발생 원인,http://blog.naver.com/smile1110h/223397232000,https://blog.stat.naver.com/blog/article/223397232000/cv,https://blog.stat.naver.com/m/blog/article/223397232000/cv,,,,
2024-07-01,endo 과정,4,40대 남성 어금니 실금 으로 인한 치아 통증 및 염증.. 조기에 잡아내지 못해 진행한 플러스덴 치과 신경치료(endo) 과정 (+비용은 얼마?),http://blog.naver.com/joecha87/223166648018,https://blog.stat.naver.com/blog/article/223166648018/cv,https://blog.stat.naver.com/m/blog/article/223166648018/cv,,,,
2024-07-01,endo 과정,1,"[보존] Endo_재료,과정,주의사항",http://blog.naver.com/dental_yuu/223346349820,https://blog.stat.naver.com/blog/article/223346349820/cv,https://blog.stat.naver.com/m/blog/article/223346349820/cv,,,,
2024-07-01,endo 과정,1,"동탄역 치과 금(crack)이 간 어금니, 신경치료 (endo) 기간 및 과정에 대한 글",http://blog.naver.com/elza79/223340074448,https://blog.stat.naver.com/blog/article/223340074448/cv,https://blog.stat.naver.com/m/blog/article/223340074448/cv,checked,4,치과보존과 전문의 윤민정의 임상 기록,2024.2.1 7:44오전
2024-10-01,endo 부근관,1,"동탄역 치과 ""신경치료받았던 치아가 다시 아파요"" 부근관 발견 및 치료 성공 사례",http://blog.naver.com/elza79/223269940028,https://blog.stat.naver.com/blog/article/223269940028/cv,https://blog.stat.naver.com/m/blog/article/223269940028/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2023.11.21 2:53오전
2024-09-01,IARPD,1,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",http://blog.naver.com/elza79/223486986872,https://blog.stat.naver.com/blog/article/223486986872/cv,https://blog.stat.naver.com/m/blog/article/223486986872/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.6.22 2:44오전
2024-09-01,IARPD,2,수유역임플란트치과에서 추천하는 가성비 임플란트 IARPD,http://blog.naver.com/minplus4/223394761477,https://blog.stat.naver.com/blog/article/223394761477/cv,https://blog.stat.naver.com/m/blog/article/223394761477/cv,,,,
2024-09-01,IARPD,3,임플란트틀니 부분틀니 융합치료(IARPD: Implant Assisted Removable Partial Denture),http://blog.naver.com/dentist_son/223494017066,https://blog.stat.naver.com/blog/article/223494017066/cv,https://blog.stat.naver.com/m/blog/article/223494017066/cv,,,,
2024-09-01,IARPD,1,[치과꿀팁] 건강보험 최대로 적용 가능한 전체 임플란트 : IARPD,http://blog.naver.com/dental_sajeon/223510436243,https://blog.stat.naver.com/blog/article/223510436243/cv,https://blog.stat.naver.com/m/blog/article/223510436243/cv,,,,
2024-06-01,iarpd,1,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",http://blog.naver.com/elza79/223486986872,https://blog.stat.naver.com/blog/article/223486986872/cv,https://blog.stat.naver.com/m/blog/article/223486986872/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.6.22 2:44오전
2024-06-01,iarpd,2,책거리 - [IARPD 쉽게 도전하기],http://blog.naver.com/omskhs/223343448123,https://blog.stat.naver.com/blog/article/223343448123/cv,https://blog.stat.naver.com/m/blog/article/223343448123/cv,,,,
2024-06-01,iarpd,4,"보라매 치과 ""돈은 없는데 틀니가 자꾸 벗겨져요"" 극한의 가성비 임플란트 IARPD",http://blog.naver.com/ejprinces321/223359285640,https://blog.stat.naver.com/blog/article/223359285640/cv,https://blog.stat.naver.com/m/blog/article/223359285640/cv,,,,
2024-06-01,iarpd,6,IARPD,http://blog.naver.com/ruralddskim/223282587467,https://blog.stat.naver.com/blog/article/223282587467/cv,https://blog.stat.naver.com/m/blog/article/223282587467/cv,,,,
2024-06-01,iarpd,5,"송파치과 Implant Assisted RPD (IARPD, 상악 임플란트 지지틀니)",http://blog.naver.com/gsuf4525/223070188126,https://blog.stat.naver.com/blog/article/223070188126/cv,https://blog.stat.naver.com/m/blog/article/223070188126/cv,,,,
2024-06-01,iarpd,1,수유역임플란트치과에서 추천하는 가성비 임플란트 IARPD,http://blog.naver.com/minplus4/223394761477,https://blog.stat.naver.com/blog/article/223394761477/cv,https://blog.stat.naver.com/m/blog/article/223394761477/cv,,,,
2024-09-01,iarpd,1,[치과꿀팁] 건강보험 최대로 적용 가능한 전체 임플란트 : IARPD,http://blog.naver.com/dental_sajeon/223510436243,https://blog.stat.naver.com/blog/article/223510436243/cv,https://blog.stat.naver.com/m/blog/article/223510436243/cv,,,,
2024-09-01,iarpd,2,수유역임플란트치과에서 추천하는 가성비 임플란트 IARPD,http://blog.naver.com/minplus4/223394761477,https://blog.stat.naver.com/blog/article/223394761477/cv,https://blog.stat.naver.com/m/blog/article/223394761477/cv,,,,
2024-09-01,iarpd,4,임플란트틀니 부분틀니 융합치료(IARPD: Implant Assisted Removable Partial Denture),http://blog.naver.com/dentist_son/223494017066,https://blog.stat.naver.com/blog/article/223494017066/cv,https://blog.stat.naver.com/m/blog/article/223494017066/cv,,,,
2024-09-01,iarpd,1,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",http://blog.naver.com/elza79/223486986872,https://blog.stat.naver.com/blog/article/223486986872/cv,https://blog.stat.naver.com/m/blog/article/223486986872/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.6.22 2:44오전
2025-01-01,iarpd,1,[치과꿀팁] 건강보험 최대로 적용 가능한 전체 임플란트 : IARPD,http://blog.naver.com/dental_sajeon/223510436243,https://blog.stat.naver.com/blog/article/223510436243/cv,https://blog.stat.naver.com/m/blog/article/223510436243/cv,,,,
2025-01-01,iarpd,2,수원정자동틀니 ‘임플란트+부분틀니’ (IARPD) 케이스,http://blog.naver.com/jinsimplant/223677143285,https://blog.stat.naver.com/blog/article/223677143285/cv,https://blog.stat.naver.com/m/blog/article/223677143285/cv,,,,
2025-01-01,iarpd,3,"[창원 남양동 임플란트] 임플란트 틀니, IARPD, 발치 즉시 임플란트",http://blog.naver.com/yoondentalclinic/223688364608,https://blog.stat.naver.com/blog/article/223688364608/cv,https://blog.stat.naver.com/m/blog/article/223688364608/cv,,,,
2025-01-01,iarpd,4,"전주중앙동치과, 개인 맞춤 임플란트 식립(Feat. IARPD)",http://blog.naver.com/ondentalhop/223633285141,https://blog.stat.naver.com/blog/article/223633285141/cv,https://blog.stat.naver.com/m/blog/article/223633285141/cv,,,,
2025-01-01,iarpd,1,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",http://blog.naver.com/elza79/223486986872,https://blog.stat.naver.com/blog/article/223486986872/cv,https://blog.stat.naver.com/m/blog/article/223486986872/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.6.22 2:44오전
2025-04-01,iarpd,1,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",http://blog.naver.com/elza79/223486986872,https://blog.stat.naver.com/blog/article/223486986872/cv,https://blog.stat.naver.com/m/blog/article/223486986872/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.6.22 2:44오전
2025-04-01,iarpd,2,"보라매 치과 ""돈은 없는데 틀니가 자꾸 벗겨져요"" 극한의 가성비 임플란트 IARPD",http://blog.naver.com/ejprinces321/223359285640,https://blog.stat.naver.com/blog/article/223359285640/cv,https://blog.stat.naver.com/m/blog/article/223359285640/cv,,,,
2025-04-01,iarpd,1,수원정자동틀니 ‘임플란트+부분틀니’ (IARPD) 케이스,http://blog.naver.com/jinsimplant/223677143285,https://blog.stat.naver.com/blog/article/223677143285/cv,https://blog.stat.naver.com/m/blog/article/223677143285/cv,,,,
2024-06-01,intrusion,1,이가 안으로 들어가는 '함입 외상 (Intrusion injury)' 화성 치과 신경치료로 신경 및 혈관 손상 개선,http://blog.naver.com/elza79/223357699582,https://blog.stat.naver.com/blog/article/223357699582/cv,https://blog.stat.naver.com/m/blog/article/223357699582/cv,checked,6,치과보존과 전문의 윤민정의 임상 기록,2024.2.19 8:20오전
2024-06-01,intrusion,3,이가 안으로 들어가는 '함입 외상 (Intrusion injury)' 화성 치과 신경치료로 신경 및 혈관 손상 개선,http://blog.naver.com/elza79/223357699582,https://blog.stat.naver.com/blog/article/223357699582/cv,https://blog.stat.naver.com/m/blog/article/223357699582/cv,checked,,,
2024-06-01,intrusion,2,반포동 치과 Intrusion TPA를 사용한 전치부 돌출 및 구치부 압하 개선,http://blog.naver.com/orthopia/223445768223,https://blog.stat.naver.com/blog/article/223445768223/cv,https://blog.stat.naver.com/m/blog/article/223445768223/cv,,,,
2024-06-01,intrusion,1,"아산교정치과추천, 치아 정출 어금니 intrusion(압하) 교정치료 증례 소개",http://blog.naver.com/digitaltop-/223478124198,https://blog.stat.naver.com/blog/article/223478124198/cv,https://blog.stat.naver.com/m/blog/article/223478124198/cv,,,,
2024-07-01,intrusion,1,"아산교정치과추천, 치아 정출 어금니 intrusion(압하) 교정치료 증례 소개",http://blog.naver.com/digitaltop-/223478124198,https://blog.stat.naver.com/blog/article/223478124198/cv,https://blog.stat.naver.com/m/blog/article/223478124198/cv,,,,
2024-07-01,intrusion,1,이가 안으로 들어가는 '함입 외상 (Intrusion injury)' 화성 치과 신경치료로 신경 및 혈관 손상 개선,http://blog.naver.com/elza79/223357699582,https://blog.stat.naver.com/blog/article/223357699582/cv,https://blog.stat.naver.com/m/blog/article/223357699582/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2024.2.19 8:20오전
2024-07-01,intrusion,2,넷플릭스 스릴러 영화 침입자(Intrusion) 평점 결말 / 훤히 들여다보이는 범인과 스토리 킬링타임 영화,http://blog.naver.com/goldstar10041/222977424533,https://blog.stat.naver.com/blog/article/222977424533/cv,https://blog.stat.naver.com/m/blog/article/222977424533/cv,,,,
2024-08-01,intrusion,1,이가 안으로 들어가는 '함입 외상 (Intrusion injury)' 화성 치과 신경치료로 신경 및 혈관 손상 개선,http://blog.naver.com/elza79/223357699582,https://blog.stat.naver.com/blog/article/223357699582/cv,https://blog.stat.naver.com/m/blog/article/223357699582/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.2.19 8:20오전
2024-08-01,intrusion,2,넷플릭스 스릴러 영화 침입자(Intrusion) 평점 결말 / 훤히 들여다보이는 범인과 스토리 킬링타임 영화,http://blog.naver.com/goldstar10041/222977424533,https://blog.stat.naver.com/blog/article/222977424533/cv,https://blog.stat.naver.com/m/blog/article/222977424533/cv,,,,
2024-08-01,intrusion,4,"아산교정치과추천, 치아 정출 어금니 intrusion(압하) 교정치료 증례 소개",http://blog.naver.com/digitaltop-/223478124198,https://blog.stat.naver.com/blog/article/223478124198/cv,https://blog.stat.naver.com/m/blog/article/223478124198/cv,,,,
2024-08-01,intrusion,1,"외상 : 치아함입(Intrusion), 치조골 골절",http://blog.naver.com/dent_khang/223524124773,https://blog.stat.naver.com/blog/article/223524124773/cv,https://blog.stat.naver.com/m/blog/article/223524124773/cv,,,,
2024-08-01,intrusion,3,"부딪혀서 치아가 옆으로 회전했어요. 치아가 밑으로 들어갔어요. 어떻게 해야 하나요? - 측방탈구(Lateral luxation), 함입(Intrusion)",http://blog.naver.com/gundentalclinic/223404325770,https://blog.stat.naver.com/blog/article/223404325770/cv,https://blog.stat.naver.com/m/blog/article/223404325770/cv,,,,
2024-08-01,intrusion,5,반포동 치과 Intrusion TPA를 사용한 전치부 돌출 및 구치부 압하 개선,http://blog.naver.com/orthopia/223445768223,https://blog.stat.naver.com/blog/article/223445768223/cv,https://blog.stat.naver.com/m/blog/article/223445768223/cv,,,,
2024-09-01,intrusion,2,넷플릭스 스릴러 영화 침입자(Intrusion) 평점 결말 / 훤히 들여다보이는 범인과 스토리 킬링타임 영화,http://blog.naver.com/goldstar10041/222977424533,https://blog.stat.naver.com/blog/article/222977424533/cv,https://blog.stat.naver.com/m/blog/article/222977424533/cv,,,,
2024-09-01,intrusion,5,반포동 치과 Intrusion TPA를 사용한 전치부 돌출 및 구치부 압하 개선,http://blog.naver.com/orthopia/223445768223,https://blog.stat.naver.com/blog/article/223445768223/cv,https://blog.stat.naver.com/m/blog/article/223445768223/cv,,,,
