rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
15,1,1,연세윤손치과의원,724,464,0.33134,0.332493,0.479158,1.142991,1,2,0.000702,0.001847,0.000404
16,2,3,더새로운치과의원,721,1738,0.33134,0.329017,0.478895,1.139252,-,62,0.000702,-0.024589,-0.001591
17,0,2,연세바로치과교정과치과의원,1401,57,0.33134,0.321593,0.478335,1.131268,3,-,0.000702,0.003064,0.000496
18,0,2,마이플란트치과의원 동탄,400,717,0.33134,0.31632,0.477937,1.125597,-,-,0.000702,0.002463,0.000451
19,0,2,동탄아이소망치과소아치과의원,777,739,0.33134,0.311625,0.477583,1.120548,15,-,0.000702,-0.001527,0.00015
20,11,1,바른이턱치과의원 동탄점,686,995,0.33134,0.308851,0.477373,1.117564,2,45,0.000702,0.036254,0.003001
21,1,3,동탄CL치과의원,1003,66,0.33134,0.308172,0.477322,1.116834,3,-,0.000702,0.008653,0.000918
22,0,2,연세선이고은치과의원,503,531,0.33134,0.299851,0.476694,1.107885,-,1,0.000702,0.00737,0.000821
23,2,3,내이튼치과의원,357,267,0.33134,0.294222,0.476269,1.101831,1,-,0.000702,-0.002877,0.000047
24,2,1,첫번째치과의원,580,195,0.33134,0.29101,0.476027,1.098377,1,-,0.000702,0.006601,0.000763
25,1,3,동탄역예나치과교정과치과의원,603,184,0.33134,0.290212,0.475967,1.097519,9,3,0.000702,0.003688,0.000543
26,1,1,서울아이미래치과의원,217,68,0.33134,0.290179,0.475964,1.097483,-,-,0.000702,0.007513,0.000832
27,2,3,로덴치과의원,507,17,0.331294,0.289199,0.475873,1.096366,-1,-,0.000702,0.00427,0.000587
28,5,1,디유치과의원,1033,569,0.33134,0.398348,0.475566,1.205254,7,102,0.000702,0.013603,0.001292
29,6,3,동탄365바름치과의원,461,497,0.33134,0.282859,0.475412,1.089611,4,-2,0.000702,-0.004866,-0.000102
30,2,3,벗치과의원,269,1104,0.33134,0.282481,0.475383,1.089204,-,-,0.000702,0.001489,0.000377
31,2,3,동탄꿈의치과의원,481,345,0.33134,0.279956,0.475193,1.086489,1,-,0.000702,-0.000796,0.000205
32,2,3,꿈꾸는 소아치과의원,399,17,0.33134,0.273964,0.474741,1.080045,1,-,0.000702,-0.00119,0.000176
33,4,1,미래꿈나무쥬니어치과의원,287,34,0.331294,0.273917,0.47472,1.079931,-,-,0.000702,0.011626,0.001143
34,5,1,서울키즈치과의원,280,22,0.33134,0.270654,0.474491,1.076485,-,-,0.000702,0.01001,0.001021
35,3,1,메타폴리스치과의원,704,19,0.33134,0.268795,0.47435,1.074485,6,2,0.000702,0.007796,0.000853
36,8,1,동탄서울에스치과의원,764,42,0.33134,0.267427,0.474247,1.073014,-,-,0.000702,0.012049,0.001174
37,1,3,동탄어린이치과의원,356,13,0.33134,0.266525,0.474179,1.072044,1,-,0.000702,0.001802,0.000401
38,6,3,동탄연세원구강악안면외과치과의원,665,340,0.33134,0.265469,0.474099,1.070908,2,-,0.000702,-0.00603,-0.000191
39,3,1,서울라미플란트치과교정과치과의원,1249,545,0.33134,0.263588,0.473957,1.068885,-,-,0.000702,0.006732,0.000773
40,14,1,서울안지연치과교정과치과의원,281,159,0.33134,0.25968,0.473662,1.064682,-,-,0.000702,0.018637,0.001671
41,7,3,동탄스타치과의원,409,62,0.33134,0.259076,0.473617,1.064033,1,-,0.000702,-0.006801,-0.000248
42,4,1,삼성바른치과의원,287,293,0.33134,0.258031,0.473538,1.062909,-,-,0.000702,0.005095,0.000649
43,3,3,올봄플란트치과의원,611,96,0.33134,0.256751,0.473441,1.061532,-,-,0.000702,-0.002628,0.000066
44,9,3,이루다치과의원,1069,108,0.33134,0.254644,0.473282,1.059266,3,1,0.000702,-0.011139,-0.000576
45,2,3,예나치과교정과치과의원,765,341,0.33134,0.254434,0.473267,1.059041,3,1,0.000702,-0.00101,0.000189
46,5,3,코코치과교정과치과의원,335,146,0.33134,0.252782,0.473142,1.057264,4,-,0.000702,-0.005585,-0.000156
47,2,1,든든한치과의원,464,222,0.331294,0.249776,0.472898,1.053968,3,-,0.000702,0.002227,0.000433
48,7,1,에코플러스치과의원,308,252,0.33134,0.248872,0.472847,1.053059,-,-153,0.000702,0.009361,0.000972
49,1,1,선키스트치과의원,245,180,0.33134,0.254693,0.47283,1.058863,1,-,0.000702,0.002827,0.000478
50,2,3,연세프렌즈치과의원,380,82,0.33134,0.248471,0.472816,1.052627,1,-,0.000702,0.000177,0.000278
51,6,3,정이든치과의원,221,6,0.33134,0.248363,0.472808,1.052511,-,-,0.000702,-0.004686,-0.000089
52,0,2,스마일온치과보철과치과의원,593,29,0.331294,0.248368,0.472791,1.052453,-,-,0.000702,0.005725,0.000697
53,6,3,동탄365나무치과의원,179,10,0.331294,0.245697,0.47259,1.049581,-,-,0.000702,-0.004535,-0.000077
54,4,1,365서울차오름치과의원,451,56,0.33134,0.244665,0.472529,1.048534,-,1,0.000702,0.007628,0.00084
55,4,1,착한미소치과의원,790,852,0.33134,0.244224,0.472496,1.04806,6,3,0.000702,0.007413,0.000824
56,12,1,아름다운턱치과의원,356,9,0.331294,0.240427,0.472192,1.043913,2,-,0.000702,0.012351,0.001197
57,6,3,키즈엔젤치과의원,70,7,0.33134,0.239736,0.472157,1.043233,-,-,0.000702,-0.003189,0.000024
58,5,3,동탄키즈사랑소아치과의원,180,7,0.33134,0.239203,0.472117,1.04266,1,-,0.000702,-0.001898,0.000122
59,3,1,행복을심는치과의원,272,7,0.33134,0.237813,0.472012,1.041165,-,-,0.000702,0.004769,0.000625
60,3,3,아는치과의원,291,832,0.33134,0.236796,0.471935,1.040071,1,-,0.000702,-0.00138,0.00016
61,1,3,동탄미소치과의원,389,8,0.331294,0.236514,0.471897,1.039705,2,-,0.000702,0.002107,0.000424
62,9,1,동탄연세세브란스치과의원,731,288,0.33134,0.236264,0.471895,1.039499,-,2,0.000702,0.013966,0.001319
63,2,3,유디치과의원 동탄점,412,21,0.33134,0.235876,0.471866,1.039082,-,-,0.000702,0.001987,0.000415
64,0,2,경승현치과 교정과 치과의원 동탄,308,434,0.33134,0.233164,0.471661,1.036165,2,3,0.000702,0.002576,0.000459
65,9,3,동탄탑치과의원,349,16,0.33134,0.232182,0.471587,1.035109,-,-,0.000702,-0.00693,-0.000258
66,6,1,닥터스마일치과의원,257,7,0.331294,0.228707,0.471308,1.031309,-,-,0.000702,0.006353,0.000745
67,2,3,동탄뉴욕치과의원,367,23,0.331294,0.227869,0.471244,1.030407,2,-,0.000702,-0.002522,0.000074
68,1,1,캠프나인치과의원,91,7,0.33134,0.227488,0.471233,1.030061,-,-,0.000702,0.001665,0.000391
69,2,3,미소자인교정치과의원,226,1042,0.33134,0.225339,0.471071,1.02775,-,1,0.000702,-0.002665,0.000064
70,3,1,이플러스구강악안면외과치과의원,109,5,0.33134,0.22349,0.470931,1.025761,1,-,0.000702,0.002959,0.000488
71,6,1,아름다운치과의원,344,4,0.33134,0.222905,0.470887,1.025132,-,-,0.000702,0.006834,0.000781
72,16,1,올치과의원,175,153,0.331294,0.222983,0.470876,1.025153,-,-,0.000702,0.018121,0.001633
73,7,3,더튼튼치과의원,112,487,0.33134,0.222633,0.470867,1.02484,1,-,0.000702,-0.007267,-0.000283
74,16,1,오산본플란트치과의원,1737,2795,0.33134,0.472325,0.470781,1.274446,1,100,0.000702,0.017246,0.001567
75,5,1,레이크치과의원,203,2,0.33134,0.219496,0.47063,1.021466,2,-,0.000702,0.004719,0.000621
76,13,3,동탄호수참조은치과의원,177,154,0.33134,0.218051,0.470521,1.019912,-,-,0.000702,-0.014695,-0.000844
77,8,1,동탄아는치과의원,170,284,0.33134,0.218018,0.470518,1.019876,1,-,0.000702,0.009653,0.000993
78,8,3,나노치과의원,518,62,0.33134,0.217641,0.47049,1.019471,-,-,0.000702,-0.006363,-0.000215
79,4,3,더사랑치과의원,356,128,0.33134,0.216253,0.470385,1.017978,-,-,0.000702,-0.001831,0.000127
80,1,3,오아시스치과의원,328,395,0.33134,0.216066,0.470371,1.017777,1,1,0.000702,0.000758,0.000322
81,12,1,스마트치과의원,145,2,0.331294,0.213673,0.470173,1.01514,-,-,0.000702,0.013667,0.001296
82,12,1,당신을위한치과의원,166,2,0.331294,0.213382,0.470151,1.014827,-,-,0.000702,0.013809,0.001307
83,9,3,서울리온치과의원,45,1,0.33134,0.212224,0.470081,1.013645,-,-,0.000702,-0.006387,-0.000217
84,2,3,동탄온가족치과의원,331,59,0.33134,0.211876,0.470055,1.013271,-,-,0.000702,0.001335,0.000366
85,1,3,동탄 이편한 치과의원,259,8,0.33134,0.210254,0.469932,1.011526,1,-,0.000702,0.001588,0.000385
86,14,1,동탄안심치과의원,258,497,0.33134,0.209429,0.46987,1.010639,-,-,0.000702,0.013969,0.001319
87,4,3,그랑플란트치과의원,215,55,0.33134,0.208776,0.469821,1.009937,4,-,0.000702,-0.000647,0.000216
88,3,1,동탄가온치과의원,371,50,0.33134,0.208373,0.46979,1.009503,-,-,0.000702,0.006222,0.000734
89,13,3,병점홍치과의원,197,2,0.33134,0.20767,0.469737,1.008747,1,-,0.000702,-0.009387,-0.000444
90,5,1,이가편한치과의원,158,7,0.331294,0.206695,0.469646,1.007635,-,-,0.000702,0.008261,0.000888
91,4,3,더바른치과의원,98,2,0.33134,0.205216,0.469552,1.006108,-,-,0.000702,-0.001415,0.000158
92,11,3,동탄아이비치과의원,312,1,0.331294,0.20505,0.469522,1.005866,-,-,0.000702,-0.006091,-0.000195
93,4,3,동탄퍼스트치과의원,173,0,0.33134,0.204447,0.469494,1.005281,-,-,0.000702,0.000014,0.000266
94,11,1,동탄연세미소치과의원,481,4,0.331294,0.204184,0.469457,1.004935,-,-,0.000702,0.0163,0.001495
95,2,1,연세다건치과의원,297,1,0.331294,0.204108,0.469451,1.004853,5,-,0.000702,0.007121,0.000802
96,3,1,서울두리치과의원,245,2,0.33134,0.202232,0.469327,1.002899,-,-,0.000702,0.006588,0.000762
97,5,3,베스트치과의원,224,1,0.33134,0.201415,0.469265,1.00202,1,-,0.000702,-0.000443,0.000231
98,0,2,서울웰치과의원,291,4,0.331294,0.19871,0.469044,0.999048,-,-,0.000702,0.002487,0.000453
99,5,1,이미지치과의원,157,254,0.33134,0.198027,0.469009,0.998376,-,-1,0.000702,0.008599,0.000913
100,4,3,아이끌림치과의원,552,73,0.33134,0.197468,0.468967,0.997775,3,-,0.000702,-0.000694,0.000212
101,15,3,동탄바른이치과의원,44,89,0.33134,0.197432,0.468965,0.997737,-,-,0.000702,-0.009997,-0.000489
102,24,3,동탄다정치과의원,194,41,0.33134,0.196822,0.468918,0.99708,-,-,0.000702,-0.018993,-0.001169
103,0,2,서울삼성치과교정과치과의원,155,21,0.33134,0.194251,0.468724,0.994315,-,-,0.000702,0.00431,0.00059
104,3,1,예인치과의원,384,4,0.331294,0.193667,0.468663,0.993624,1,-,0.000702,0.006593,0.000762
105,3,3,동탄서울리더스치과의원,74,4,0.33134,0.19192,0.468548,0.991808,-,-,0.000702,0.000061,0.000269
106,16,1,이플치과의원,142,3,0.331294,0.192004,0.468538,0.991836,-,-,0.000702,0.019016,0.0017
107,6,3,동탄에이스치과의원,456,53,0.33134,0.191235,0.468497,0.991072,-,-,0.000702,-0.00303,0.000036
108,0,2,동탄예치과의원,436,372,0.33134,0.189534,0.468368,0.989242,1,2,0.000702,0.003003,0.000491
109,16,1,굿모닝치과의원,75,8,0.331294,0.189374,0.468339,0.989007,-,-,0.000702,0.021084,0.001856
110,1,1,킴스치과의원,345,507,0.33134,0.188822,0.468315,0.988477,1,-,0.000702,0.004972,0.00064
111,5,3,맑은린치과의원,162,3,0.33134,0.187699,0.46823,0.987269,-,-,0.000702,0.000181,0.000279
112,9,1,병점수치과의원,95,329,0.33134,0.186708,0.468155,0.986203,-,-,0.000702,0.012013,0.001171
113,3,3,박영준치과의원,108,274,0.33134,0.185255,0.468045,0.98464,-,-,0.000702,0.000274,0.000285
114,12,1,가나팀치과의원,141,3,0.33134,0.184985,0.468025,0.98435,-,-,0.000702,0.017257,0.001567
115,4,1,행복한치과의원,132,3,0.331294,0.184563,0.467976,0.983833,-,-,0.000702,0.008189,0.000883
116,4,3,연세위더스치과의원,169,3,0.33134,0.182614,0.467846,0.9818,-,-,0.000702,-0.000628,0.000217
117,1,3,정현치과의원,139,1,0.33134,0.181349,0.467751,0.98044,-,-,0.000702,0.002507,0.000454
118,5,3,서연치과의원,127,2,0.33134,0.181063,0.467729,0.980132,-,-,0.000702,-0.001432,0.000157
119,1,3,닥터김산치과의원,445,126,0.331294,0.177311,0.467429,0.976034,-,1,0.000702,-0.000256,0.000246
120,0,2,서울팀치과의원,288,0,0.33134,0.175673,0.467322,0.974335,-,-,0.000702,0.000973,0.000338
121,7,3,동탄본치과의원,149,7,0.33134,0.174895,0.467264,0.973499,-,-,0.000702,-0.004191,-0.000051
122,13,3,365스마일치과,33,22,0.33134,0.173009,0.467121,0.97147,-,-,0.000702,-0.012115,-0.00065
123,7,1,하이치과의원,57,9,0.331294,0.170334,0.466902,0.96853,-,-,0.000702,0.008492,0.000906
124,9,3,서울이로움치과의원,134,40,0.33134,0.169884,0.466885,0.968109,-,-,0.000702,-0.009134,-0.000425
125,11,1,우리치과의원,268,1,0.331294,0.168651,0.466775,0.96672,-,-,0.000702,0.019774,0.001757
126,5,1,동탄휴치과의원,75,1,0.33134,0.167517,0.466707,0.965564,-,-,0.000702,0.006558,0.00076
127,2,1,해든치과의원,86,4,0.33134,0.167019,0.466669,0.965028,-,-,0.000702,0.004485,0.000603
128,11,3,하이웰치과의원,438,92,0.33134,0.165676,0.466568,0.963584,-,-2,0.000702,-0.012899,-0.000708
129,6,3,연세에이스치과의원,109,10,0.33134,0.165602,0.466562,0.963504,-,-,0.000702,-0.00585,-0.000177
130,3,3,화이트덴트치과의원,75,1,0.331294,0.164871,0.46649,0.962655,-,-,0.000702,0.000928,0.000335
131,8,1,동탄미래치과의원,105,5,0.331294,0.164582,0.466468,0.962344,-,-,0.000702,0.021698,0.001902
132,4,3,서울메모리치과의원,35,4,0.331294,0.162127,0.466283,0.959704,6,-,0.000702,-0.001581,0.000146
133,9,3,병점뉴욕치과의원,98,1,0.331294,0.15945,0.466081,0.956825,-,-,0.000702,-0.009613,-0.00046
134,1,1,예손치과의원,100,4,0.331294,0.158145,0.465982,0.955421,-,-,0.000702,0.00838,0.000897
135,3,1,동탄굿모닝치과의원,169,3,0.331294,0.156549,0.465862,0.953705,-,-,0.000702,0.010436,0.001053
136,2,3,아가페치과의원,94,1,0.33134,0.150406,0.465415,0.947161,-,-,0.000702,0.000112,0.000273
137,4,3,미프라임치과의원,72,5,0.331294,0.149131,0.465302,0.945727,-,-,0.000702,-0.004076,-0.000043
138,3,1,동탄샘치과의원,38,3,0.331294,0.1483,0.465239,0.944833,-,-,0.000702,0.01099,0.001094
139,3,1,병점베스트치과의원,44,2,0.331294,0.147761,0.465198,0.944253,-,-,0.000702,0.010652,0.001068
140,3,3,상아치과의원,122,5,0.331294,0.145112,0.464999,0.941405,-,-,0.000702,-0.002732,0.000059
141,2,1,서울유보라치과의원,258,5,0.331294,0.144539,0.464955,0.940788,-,-,0.000702,0.008193,0.000883
142,2,3,메디피움치과의원,2,0,0.331294,0.139196,0.464552,0.935042,-,-,0.000702,-0.002457,0.000079
143,1,1,조앤최서울치과의원,54,0,0.33134,0.13492,0.464247,0.930507,-,-,0.000702,0.000256,0.000285
144,3,1,동탄드림치과의원,28,0,0.331294,0.134288,0.464182,0.929764,-,-,0.000702,0.017381,0.001577
145,13,3,닥터황치과의원,16,0,0.33134,0.131858,0.464016,0.927214,-,-,0.000702,-0.021545,-0.001361
146,0,2,권치과의원,60,2,0.331294,0.128587,0.463751,0.923632,-,-,0.000702,0.005383,0.000671
147,2,3,해맑은치과의원,104,3,0.331294,0.128568,0.46375,0.923612,-,-,0.000702,-0.004415,-0.000068
148,0,2,연세스마일치과의원,228,1,0.33134,0.187113,0.462946,0.981399,-,-,0.000702,0.0163,0.001495
149,0,2,서울늘솜치과의원,550,549,0.33134,0.421322,0.461396,1.214058,1,-95,0.000702,-0.001172,0.000176
150,3,1,조남영치과의원,2,0,0.33134,0.093608,0.461129,0.886077,-,-,0.000702,0.00935,0.000971
151,3,1,의료법인삼성의료재단강북삼성기흥치과의원,55,2,0.331294,0.080486,0.460098,0.871878,-,-,0.000702,-0.000632,0.000217
152,1,3,프라임치과의원,82,3,0.331294,0.146414,0.459931,0.937639,-,-,0.000702,-0.007336,-0.000288
153,1,3,삼성디에스알치과의원,27,0,0.331294,0.077728,0.459913,0.868935,-,-,0.000702,-0.007516,-0.000302
154,1,1,365라온누리치과의원,731,1597,0.33134,0.421375,0.459893,1.212608,16,-24,0.000702,-0.002704,0.000061
155,5,3,새로미치과의원,24,0,0.331294,0.076602,0.459828,0.867724,-,-,0.000702,-0.011457,-0.0006
156,0,2,동탄치과의원,103,7,0.33134,0.076204,0.459815,0.867359,-,-,0.000702,0.003052,0.000495
157,0,2,삼성의료재단 강북삼성화성치과의원,14,0,0.331294,0.065019,0.458954,0.855267,-,-,0.000702,-0.003705,-0.000015
158,0,2,정치과의원,1,1,0.331294,0.052267,0.457991,0.841552,-,-,0.000702,0.020186,0.001788
159,0,2,세교하늘치과의원,364,6,0.33134,0.240339,0.45328,1.024959,-,-,0.000702,0.007359,0.000821
160,1,1,세교아이들치과의원,429,10,0.33134,0.282342,0.451978,1.06566,-,-,0.000702,0.009524,0.000983
161,1,3,새이로치과의원,156,47,0.33134,0.238643,0.451633,1.021616,-,-,0.000702,-0.000759,0.000208
162,0,2,한스치과의원,169,2,0.33134,0.207684,0.451541,0.990565,-,-,0.000702,0.00416,0.000579
163,0,2,메트로치과의원,205,3,0.331294,0.197897,0.4513,0.980491,-,-,0.000702,0.005678,0.000693
164,1,1,박하치과의원,438,6,0.331294,0.255127,0.44993,1.036351,-,-,0.000702,0.013654,0.001295
165,1,3,바른이치과의원,83,2,0.331294,0.144314,0.449908,0.925516,1,-,0.000702,0.003942,0.000562
166,0,2,서울웰치과의원,135,4,0.33134,0.192521,0.448152,0.972013,-,-,0.000702,0.001479,0.000377
167,0,2,탑치과의원,105,47,0.33134,0.199944,0.447953,0.979237,-,-,0.000702,0.003127,0.000501
168,2,1,오르다치과의원,642,204,0.331294,0.216472,0.447213,0.994979,-,-,0.000702,0.001908,0.000409
169,1,3,세교플러스치과의원,152,0,0.331294,0.169792,0.447145,0.948231,-,-,0.000702,-0.001897,0.000122
170,1,1,오산디에스치과의원,566,104,0.33134,0.262268,0.446989,1.040597,8,-4,0.000702,0.004662,0.000617
171,2,3,세교미소치과의원,192,3,0.331294,0.177594,0.446504,0.955392,-,-,0.000702,-0.008965,-0.000411
172,0,2,더365바른치과의원,90,401,0.33134,0.274738,0.446237,1.052315,2,1,0.000702,0.003359,0.000519
173,2,1,나무가있는치과의원,22,1,0.331294,0.110609,0.446056,0.887959,-,-,0.000702,0.008184,0.000883
174,1,3,삼성플란트치과의원,196,2,0.33134,0.178425,0.445909,0.955674,-,-,0.000702,0.003577,0.000535
175,1,1,서천프라임치과의원,188,8,0.33134,0.182335,0.445672,0.959347,-,-,0.000702,0.007722,0.000847
176,2,3,세교엘리트치과의원,205,20,0.33134,0.174679,0.445598,0.951617,-,-,0.000702,0.001409,0.000371
177,0,2,스마일치과,15,4,0.331294,0.105865,0.445253,0.882412,-,-,0.000702,0.003705,0.000544
178,0,2,서울버팀치과의원 오산,540,4479,0.33134,0.440252,0.443018,1.21461,4,115,0.000702,-0.009255,-0.000433
179,0,2,그리던소아치과의원,454,104,0.33134,0.263172,0.441557,1.036069,24,6,0.000702,0.001422,0.000372
180,2,1,신영통튼튼이치과의원,477,73,0.33134,0.238994,0.441071,1.011405,-1,1,0.000702,0.009485,0.000981
181,0,2,오색치과의원,211,1380,0.33134,0.460948,0.44022,1.232508,-,51,0.000702,-0.00293,0.000044
182,1,1,세교퍼스트치과의원,60,0,0.33134,0.148178,0.44013,0.919648,-,-,0.000702,0.010573,0.001063
183,2,1,햇살좋은치과의원,498,1809,0.33134,0.402011,0.439364,1.172715,-8,-3,0.000702,0.007288,0.000815
184,4,3,삼성서울치과의원,1587,1642,0.33134,0.401208,0.439326,1.171874,8,1,0.000702,-0.014958,-0.000864
185,1,3,유앤이치과의원 오산점,442,2103,0.33134,0.413626,0.439235,1.184201,-,-36,0.000702,0.004936,0.000638
186,0,2,스마일치과의원,70,2,0.331294,0.12231,0.436703,0.890307,-,-,0.000702,-0.001149,0.000179
187,0,2,신영통연세치과의원,663,19,0.33134,0.26274,0.435887,1.029967,-1,-,0.000702,-0.003972,-0.000035
188,0,2,서울수려한치과의원,639,3141,0.33134,0.405304,0.435269,1.171913,10,-54,0.000702,0.000432,0.000297
189,0,2,미서울치과의원,63,3,0.331294,0.139597,0.435089,0.90598,-,-,0.000702,0.002421,0.000448
190,0,2,곰플란트치과의원,391,963,0.33134,0.412852,0.434453,1.178645,5,159,0.000702,0.003149,0.000503
191,0,2,서울샤치과교정과치과의원,541,134,0.33134,0.313348,0.432376,1.077064,-,-,0.000702,-0.001271,0.000169
192,1,1,튼튼치과의원,20,6,0.331294,0.230925,0.432216,0.994435,-,-,0.000702,0.0058,0.000703
193,1,3,행복을주는치과의원,158,212,0.331294,0.326123,0.432161,1.089578,-,-,0.000702,0.003211,0.000507
194,0,2,베일러연합치과의원,226,11,0.331294,0.198854,0.431116,0.961264,-,-,0.000702,-0.006138,-0.000198
195,0,2,와이치과의원,178,26,0.33134,0.213064,0.42988,0.974284,1,-,0.000702,0.004117,0.000576
196,1,1,그린치과의원,70,2,0.331294,0.143146,0.429281,0.903721,-,-,0.000702,0.014039,0.001325
197,1,3,이포유치과의원 오산점,667,1349,0.33134,0.415646,0.429071,1.176057,1,73,0.000702,0.002707,0.000469
198,1,1,네이버치과의원,168,1,0.331294,0.202,0.427788,0.961082,-,-,0.000702,0.004985,0.000641
199,1,1,탑실피오레치과의원,41,0,0.331294,0.154735,0.427679,0.913708,-,-,0.000702,0.005299,0.000665
200,2,1,더라인치과의원,84,247,0.331294,0.207171,0.427325,0.96579,-,1,0.000702,0.006283,0.000739
201,3,3,서울아름다운치과의원,165,58,0.33134,0.230745,0.427074,0.989159,-,-,0.000702,-0.009464,-0.000449
202,1,3,늘푸른치과의원,40,2,0.33134,0.13355,0.426712,0.891602,-,-,0.000702,-0.001867,0.000124
203,0,2,공룡치과의원 오산시청,509,82,0.33134,0.208492,0.426023,0.965855,11,1,0.000702,0.00287,0.000481
204,1,1,애플치과의원,545,20,0.331294,0.216303,0.425668,0.973265,-,-,0.000702,0.001647,0.000389
205,1,3,평화치과의원,252,3,0.331294,0.190503,0.425504,0.947301,-,-,0.000702,-0.002167,0.000102
206,0,2,서울햇빛어린이치과의원,532,132,0.33134,0.230789,0.425124,0.987253,-,-,0.000702,0.000697,0.000318
207,0,2,타이거치과의원 오산점,357,3151,0.33134,0.352075,0.424999,1.108414,9,361,0.000702,0.010489,0.001057
208,3,1,이조은치과의원,63,1,0.331294,0.149445,0.424144,0.904883,-,-,0.000702,0.019904,0.001767
209,1,3,압구정스마일치과의원,223,135,0.331294,0.226305,0.423488,0.981087,1,-,0.000702,-0.005124,-0.000122
210,2,1,해맑은치과의원,71,18,0.331294,0.16769,0.422714,0.921698,-,-,0.000702,0.003527,0.000531
211,2,3,미플란트치과의원,29,1,0.331294,0.124264,0.422655,0.878213,-,-,0.000702,-0.003656,-0.000011
212,2,3,키즈웰치과의원 오산점,102,3,0.33134,0.165662,0.422649,0.919651,-,-,0.000702,-0.003363,0.000011
213,0,2,킹콩치과의원,688,1793,0.33134,0.462656,0.42163,1.215626,3,55,0.000702,0.003176,0.000504
214,0,2,연세아트치과의원,59,0,0.331294,0.130648,0.420598,0.88254,-,-,0.000702,-0.003087,0.000032
215,0,2,이젤치과의원,365,56,0.33134,0.164078,0.419624,0.915042,-,-,0.000702,-0.002304,0.000091
216,1,1,이소치과의원,150,16,0.33134,0.222508,0.417703,0.971551,6,1,0.000702,-0.000082,0.000258
217,1,1,열린치과의원,38,2,0.331294,0.114744,0.417618,0.863656,-,-,0.000702,0.004717,0.000621
218,2,3,연세밀레니엄치과의원 오산점,164,1469,0.33134,0.338247,0.417317,1.086904,-,-480,0.000702,-0.016364,-0.00097
219,0,2,예스치과의원,18,3,0.331294,0.1156,0.415684,0.862578,-,-,0.000702,-0.014346,-0.000817
220,1,1,미래치과의원 오산,152,6,0.33134,0.239574,0.415365,0.986279,1,-,0.000702,0.001943,0.000411
221,1,3,백치과의원,31,8,0.331294,0.139152,0.414708,0.885154,-,-,0.000702,-0.007025,-0.000266
222,1,1,한빛치과의원,34,7,0.331294,0.14967,0.414109,0.895073,-,-,0.000702,-0.004585,-0.000081
223,2,1,한길치과의원,52,3,0.331294,0.160269,0.414063,0.905626,-,-,0.000702,0.024753,0.002133
224,2,3,미소드림치과의원,26,3,0.331294,0.108457,0.414057,0.853808,-,-,0.000702,-0.013233,-0.000734
225,1,3,마이홈치과의원,239,150,0.33134,0.277896,0.413051,1.022287,1,-66,0.000702,-0.000184,0.000251
226,0,2,박치과의원,42,2,0.331294,0.14009,0.4129,0.884284,-,-,0.000702,0.025138,0.002162
227,0,2,유림치과병원,218,655,0.33134,0.178977,0.410596,0.920913,-,3,0.000702,0.009652,0.000994
228,4,1,연세치과의원,214,6,0.331294,0.189202,0.409841,0.930337,-,-,0.000702,0.016491,0.001509
229,1,3,오산시민치과의원,78,1,0.33134,0.13595,0.408823,0.876113,-,-,0.000702,-0.009011,-0.000415
230,6,1,함께하는치과의원,9,1,0.33134,0.0823,0.408467,0.822107,-,-,0.000702,0.013824,0.001308
