rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
45,3,3,예나치과교정과치과의원,765,341,0.33134,0.254434,0.473267,1.059041,46,9,0.018448,0.00693,0.00787
46,8,3,코코치과교정과치과의원,335,146,0.33134,0.252782,0.473142,1.057264,24,3,0.018448,-0.001677,0.00722
47,13,1,든든한치과의원,464,222,0.331294,0.249776,0.472898,1.053968,28,14,0.018448,0.016088,0.008561
48,4,3,에코플러스치과의원,308,252,0.33134,0.248872,0.472847,1.053059,2,-130,0.018448,0.002542,0.007539
49,12,3,선키스트치과의원,245,180,0.33134,0.254693,0.47283,1.058863,4,3,0.018494,-0.006802,0.00685
50,15,1,연세프렌즈치과의원,380,82,0.33134,0.248471,0.472816,1.052627,9,13,0.018448,0.018634,0.008753
51,10,3,정이든치과의원,221,6,0.33134,0.248363,0.472808,1.052511,5,-,0.018448,-0.00447,0.007009
52,5,3,스마일온치과보철과치과의원,593,29,0.331294,0.248368,0.472791,1.052453,8,-,0.018448,0.003855,0.007637
53,30,3,동탄365나무치과의원,179,10,0.331294,0.245697,0.47259,1.049581,-4,-,0.018448,-0.034967,0.004708
54,27,3,365서울차오름치과의원,451,56,0.33134,0.244665,0.472529,1.048534,34,-37,0.018448,-0.025684,0.005408
55,12,3,착한미소치과의원,790,852,0.33134,0.244224,0.472496,1.04806,25,33,0.018448,-0.00279,0.007136
56,1,3,아름다운턱치과의원,356,9,0.331294,0.240427,0.472192,1.043913,22,-,0.018448,0.003419,0.007605
57,7,1,키즈엔젤치과의원,70,7,0.33134,0.239736,0.472157,1.043233,1,-,0.018448,0.008689,0.008002
58,8,3,동탄키즈사랑소아치과의원,180,7,0.33134,0.239203,0.472117,1.04266,4,1,0.018448,-0.002642,0.007147
59,10,1,행복을심는치과의원,272,7,0.33134,0.237813,0.472012,1.041165,4,1,0.018448,0.01156,0.008219
60,8,3,아는치과의원,291,832,0.33134,0.236796,0.471935,1.040071,5,-1,0.018448,-0.001806,0.00721
61,8,3,동탄미소치과의원,389,8,0.331294,0.236514,0.471897,1.039705,6,-,0.018448,-0.002005,0.007196
62,3,3,동탄연세세브란스치과의원,731,288,0.33134,0.236264,0.471895,1.039499,17,5,0.018448,0.001796,0.007482
63,1,3,유디치과의원 동탄점,412,21,0.33134,0.235876,0.471866,1.039082,3,-,0.018448,0.004217,0.007665
64,4,1,경승현치과 교정과 치과의원 동탄,308,434,0.33134,0.233164,0.471661,1.036165,15,52,0.018448,0.005741,0.00778
65,1,1,동탄탑치과의원,349,16,0.33134,0.232182,0.471587,1.035109,10,-,0.018448,0.002763,0.007555
66,13,1,닥터스마일치과의원,257,7,0.331294,0.228707,0.471308,1.031309,2,-,0.018448,0.013411,0.008359
67,10,3,동탄뉴욕치과의원,367,23,0.331294,0.227869,0.471244,1.030407,20,-,0.018448,-0.008815,0.006681
68,24,1,캠프나인치과의원,91,7,0.33134,0.227488,0.471233,1.030061,1,-,0.018448,0.031621,0.009733
69,15,1,미소자인교정치과의원,226,1042,0.33134,0.225339,0.471071,1.02775,1,13,0.018448,0.014934,0.008474
70,19,3,이플러스구강악안면외과치과의원,109,5,0.33134,0.22349,0.470931,1.025761,4,-,0.018448,-0.016465,0.006104
71,1,3,아름다운치과의원,344,4,0.33134,0.222905,0.470887,1.025132,2,-,0.018448,-0.001587,0.007227
72,13,1,올치과의원,175,153,0.331294,0.222983,0.470876,1.025153,-,1,0.018448,0.014749,0.00846
73,12,3,더튼튼치과의원,112,487,0.33134,0.222633,0.470867,1.02484,12,-,0.018448,-0.009994,0.006593
74,21,1,오산본플란트치과의원,1737,2795,0.33134,0.472325,0.470781,1.274446,42,1805,0.018448,0.028956,0.009533
75,1,3,레이크치과의원,203,2,0.33134,0.219496,0.47063,1.021466,41,-1,0.018448,0.000351,0.007374
76,18,3,동탄호수참조은치과의원,177,154,0.33134,0.218051,0.470521,1.019912,-,-,0.018448,-0.017129,0.006054
77,12,1,동탄아는치과의원,170,284,0.33134,0.218018,0.470518,1.019876,2,-,0.018448,0.018047,0.008709
78,6,3,나노치과의원,518,62,0.33134,0.217641,0.47049,1.019471,2,-,0.018448,-0.005961,0.006897
79,1,1,더사랑치과의원,356,128,0.33134,0.216253,0.470385,1.017978,7,5,0.018448,0.00275,0.007554
80,5,3,오아시스치과의원,328,395,0.33134,0.216066,0.470371,1.017777,23,6,0.018448,-0.002958,0.007124
81,9,1,스마트치과의원,145,2,0.331294,0.213673,0.470173,1.01514,-,-,0.018448,0.01402,0.008405
82,18,1,당신을위한치과의원,166,2,0.331294,0.213382,0.470151,1.014827,-,-,0.018448,0.023421,0.009114
83,2,3,서울리온치과의원,45,1,0.33134,0.212224,0.470081,1.013645,-,-,0.018448,0.000552,0.007389
84,8,3,동탄온가족치과의원,331,59,0.33134,0.211876,0.470055,1.013271,4,-,0.018448,-0.006997,0.006819
85,9,1,동탄 이편한 치과의원,259,8,0.33134,0.210254,0.469932,1.011526,2,-,0.018448,0.016531,0.008594
86,19,3,동탄안심치과의원,258,497,0.33134,0.209429,0.46987,1.010639,2,-,0.018448,-0.019845,0.005849
87,0,2,그랑플란트치과의원,215,55,0.33134,0.208776,0.469821,1.009937,23,-,0.018448,0.004047,0.007653
88,25,3,동탄가온치과의원,371,50,0.33134,0.208373,0.46979,1.009503,5,-4,0.018448,-0.022717,0.005632
89,18,3,병점홍치과의원,197,2,0.33134,0.20767,0.469737,1.008747,7,-,0.018448,-0.016245,0.006121
90,6,1,이가편한치과의원,158,7,0.331294,0.206695,0.469646,1.007635,-,-,0.018448,0.014407,0.008434
91,25,1,더바른치과의원,98,2,0.33134,0.205216,0.469552,1.006108,1,-,0.018448,0.024136,0.009168
92,1,3,동탄아이비치과의원,312,1,0.331294,0.20505,0.469522,1.005866,5,-,0.018448,0.006761,0.007857
93,16,3,동탄퍼스트치과의원,173,0,0.33134,0.204447,0.469494,1.005281,-,-,0.018448,-0.013062,0.006361
94,10,1,동탄연세미소치과의원,481,4,0.331294,0.204184,0.469457,1.004935,6,-,0.018448,0.015335,0.008504
95,4,1,연세다건치과의원,297,1,0.331294,0.204108,0.469451,1.004853,5,-,0.018448,0.013069,0.008333
96,12,1,서울두리치과의원,245,2,0.33134,0.202232,0.469327,1.002899,3,-,0.018448,0.015155,0.008491
97,12,1,베스트치과의원,224,1,0.33134,0.201415,0.469265,1.00202,2,-,0.018448,0.017633,0.008677
98,5,3,서울웰치과의원,291,4,0.331294,0.19871,0.469044,0.999048,1,-,0.018448,0.004191,0.007663
99,11,3,이미지치과의원,157,254,0.33134,0.198027,0.469009,0.998376,-1,-2,0.018448,-0.003772,0.007062
100,2,1,아이끌림치과의원,552,73,0.33134,0.197468,0.468967,0.997775,4,3,0.018448,0.007859,0.00794
101,4,3,동탄바른이치과의원,44,89,0.33134,0.197432,0.468965,0.997737,-,1,0.018448,0.005415,0.007756
102,4,3,동탄다정치과의원,194,41,0.33134,0.196822,0.468918,0.99708,1,-,0.018448,0.004848,0.007712
103,11,1,서울삼성치과교정과치과의원,155,21,0.33134,0.194251,0.468724,0.994315,-,-,0.018448,0.012898,0.00832
104,18,3,예인치과의원,384,4,0.331294,0.193667,0.468663,0.993624,3,1,0.018448,-0.011609,0.006471
105,17,1,동탄서울리더스치과의원,74,4,0.33134,0.19192,0.468548,0.991808,-1,-,0.018448,0.015772,0.008537
106,4,1,이플치과의원,142,3,0.331294,0.192004,0.468538,0.991836,2,-,0.018448,0.009106,0.008034
107,5,1,동탄에이스치과의원,456,53,0.33134,0.191235,0.468497,0.991072,10,-,0.018448,0.009386,0.008055
108,26,3,동탄예치과의원,436,372,0.33134,0.189534,0.468368,0.989242,-6,13,0.018448,-0.02181,0.0057
109,2,3,굿모닝치과의원,75,8,0.331294,0.189374,0.468339,0.989007,-,-,0.018448,0.001775,0.007481
110,7,3,킴스치과의원,345,507,0.33134,0.188822,0.468315,0.988477,2,1,0.018448,-0.000301,0.007324
111,4,1,맑은린치과의원,162,3,0.33134,0.187699,0.46823,0.987269,-,-,0.018448,0.006551,0.007841
112,29,3,병점수치과의원,95,329,0.33134,0.186708,0.468155,0.986203,-,-1,0.018448,-0.023738,0.005555
113,7,1,박영준치과의원,108,274,0.33134,0.185255,0.468045,0.98464,1,-,0.018448,0.008422,0.007982
114,9,1,가나팀치과의원,141,3,0.33134,0.184985,0.468025,0.98435,1,-,0.018448,0.015422,0.008511
115,2,3,행복한치과의원,132,3,0.331294,0.184563,0.467976,0.983833,1,-,0.018448,0.002675,0.007549
116,2,1,연세위더스치과의원,169,3,0.33134,0.182614,0.467846,0.9818,-1,-,0.018448,0.00514,0.007735
117,0,2,정현치과의원,139,1,0.33134,0.181349,0.467751,0.98044,2,-,0.018448,0.001051,0.007426
118,1,1,서연치과의원,127,2,0.33134,0.181063,0.467729,0.980132,-1,-,0.018448,0.003641,0.007621
119,13,3,닥터김산치과의원,445,126,0.331294,0.177311,0.467429,0.976034,14,11,0.018448,-0.01067,0.006542
120,7,1,서울팀치과의원,288,0,0.33134,0.175673,0.467322,0.974335,13,-,0.018448,0.009894,0.008093
121,20,3,동탄본치과의원,149,7,0.33134,0.174895,0.467264,0.973499,-,-,0.018448,-0.014727,0.006236
122,2,1,365스마일치과,33,22,0.33134,0.173009,0.467121,0.97147,-,-,0.018448,0.003594,0.007618
123,8,1,하이치과의원,57,9,0.331294,0.170334,0.466902,0.96853,-1,-,0.018448,0.012093,0.008259
124,5,1,서울이로움치과의원,134,40,0.33134,0.169884,0.466885,0.968109,9,-,0.018448,0.006034,0.007802
125,11,1,우리치과의원,268,1,0.331294,0.168651,0.466775,0.96672,5,-,0.018448,0.028385,0.009489
126,0,2,동탄휴치과의원,75,1,0.33134,0.167517,0.466707,0.965564,-1,-,0.018448,-0.000159,0.007335
127,12,1,해든치과의원,86,4,0.33134,0.167019,0.466669,0.965028,-,2,0.018448,0.030406,0.009641
128,50,3,하이웰치과의원,438,92,0.33134,0.165676,0.466568,0.963584,3,-2,0.018448,-0.051305,0.003475
129,8,3,연세에이스치과의원,109,10,0.33134,0.165602,0.466562,0.963504,1,-,0.018448,-0.010665,0.006542
130,2,3,화이트덴트치과의원,75,1,0.331294,0.164871,0.46649,0.962655,-,-,0.018448,0.000697,0.0074
131,1,1,동탄미래치과의원,105,5,0.331294,0.164582,0.466468,0.962344,-,-,0.018448,0.009313,0.00805
132,26,1,서울메모리치과의원,35,4,0.331294,0.162127,0.466283,0.959704,35,4,0.018448,0.161043,0.019501
133,22,3,병점뉴욕치과의원,98,1,0.331294,0.15945,0.466081,0.956825,1,-,0.018448,-0.022974,0.005613
134,29,3,예손치과의원,100,4,0.331294,0.158145,0.465982,0.955421,1,-,0.018448,-0.03007,0.005077
135,5,1,동탄굿모닝치과의원,169,3,0.331294,0.156549,0.465862,0.953705,-,-,0.018448,0.020663,0.008907
136,3,3,아가페치과의원,94,1,0.33134,0.150406,0.465415,0.947161,2,-,0.018448,-0.002748,0.007139
137,7,3,미프라임치과의원,72,5,0.331294,0.149131,0.465302,0.945727,-,-,0.018448,-0.01059,0.006548
138,4,1,동탄샘치과의원,38,3,0.331294,0.1483,0.465239,0.944833,-,-,0.018448,0.013522,0.008367
139,4,3,병점베스트치과의원,44,2,0.331294,0.147761,0.465198,0.944253,-,-,0.018448,0.005281,0.007745
140,15,3,상아치과의원,122,5,0.331294,0.145112,0.464999,0.941405,-5,-,0.018448,-0.023937,0.005541
141,3,3,서울유보라치과의원,258,5,0.331294,0.144539,0.464955,0.940788,2,-,0.018448,0.004641,0.007697
142,7,1,메디피움치과의원,2,0,0.331294,0.139196,0.464552,0.935042,2,-,0.018448,0.046332,0.010843
143,6,3,조앤최서울치과의원,54,0,0.33134,0.13492,0.464247,0.930507,1,-,0.018448,-0.005065,0.006965
144,1,1,동탄드림치과의원,28,0,0.331294,0.134288,0.464182,0.929764,2,-,0.018448,0.015558,0.008521
145,1,3,닥터황치과의원,16,0,0.33134,0.131858,0.464016,0.927214,12,-,0.018448,0.010895,0.00817
146,3,3,권치과의원,60,2,0.331294,0.128587,0.463751,0.923632,-,-,0.018448,0.000384,0.007375
147,6,3,해맑은치과의원,104,3,0.331294,0.128568,0.46375,0.923612,1,-,0.018448,-0.006218,0.006878
148,2,3,연세스마일치과의원,228,1,0.33134,0.187113,0.462946,0.981399,-,-,0.018448,0.012703,0.008306
149,3,1,서울늘솜치과의원,550,549,0.33134,0.421322,0.461396,1.214058,45,128,0.018448,0.018102,0.008713
150,5,1,조남영치과의원,2,0,0.33134,0.093608,0.461129,0.886077,1,-,0.018448,0.019762,0.008839
151,2,1,의료법인삼성의료재단강북삼성기흥치과의원,55,2,0.331294,0.080486,0.460098,0.871878,-,-,0.018448,0.002177,0.007511
152,2,1,프라임치과의원,82,3,0.331294,0.146414,0.459931,0.937639,-,-,0.018448,0.000978,0.007421
153,5,3,삼성디에스알치과의원,27,0,0.331294,0.077728,0.459913,0.868935,-,-,0.018448,-0.02013,0.005828
154,3,3,365라온누리치과의원,731,1597,0.33134,0.421375,0.459893,1.212608,227,572,0.018448,-0.004407,0.007015
155,8,3,새로미치과의원,24,0,0.331294,0.076602,0.459828,0.867724,-,-,0.018448,-0.024062,0.005531
156,6,3,동탄치과의원,103,7,0.33134,0.076204,0.459815,0.867359,-,-,0.018448,-0.010154,0.00658
157,1,3,삼성의료재단 강북삼성화성치과의원,14,0,0.331294,0.065019,0.458954,0.855267,-,-,0.018448,-0.008088,0.006737
158,1,3,정치과의원,1,1,0.331294,0.052267,0.457991,0.841552,-,-,0.018448,0.008606,0.007996
159,0,2,세교하늘치과의원,364,6,0.33134,0.240339,0.45328,1.024959,2,-,0.018448,0.00491,0.007718
160,6,1,세교아이들치과의원,429,10,0.33134,0.282342,0.451978,1.06566,2,1,0.018448,0.038618,0.010261
161,1,3,새이로치과의원,156,47,0.33134,0.238643,0.451633,1.021616,-,-,0.018448,-0.001172,0.007258
162,1,1,한스치과의원,169,2,0.33134,0.207684,0.451541,0.990565,-,-,0.018448,0.004303,0.007672
163,1,3,메트로치과의원,205,3,0.331294,0.197897,0.4513,0.980491,6,-,0.018448,-0.002381,0.007167
164,0,2,박하치과의원,438,6,0.331294,0.255127,0.44993,1.036351,5,-,0.018448,0.007419,0.007907
165,0,2,바른이치과의원,83,2,0.331294,0.144314,0.449908,0.925516,1,-,0.018448,0.008702,0.008003
166,1,1,서울웰치과의원,135,4,0.33134,0.192521,0.448152,0.972013,1,-,0.018448,0.000999,0.007422
167,2,1,탑치과의원,105,47,0.33134,0.199944,0.447953,0.979237,10,23,0.018448,0.008742,0.008007
168,0,2,오르다치과의원,642,204,0.331294,0.216472,0.447213,0.994979,4,-,0.018448,-0.00247,0.007161
169,1,1,세교플러스치과의원,152,0,0.331294,0.169792,0.447145,0.948231,-,-,0.018448,0.003403,0.007604
170,6,1,오산디에스치과의원,566,104,0.33134,0.262268,0.446989,1.040597,46,12,0.018448,0.033504,0.009875
171,1,1,세교미소치과의원,192,3,0.331294,0.177594,0.446504,0.955392,4,-,0.018448,0.008621,0.007998
172,11,3,더365바른치과의원,90,401,0.33134,0.274738,0.446237,1.052315,16,-35,0.018448,-0.070083,0.002058
173,2,1,나무가있는치과의원,22,1,0.331294,0.110609,0.446056,0.887959,-,-,0.018448,0.011842,0.008241
174,0,2,삼성플란트치과의원,196,2,0.33134,0.178425,0.445909,0.955674,-2,-,0.018448,0.002964,0.00757
175,2,1,서천프라임치과의원,188,8,0.33134,0.182335,0.445672,0.959347,-,-,0.018448,0.036272,0.010084
176,3,3,세교엘리트치과의원,205,20,0.33134,0.174679,0.445598,0.951617,-,1,0.018448,-0.001316,0.007247
177,6,3,스마일치과,15,4,0.331294,0.105865,0.445253,0.882412,-,-,0.018448,-0.01626,0.00612
178,1,1,서울버팀치과의원 오산,540,4479,0.33134,0.440252,0.443018,1.21461,12,2222,0.018448,0.003657,0.007623
179,1,3,그리던소아치과의원,454,104,0.33134,0.263172,0.441557,1.036069,177,43,0.018448,-0.016493,0.006102
180,1,1,신영통튼튼이치과의원,477,73,0.33134,0.238994,0.441071,1.011405,17,7,0.018448,0.008594,0.007996
181,1,1,오색치과의원,211,1380,0.33134,0.460948,0.44022,1.232508,7,508,0.018448,-0.000183,0.007333
182,3,1,세교퍼스트치과의원,60,0,0.33134,0.148178,0.44013,0.919648,-,-,0.018448,0.008997,0.008026
183,3,3,햇살좋은치과의원,498,1809,0.33134,0.402011,0.439364,1.172715,6,592,0.018448,-0.014556,0.006249
184,1,3,삼성서울치과의원,1587,1642,0.33134,0.401208,0.439326,1.171874,33,71,0.018448,-0.011787,0.006457
185,1,1,유앤이치과의원 오산점,442,2103,0.33134,0.413626,0.439235,1.184201,25,662,0.018448,0.011059,0.008182
186,2,1,스마일치과의원,70,2,0.331294,0.12231,0.436703,0.890307,5,-,0.018448,0.024629,0.009206
187,0,2,신영통연세치과의원,663,19,0.33134,0.26274,0.435887,1.029967,2,-1,0.018448,-0.004611,0.006998
188,4,3,서울수려한치과의원,639,3141,0.33134,0.405304,0.435269,1.171913,118,898,0.018448,-0.055972,0.003122
189,1,1,미서울치과의원,63,3,0.331294,0.139597,0.435089,0.90598,-,-,0.018448,0.01639,0.008584
190,7,1,곰플란트치과의원,391,963,0.33134,0.412852,0.434453,1.178645,49,20,0.018448,-0.021645,0.013166
191,0,2,서울샤치과교정과치과의원,541,134,0.33134,0.313348,0.432376,1.077064,1,1,0.018448,0.005671,0.007775
192,2,1,튼튼치과의원,20,6,0.331294,0.230925,0.432216,0.994435,19,1,0.018448,0.034003,0.009913
193,2,1,행복을주는치과의원,158,212,0.331294,0.326123,0.432161,1.089578,-,150,0.018448,0.034612,0.009959
194,2,3,베일러연합치과의원,226,11,0.331294,0.198854,0.431116,0.961264,-,-,0.018448,-0.008569,0.0067
195,2,3,와이치과의원,178,26,0.33134,0.213064,0.42988,0.974284,3,2,0.018448,-0.000382,0.007318
196,2,1,그린치과의원,70,2,0.331294,0.143146,0.429281,0.903721,-,-,0.018448,0.013185,0.008342
197,8,3,이포유치과의원 오산점,667,1349,0.33134,0.415646,0.429071,1.176057,11,454,0.018448,-0.07062,0.002017
198,5,1,네이버치과의원,168,1,0.331294,0.202,0.427788,0.961082,1,-,0.018448,0.023039,0.009085
199,2,1,탑실피오레치과의원,41,0,0.331294,0.154735,0.427679,0.913708,2,-,0.018448,0.01302,0.008329
200,1,3,더라인치과의원,84,247,0.331294,0.207171,0.427325,0.96579,1,19,0.018448,-0.001053,0.007267
201,5,3,서울아름다운치과의원,165,58,0.33134,0.230745,0.427074,0.989159,-,-2,0.018448,-0.022203,0.005671
202,2,3,늘푸른치과의원,40,2,0.33134,0.13355,0.426712,0.891602,-,-,0.018448,-0.008391,0.006713
203,1,1,공룡치과의원 오산시청,509,82,0.33134,0.208492,0.426023,0.965855,47,7,0.018448,0.003071,0.007579
204,2,3,애플치과의원,545,20,0.331294,0.216303,0.425668,0.973265,1,-,0.018448,-0.006355,0.006867
205,1,1,평화치과의원,252,3,0.331294,0.190503,0.425504,0.947301,5,-,0.018448,0.028696,0.009513
206,1,3,서울햇빛어린이치과의원,532,132,0.33134,0.230789,0.425124,0.987253,4,14,0.018448,0.005173,0.007738
207,5,1,타이거치과의원 오산점,357,3151,0.33134,0.352075,0.424999,1.108414,59,1846,0.018448,0.034909,0.009982
208,2,1,이조은치과의원,63,1,0.331294,0.149445,0.424144,0.904883,-,-,0.018448,0.021207,0.008947
209,0,2,압구정스마일치과의원,223,135,0.331294,0.226305,0.423488,0.981087,2,12,0.018448,0.011165,0.00819
210,2,3,해맑은치과의원,71,18,0.331294,0.16769,0.422714,0.921698,-,-,0.018448,0.000481,0.007383
211,4,3,미플란트치과의원,29,1,0.331294,0.124264,0.422655,0.878213,-,-,0.018448,-0.004164,0.007032
212,1,3,키즈웰치과의원 오산점,102,3,0.33134,0.165662,0.422649,0.919651,1,-,0.018448,0.002059,0.007502
213,2,1,킹콩치과의원,688,1793,0.33134,0.462656,0.42163,1.215626,41,661,0.018448,0.006361,0.007827
214,0,2,연세아트치과의원,59,0,0.331294,0.130648,0.420598,0.88254,1,-,0.018448,-0.008092,0.006736
215,1,1,이젤치과의원,365,56,0.33134,0.164078,0.419624,0.915042,2,-,0.018448,0.001801,0.007483
216,2,1,이소치과의원,150,16,0.33134,0.222508,0.417703,0.971551,62,16,0.018448,0.010787,0.00816
217,0,2,열린치과의원,38,2,0.331294,0.114744,0.417618,0.863656,-,-,0.018448,-0.011973,0.006444
218,5,3,연세밀레니엄치과의원 오산점,164,1469,0.33134,0.338247,0.417317,1.086904,4,-518,0.018448,-0.054128,0.003262
219,0,2,예스치과의원,18,3,0.331294,0.1156,0.415684,0.862578,-,-,0.018448,-0.005312,0.006946
220,3,1,미래치과의원 오산,152,6,0.33134,0.239574,0.415365,0.986279,9,-50,0.018448,0.025667,0.009284
221,1,3,백치과의원,31,8,0.331294,0.139152,0.414708,0.885154,-,-,0.018448,-0.006763,0.006836
222,1,3,한빛치과의원,34,7,0.331294,0.14967,0.414109,0.895073,-,-,0.018448,-0.011589,0.006472
223,1,1,한길치과의원,52,3,0.331294,0.160269,0.414063,0.905626,-,-,0.018448,0.018791,0.008765
224,2,3,미소드림치과의원,26,3,0.331294,0.108457,0.414057,0.853808,-,-,0.018448,-0.00209,0.007189
225,1,1,마이홈치과의원,239,150,0.33134,0.277896,0.413051,1.022287,5,-178,0.018448,0.024317,0.009182
226,1,3,박치과의원,42,2,0.331294,0.14009,0.4129,0.884284,2,-,0.018448,0.021252,0.008951
227,0,2,유림치과병원,218,655,0.33134,0.178977,0.410596,0.920913,-2,32,0.018448,0.003331,0.007599
228,2,1,연세치과의원,214,6,0.331294,0.189202,0.409841,0.930337,1,-,0.018448,0.012408,0.008283
229,1,3,오산시민치과의원,78,1,0.33134,0.13595,0.408823,0.876113,2,-,0.018448,-0.011951,0.006445
230,5,1,함께하는치과의원,9,1,0.33134,0.0823,0.408467,0.822107,-,-,0.018448,0.019548,0.008822
231,1,1,김도완치과의원,69,4,0.331294,0.150108,0.408341,0.889743,1,-,0.018448,0.00636,0.007827
