postId,post_title,posting_score,exposure_score,score_가독성,score_주제,score_콘텐츠,score_키워드,score_형태소,score_후기/정보,publish_time,content_with_space,content_without_space,morpheme_count,word_count,valid_images,invalid_images,top_category_name,top_category_percentage,average,sum_유입,sum_조회,average_C
223627571544,방심한 사이 나타난 치아 옆면 충치균 오산동 치과 에서 레진 치료 방법을 통해서 자연치 보존하기,준최5-Lv.3,37.71,79.93,67.55,59.75,79.62,67.04,74.0,2024-10-21 15,1631.0,1229.0,302.0,113.0,0.0,3.0,건강·의학,53.03%,0.37,157.0,247,0.02720601283070584
223760730069,화성 치과 신경 치료 후 염증이 나타날 수 있다? 발치 후 임플란트를 진행한 사례,준최5-Lv.3,37.71,77.95,68.33,60.85,85.06,65.43,80.0,2025-02-14 17,1743.0,1317.0,327.0,124.0,1.0,4.0,건강·의학,58.25%,0.26,157.0,218,0.026822967454356587
223507701785,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,준최5-Lv.3,37.71,77.26,69.09,59.78,79.57,43.55,80.0,2024-07-10 10,1581.0,1209.0,302.0,111.0,2.0,3.0,건강·의학,48.07%,0.26,151.0,215,0.007757973280191728
223159021007,동탄치과 큐레이를 사용한 정확한 충치 진단 후 레진 수복으로 당일 치료 완료!,준최5-Lv.3,36.47,78.01,65.43,60.46,84.53,63.16,61.0,2023-07-17 23,1670.0,1261.0,334.0,122.0,3.0,4.0,건강·의학,51.08%,,150.0,286,0.006249040859656329
223636574839,골드 인레이를 씌운 어금니가 크랙이 났다? 동탄역 치과 치아 파절로 인한 크라운 수복 사례,준최5-Lv.3,37.71,76.69,67.82,59.68,77.03,61.15,72.0,2024-10-28 12,1617.0,1239.0,301.0,112.0,1.0,2.0,건강·의학,58.38%,0.16,149.0,375,0.03204313521926634
223360812566,"벌어지고 튀어나온 앞니, 동탄역 치과 에서 교정 없이 개선을 도와드렸던 방법은?!",준최5-Lv.3,37.71,76.56,67.6,60.11,85.53,50.84,70.0,2024-02-21 17,1638.0,1234.0,333.0,117.0,4.0,1.0,건강·의학,53.11%,0.16,147.0,206,0.016761713951164447
223363365773,[ 동탄치과추천 ] 치아 수평 치근 파절로 발치 후 즉시 식립 임플란트 2개월 만에 완성,준최5-Lv.3,37.71,76.96,66.38,59.05,84.47,58.15,71.0,2024-02-23 23,1524.0,1158.0,307.0,108.0,1.0,6.0,건강·의학,58.58%,,144.0,183,0.011930029053475117
223367609103,동탄2치과 충치를 예방할 수 있는 어린이 실란트 (치아 홈 메우기)의 중요성!,준최5-Lv.3,37.71,74.78,70.94,69.04,78.63,56.65,68.0,2024-02-28 10,1413.0,1060.0,301.0,95.0,4.0,2.0,건강·의학,43.7%,,144.0,249,0.016048323611985122
223660476078,오산동 치과 아랫니 유치 잔존으로 영구치가 자라지 않았다? 앞니 브릿지로 심미 개선한 케이스,준최5-Lv.3,37.71,77.95,63.71,60.51,86.52,66.33,72.0,2024-11-14 16,1682.0,1281.0,308.0,118.0,4.0,2.0,건강·의학,55.56%,0.41,137.0,198,0.02650213083252416
223682403570,검진 중 발견한 어금니 레진 깨짐과 치아 내부 충치 오산동 치과 에서 골드 인레이로 깔끔하게 해결한 증례,준최5-Lv.3,37.71,78.29,66.29,59.63,75.86,66.49,74.0,2024-12-04 15,1616.0,1228.0,280.0,109.0,0.0,4.0,건강·의학,49.03%,0.31,135.0,221,0.02237305298698092
223707076590,외상으로 인한 치아 끝 깨짐과 앞니 잇몸 통증 동탄 치과 에서 어떤 방법으로 해결했을까?,준최5-Lv.3,37.71,79.64,65.41,61.3,78.95,66.31,11.0,2024-12-27 17,1796.0,1359.0,318.0,122.0,3.0,2.0,건강·의학,60.48%,0.21,134.0,213,0.01928273579026705
223431220382,"오산동 치과 교정 후 검게 변한 앞니, 신경치료 및 실활치 미백으로 개선 완료",준최5-Lv.3,37.71,75.53,68.65,60.5,85.63,62.05,74.0,2024-04-29 22,1696.0,1272.0,325.0,106.0,2.0,3.0,건강·의학,44.07%,0.24,131.0,222,0.012928818498105777
223156065790,"수직 치근 파절 (Vertical root fracture)이 나타난 작은 어금니, 동탄 임플란트 로 개선을 도와드렸습니다!",준최5-Lv.3,37.71,74.31,67.34,67.5,85.01,66.2,83.0,2023-07-14 14,2113.0,1602.0,383.0,134.0,0.0,11.0,건강·의학,58.27%,,130.0,270,0.02651162337606484
223462135488,"동탄역 치과 ""어른 유치, 작은 어린이 치아 이대로 괜찮을까요??""",준최5-Lv.3,36.47,78.03,72.78,68.92,88.07,65.59,59.0,2024-05-29 12,1435.0,1093.0,289.0,97.0,7.0,1.0,건강·의학,54.91%,0.57,128.0,196,0.09610382214202239
223401398737,"동탄치과 추천 받고 오셨던 분의 후기, 치수 괴사 신경치료 / 치관 파절 임플란트",준최5-Lv.3,36.47,77.5,70.86,61.68,82.98,61.07,77.0,2024-03-31 22,1801.0,1352.0,349.0,118.0,0.0,8.0,건강·의학,62.11%,,127.0,245,0.013061004128905717
223245500936,미세현미경으로 숨은 근관 찾기! 동탄역치과 MB2 고난도 신경치료 과정,준최5-Lv.3,37.71,76.9,67.89,66.88,83.24,56.37,39.0,2023-10-24 19,1192.0,904.0,259.0,89.0,0.0,5.0,건강·의학,49.62%,,125.0,210,0.005524402907580478
223356020737,어금니 인레이 밑으로 생긴 충치 때문에 염증이 상악동까지 퍼졌다?! 동탄호수공원치과,준최5-Lv.3,36.47,75.91,65.76,60.39,79.03,56.46,72.0,2024-02-16 22,1685.0,1276.0,324.0,110.0,6.0,3.0,건강·의학,49.17%,,123.0,238,0.0039304648180904945
223367277748,"치아 옆면에 생긴 충치, 인접면 우식의 위험성! 동탄역 치과",준최5-Lv.3,37.71,77.63,72.93,68.76,81.53,58.89,56.0,2024-02-27 23,1380.0,1041.0,282.0,112.0,0.0,5.0,건강·의학,47.9%,,122.0,185,0.011032045363286282
223260606003,신경치료를 받았던 앞니 색이 변했어요. 동탄치과 실활치 미백(walking bleach) 과정,준최5-Lv.3,36.47,75.28,67.63,67.01,78.57,57.21,66.0,2023-11-09 23,1193.0,907.0,262.0,84.0,6.0,2.0,건강·의학,53.54%,,120.0,214,0.01297661012188923
223133332263,'이 사이가 벌어졌어요.' 오산동 치과 레진 당일 수복 증례 (앞니 다이아스테마_Diastema),준최5-Lv.3,37.71,76.44,67.69,63.36,81.92,67.37,84.0,2023-06-19 22,1976.0,1492.0,379.0,126.0,4.0,4.0,건강·의학,56.87%,,120.0,238,0.007348917946686848
223732797065,치주 질환에 의해 내려간 잇몸 동탄 치과 에서 임플란트와 신경치료를 진행한 증례,준최5-Lv.3,37.71,76.73,67.88,62.47,80.88,62.15,78.0,2025-01-21 15,1919.0,1451.0,320.0,144.0,5.0,1.0,건강·의학,60.66%,0.4,120.0,200,0.02430016540194505
223127778693,"정기검진, 이렇게나 중요합니다! 동탄 내이튼 치과",준최5-Lv.3,36.47,75.91,75.41,67.35,77.23,50.32,85.0,2023-06-13 16,2071.0,1582.0,402.0,135.0,3.0,7.0,건강·의학,44.81%,0.21,120.0,1029,0.020583298557972966
223307057929,"이차 충치로 잔존 치질이 얼마 남지 않은 곳, 자연치를 살릴 수 있었을까? 동탄치과",준최6-Lv.2,46.89,79.23,67.7,61.81,79.7,55.41,91.0,2023-12-29 23,1818.0,1353.0,346.0,115.0,2.0,8.0,건강·의학,46.7%,0.39,117.0,197,0.02717013063317411
223132361960,동탄 신경치료 이왕이면 보존과 전문의에게 받는 것이 좋지 않을까요?,준최5-Lv.3,37.71,78.0,69.56,62.29,79.31,57.88,82.0,2023-06-18 23,1876.0,1426.0,362.0,116.0,0.0,7.0,건강·의학,40.82%,,116.0,252,0.0282400843508543
223215122462,"""예전에 치료받았던 곳이 너무 아파요."" 얼굴까지 붓기가 이어졌던 원인은? 동탄치과 농양 제거 과정",준최5-Lv.3,36.47,76.38,64.78,67.82,77.4,57.71,65.0,2023-09-18 21,1349.0,1016.0,257.0,101.0,3.0,4.0,건강·의학,65.12%,,111.0,202,0.00872820814292855
223724665134,신경치료 후 크라운 이후 앞니 치아 변색이 일어난 이유는? 동탄 치과 에서 실활치 미백으로 해결한 케이스,준최5-Lv.3,37.71,80.55,65.72,59.73,82.3,65.03,7.0,2025-01-13 18,1643.0,1246.0,293.0,117.0,3.0,1.0,건강·의학,57.21%,0.5,110.0,248,0.045746659460719236
223572003924,동탄역 치과 염증으로 인한 앞니 통증을 치근단절제술으로 해결한 사례,준최5-Lv.3,37.71,78.0,68.45,59.64,85.12,59.87,91.0,2024-09-04 14,1617.0,1234.0,291.0,113.0,1.0,3.0,건강·의학,51.47%,0.25,109.0,205,0.017030386970043682
223869870358,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,준최5-Lv.3,36.47,73.33,71.0,60.35,82.06,59.56,50.0,2025-05-18 23,1683.0,1277.0,324.0,134.0,8.0,3.0,건강·의학,62.25%,0.16,109.0,215,0.004223510293839328
223330672507,"""잇몸 색이 까맣게 변했어요."" 동탄호수공원 치과 재신경치료, 크라운 과정",준최5-Lv.3,37.71,76.9,68.89,58.7,82.99,60.54,63.0,2024-01-22 23,1506.0,1140.0,300.0,104.0,4.0,3.0,건강·의학,61.9%,,108.0,192,0.010134626582735399
223598756784,동탄2치과 교정치료 후 치아 뿌리 흡수로 인한 흔들림 앞니 발치 당일 임플란트 식립으로 빠르게 해결해 드렸습니다.,준최5-Lv.3,37.71,78.73,66.63,61.52,78.54,59.3,75.0,2024-09-27 17,1820.0,1380.0,322.0,129.0,2.0,3.0,건강·의학,56.14%,,103.0,225,0.030559835411708976
223757805212,"동탄2 치과 엔도를 받은 뒤에 찾아온 치아 뿌리 염증 통증, 재신경치료 후 치근단 절제술을 진행한 케이스",준최5-Lv.3,37.71,79.35,67.96,61.68,74.92,62.35,89.0,2025-02-12 12,1851.0,1411.0,316.0,116.0,3.0,2.0,건강·의학,46.76%,0.24,101.0,188,0.020381274727593206
223556089501,"틀니 통증으로 고난이도 윗니 전체 임플란트 진행하신 70대 환자 케이스, 의료보험 기준은? 화성 치과추천",준최5-Lv.3,36.47,75.03,67.7,67.09,79.41,63.48,81.0,2024-08-21 22,2050.0,1579.0,377.0,133.0,6.0,3.0,건강·의학,57.33%,0.2,100.0,190,0.01934374459686757
223692083052,앞니 잇몸 내려앉음으로 오산동 치과 에서 지르코니아 크라운 교체 과정을 거친 증례,준최5-Lv.3,37.71,75.44,69.12,58.9,79.0,65.26,76.0,2024-12-13 11,1527.0,1163.0,294.0,125.0,2.0,2.0,건강·의학,50.5%,0.25,91.0,210,0.009879059106370646
223629030784,동탄역 치과 앞니 끝 깨짐으로 인한 치아 벌어짐 라미네이트와 레진 치료를 통해 심미 회복하기,준최5-Lv.3,37.71,77.29,67.97,60.22,83.56,63.81,69.0,2024-10-22 16,1662.0,1268.0,305.0,128.0,2.0,1.0,건강·의학,52.53%,,88.0,166,0.018369177590844093
223432011619,"동탄역 치과 에서 오래된 PFM 제거 후, 심미적인 지르코니아 크라운을 씌워드렸습니다. (앞니 심미보철 제작 과정)",준최5-Lv.3,37.71,75.65,67.91,69.52,81.05,58.5,69.0,2024-04-30 16,1497.0,1133.0,310.0,109.0,3.0,1.0,건강·의학,57.47%,,87.0,223,0.004983606532367212
223269940028,"동탄역 치과 ""신경치료받았던 치아가 다시 아파요"" 부근관 발견 및 치료 성공 사례",준최5-Lv.3,36.47,77.69,69.26,67.62,86.98,59.01,9.0,2023-11-20 17,1250.0,945.0,282.0,106.0,6.0,4.0,건강·의학,57.52%,,87.0,231,0.005603108248385523
223457546240,"동탄역 치과 세라믹 인레이 파절, 튼튼한 어금니 골드 보철로 재수복을 도와드렸습니다🦷",준최5-Lv.3,37.71,74.19,68.86,58.68,85.39,66.91,68.0,2024-05-24 22,1507.0,1130.0,311.0,105.0,0.0,4.0,건강·의학,49.13%,0.25,83.0,159,0.017207734921550213
223623932986,엔도 후 씌운 치아에 다시 통증이 느껴진다? 동탄동 치과 에서 어금니 재신경치료를 통해 해결한 사례,준최5-Lv.3,37.71,77.58,66.75,59.72,76.68,61.36,70.0,2024-10-19 12,1640.0,1254.0,302.0,102.0,3.0,1.0,건강·의학,52.38%,0.26,82.0,141,0.03373650320534718
223829595540,"잇몸에 물집 , 염증 덩어리 의심해 볼 수 있습니다 동탄동 치과 치근단 병소 치료 과정",준최5-Lv.3,37.71,76.35,68.21,61.0,82.74,64.28,83.0,2025-04-11 12,1751.0,1348.0,294.0,136.0,4.0,2.0,건강·의학,61.07%,,80.0,120,0.016289753957128093
223139566281,기존 임플란트가 흔들리는 이유는 무엇일까? 미세현미경을 사용한 화성치과 나사 제거 및 재보철 증례,준최5-Lv.3,37.71,78.18,64.41,60.61,78.59,59.45,83.0,2023-06-26 22,1693.0,1293.0,326.0,107.0,5.0,3.0,건강·의학,57.58%,,79.0,134,0.010627845136702403
223415500360,화성치과 포스트 제거 후 재신경치료 과정 보존과 전문의는 어떤 게 다를까?,준최5-Lv.3,37.71,76.7,68.61,61.23,85.37,64.29,78.0,2024-04-14 23,1777.0,1352.0,327.0,111.0,0.0,7.0,건강·의학,44.44%,,78.0,166,0.010832422140107703
223394713508,앞니를 부딪혔는데 잇몸이 붓고 아파요. 동탄호수공원치과 심미 브릿지 제작 과정,준최5-Lv.3,37.71,78.71,68.93,67.92,81.4,56.59,62.0,2024-03-25 16,1296.0,988.0,288.0,103.0,0.0,5.0,건강·의학,62.16%,,78.0,141,0.0043618177902631766
223262947643,"치아 사이에 생긴 인접면 충치, 조기에 발견할 수 있는 방법 및 동탄치과 치료 과정",준최5-Lv.3,36.47,78.7,70.1,62.45,81.49,59.44,17.0,2023-11-12 23,1877.0,1423.0,365.0,140.0,14.0,4.0,건강·의학,44.14%,,77.0,178,0.0016950940891738656
223667579753,동탄동 치과 앞니 신경치료 후 치아 뿌리 염증과 통증 해결 과정,준최5-Lv.3,37.71,78.6,72.8,60.14,86.32,67.88,77.0,2024-11-20 18,1688.0,1278.0,292.0,107.0,3.0,3.0,건강·의학,54.82%,0.31,77.0,166,0.01632157291823758
223302785170,'3년 전 치료받았던 곳이 아파요.' 화성 치과 미세현미경으로 MB2 신경관 찾기,준최5-Lv.3,37.71,78.79,68.61,67.08,81.95,59.66,28.0,2023-12-25 19,1199.0,908.0,263.0,83.0,2.0,1.0,건강·의학,48.82%,,75.0,186,0.0019467788835377767
223793510515,덜 성장한 치아 뿌리 자라도록 유도하는 치근단형성술 오산동 치과 에서 알려드리겠습니다!,준최5-Lv.3,36.47,77.4,66.72,66.62,78.97,64.39,88.0,2025-03-12 16,2019.0,1543.0,370.0,164.0,1.0,7.0,건강·의학,56.47%,0.6,75.0,123,0.04525862068965517
223553485165,"상악동 거상술을 동반한 임플란트 식립, 술식과 방법은? 동탄 치과추천",준최5-Lv.3,37.71,74.44,65.91,66.89,80.78,59.46,80.0,2024-08-19 20,2063.0,1571.0,355.0,124.0,2.0,2.0,건강·의학,55.22%,0.3,74.0,142,0.014456065114786412
223335804761,"'앞니가 벌어졌어요!' 동탄치과추천 받고 오셨던 분, 레진 당일 수복 과정",준최5-Lv.3,37.71,75.14,70.6,59.03,83.12,60.47,68.0,2024-01-27 23,1533.0,1147.0,297.0,104.0,0.0,3.0,건강·의학,56.36%,,72.0,129,0.015996438149487018
223405640599,"올바른 치료의 중요성, 동탄호수공원치과 앞니 지르코니아 크라운 심미보철 제작 과정",준최5-Lv.3,37.71,76.39,69.07,58.84,78.25,57.01,72.0,2024-04-04 15,1527.0,1160.0,289.0,112.0,0.0,7.0,건강·의학,58.05%,,72.0,144,0.0025938482430471446
223423945234,"어린이 앞니 외상 치료, 보존과 전문의가 있는 화성 치과 에서 자연치아를 살려드렸습니다🦷",준최5-Lv.3,37.71,78.18,68.18,69.15,83.75,66.79,7.0,2024-04-22 23,1489.0,1123.0,314.0,100.0,1.0,3.0,건강·의학,50%,,72.0,112,0.008600534176218044
223186535780,"""어금니가 시큰거리고 아파요."" 동탄역치과 소구치 신경치료 및 크라운 수복 과정",준최5-Lv.3,37.71,76.26,67.17,69.0,82.24,55.69,75.0,2023-08-17 23,1429.0,1080.0,302.0,103.0,2.0,3.0,건강·의학,63.87%,0.41,72.0,162,0.024962964710208313
223704336524,이차 우식이 나타나는 이유는 무엇일까? 오산동 치과 에서 어금니 충치 레진으로 다시 수복한 과정,준최5-Lv.3,37.71,77.46,64.6,59.51,77.63,63.15,62.0,2024-12-25 12,1595.0,1207.0,291.0,107.0,1.0,2.0,건강·의학,55.45%,0.19,72.0,142,0.008885713624592536
223236771862,동탄역치과 톡 벌어진 앞니 다이아스테마(diastema) 레진으로 당일 수복을 도와드렸습니다.,준최5-Lv.3,36.47,78.61,67.03,69.05,79.64,57.8,18.0,2023-10-14 22,1437.0,1099.0,310.0,104.0,5.0,4.0,건강·의학,52.8%,,70.0,151,0.01240193582314802
223459255522,"동탄치과 금(crack)이 간 어금니, 신경치료로 자연치아 살리기🦷",준최5-Lv.3,37.71,75.69,67.45,60.48,83.39,54.83,64.0,2024-05-26 23,1707.0,1288.0,330.0,119.0,3.0,4.0,건강·의학,55.38%,0.5,70.0,180,0.019994829984924897
223364978339,"상악 전치부 치조골 흡수, 뼈이식을 동반한 동탄 임플란트 식립 과정!",준최5-Lv.3,36.47,75.18,65.7,59.08,85.02,64.33,79.0,2024-02-25 23,1510.0,1135.0,307.0,113.0,9.0,2.0,건강·의학,54.88%,,68.0,155,0.0057844369172494175
223386498335,앞니 발치 후 즉시 식립 임플란트 오산동 치과 에서는 당일 임시치아 세팅이 가능합니다👍,준최5-Lv.3,37.71,76.7,75.09,68.2,84.25,63.99,45.0,2024-03-17 23,1369.0,1026.0,291.0,109.0,0.0,7.0,건강·의학,50.6%,,68.0,137,0.01950789524450319
223155543711,"""앞니 하나가 안쪽으로 들어가 있어요!"" 동탄치과추천 받고 오셨던 분 전치부 레진 수복 증례",준최5-Lv.3,37.71,76.08,68.64,61.17,83.34,59.57,23.0,2023-07-13 23,1757.0,1329.0,342.0,114.0,0.0,8.0,건강·의학,58.95%,,67.0,143,0.012309913155156397
223816356433,"인레이 치료 후 발생할 수 있는 문제( 충치 , 치아 파절 ) 동탄역 치과 에서 원인과 해결 방법 알아봅시다!",준최5-Lv.3,36.47,76.75,68.0,63.17,84.65,71.03,98.0,2025-03-31 17,1973.0,1513.0,347.0,156.0,4.0,4.0,건강·의학,55.27%,,66.0,118,0.020177527409185016
223589964130,"""아파서 중간에 중단했어요 다시 받고 싶어요""동탄치과 추천에서 통증 없이 앞니 재신경치료한 사례",준최5-Lv.3,37.71,77.8,63.16,59.6,79.2,58.01,81.0,2024-09-20 14,1640.0,1246.0,298.0,102.0,3.0,3.0,건강·의학,61.8%,,64.0,121,0.0017687685706466495
223821931245,잇몸에 고름주머니 생겼다면 치아 뿌리 끝 염증이 원인일 수 있습니다 화성 치과 에서 치근단 절제술 치료 과정 알아봅시다.,준최5-Lv.3,37.71,76.01,66.04,62.41,76.04,67.23,85.0,2025-04-04 13,1886.0,1473.0,317.0,151.0,2.0,5.0,건강·의학,60.15%,0.45,63.0,236,0.02596738773138883
223646411050,갑자기 잇몸에 통증이 느껴진다? 화성 치과에서 흔들리는 치아 신경치료를 통해 해결한 진료과정,준최5-Lv.3,37.71,78.83,68.25,60.59,77.29,57.58,76.0,2024-11-04 15,1726.0,1316.0,309.0,122.0,0.0,4.0,건강·의학,56.8%,0.41,63.0,136,0.03296740049086974
223220535699,오산동치과 에서 알려드리는 root crack(치근 파절) 치료 과정,준최5-Lv.3,37.71,75.03,71.48,67.03,85.78,65.92,39.0,2023-09-24 23,1189.0,901.0,256.0,92.0,4.0,1.0,건강·의학,56.34%,,61.0,123,0.0016023809523809524
223299941436,"작은 어금니 (소구치) 파절, 오산동 치과 임플란트는 2개월 만에 끝난다?",준최5-Lv.3,37.71,77.13,65.28,69.47,88.84,61.81,71.0,2023-12-21 23,1493.0,1121.0,325.0,100.0,3.0,3.0,건강·의학,56.67%,,61.0,93,0.00664482752824099
